,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1107.312022,30.0,255.0,141.0,81.0,83.0,83.0,85.0,85.0,83.0,86.0,83.0,81.0,78.0
2,1107.334521,30.0,255.0,143.0,81.0,82.0,83.0,85.0,85.0,82.0,85.0,83.0,81.0,78.0
3,1108.353172,30.0,255.0,145.0,81.0,83.0,83.0,85.0,85.0,82.0,85.0,83.0,81.0,79.0
4,1109.335871,30.0,255.0,147.0,81.0,82.0,83.0,85.0,85.0,82.0,85.0,83.0,81.0,78.0
5,1110.335808,30.0,255.0,147.0,81.0,83.0,83.0,85.0,85.0,82.0,85.0,83.0,81.0,78.0
6,1111.33596,30.0,255.0,146.0,81.0,82.0,83.0,85.0,85.0,82.0,85.0,83.0,81.0,78.0
7,1112.335332,30.0,255.0,146.0,81.0,83.0,83.0,85.0,85.0,82.0,85.0,83.0,81.0,78.0
8,1113.335406,30.0,255.0,146.0,81.0,82.0,83.0,85.0,85.0,83.0,85.0,83.0,81.0,78.0
9,1114.336343,30.0,255.0,146.0,82.0,83.0,83.0,85.0,85.0,83.0,85.0,83.0,81.0,78.0
10,1115.335712,37.0,255.0,147.0,82.0,83.0,83.0,85.0,86.0,83.0,86.0,83.0,81.0,79.0
11,1116.33586,37.0,255.0,147.0,82.0,83.0,83.0,85.0,86.0,83.0,85.0,84.0,82.0,79.0
12,1117.335802,37.0,252.0,146.0,82.0,83.0,83.0,85.0,85.0,83.0,85.0,83.0,82.0,79.0
13,1118.335345,37.0,255.0,146.0,82.0,83.0,83.0,85.0,85.0,83.0,85.0,83.0,82.0,79.0
14,1119.336216,37.0,255.0,146.0,82.0,83.0,83.0,85.0,85.0,83.0,85.0,84.0,82.0,79.0
15,1120.335362,37.0,255.0,146.0,83.0,83.0,83.0,85.0,85.0,83.0,85.0,84.0,82.0,79.0
16,1121.335415,37.0,255.0,147.0,83.0,83.0,83.0,86.0,86.0,83.0,85.0,84.0,82.0,79.0
17,1122.335357,37.0,255.0,147.0,82.0,83.0,83.0,86.0,86.0,83.0,85.0,84.0,82.0,79.0
18,1123.336387,37.0,255.0,146.0,83.0,84.0,84.0,86.0,86.0,83.0,86.0,84.0,82.0,79.0
19,1124.335777,37.0,255.0,148.0,83.0,84.0,84.0,86.0,86.0,83.0,86.0,84.0,82.0,79.0
