,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,912.061004,30.0,217.0,121.0,75.0,75.0,75.0,76.0,75.0,74.0,76.0,73.0,74.0,74.0
2,912.558199,30.0,218.0,123.0,74.0,75.0,75.0,76.0,75.0,74.0,75.0,74.0,74.0,74.0
3,913.5588,30.0,217.0,123.0,74.0,75.0,75.0,76.0,75.0,74.0,76.0,74.0,75.0,74.0
4,914.558761,30.0,219.0,123.0,74.0,74.0,75.0,75.0,75.0,74.0,75.0,73.0,74.0,73.0
5,915.558637,30.0,218.0,124.0,74.0,75.0,75.0,75.0,75.0,74.0,76.0,74.0,74.0,74.0
6,916.558575,30.0,219.0,124.0,74.0,75.0,74.0,75.0,74.0,74.0,76.0,73.0,74.0,74.0
7,917.558692,30.0,217.0,125.0,74.0,75.0,75.0,76.0,75.0,74.0,76.0,73.0,74.0,73.0
8,918.558631,30.0,219.0,123.0,74.0,75.0,74.0,76.0,74.0,74.0,75.0,73.0,74.0,73.0
9,919.558497,30.0,217.0,124.0,74.0,75.0,74.0,75.0,74.0,74.0,75.0,73.0,74.0,74.0
10,920.558668,37.0,217.0,122.0,74.0,75.0,75.0,75.0,75.0,74.0,76.0,74.0,74.0,74.0
11,921.557852,37.0,217.0,123.0,74.0,75.0,74.0,75.0,75.0,74.0,76.0,73.0,74.0,74.0
12,922.558593,37.0,217.0,125.0,74.0,75.0,75.0,75.0,75.0,74.0,76.0,73.0,74.0,74.0
13,923.558707,37.0,219.0,123.0,74.0,75.0,75.0,75.0,75.0,74.0,75.0,74.0,74.0,74.0
14,924.558739,37.0,218.0,124.0,74.0,74.0,75.0,75.0,75.0,74.0,76.0,73.0,74.0,73.0
15,925.559569,37.0,219.0,125.0,74.0,75.0,75.0,75.0,75.0,74.0,75.0,73.0,74.0,73.0
16,926.558588,37.0,218.0,125.0,74.0,75.0,74.0,75.0,74.0,74.0,75.0,73.0,74.0,73.0
17,927.558768,37.0,217.0,125.0,74.0,75.0,75.0,75.0,75.0,74.0,76.0,73.0,74.0,74.0
18,928.55914,37.0,217.0,125.0,74.0,76.0,75.0,75.0,75.0,74.0,76.0,73.0,74.0,74.0
19,929.558979,37.0,217.0,125.0,74.0,75.0,75.0,75.0,74.0,74.0,75.0,73.0,74.0,73.0
20,930.558847,40.0,218.0,125.0,74.0,74.0,74.0,75.0,74.0,73.0,75.0,73.0,74.0,73.0
21,931.558401,40.0,218.0,126.0,74.0,75.0,74.0,75.0,75.0,74.0,76.0,73.0,74.0,73.0
22,932.55887,40.0,218.0,126.0,74.0,75.0,75.0,75.0,75.0,74.0,76.0,73.0,74.0,74.0
23,933.558825,40.0,218.0,125.0,73.0,74.0,74.0,75.0,74.0,73.0,75.0,73.0,73.0,73.0
24,934.558734,40.0,219.0,126.0,74.0,75.0,75.0,75.0,75.0,74.0,76.0,73.0,74.0,74.0
25,935.559119,40.0,218.0,125.0,74.0,75.0,74.0,75.0,74.0,74.0,76.0,73.0,74.0,73.0
26,936.558882,40.0,219.0,125.0,75.0,75.0,75.0,76.0,75.0,74.0,75.0,73.0,74.0,73.0
27,937.558669,40.0,219.0,125.0,74.0,75.0,74.0,75.0,74.0,74.0,75.0,73.0,74.0,73.0
28,938.558817,40.0,219.0,125.0,73.0,75.0,74.0,75.0,74.0,73.0,75.0,73.0,74.0,73.0
