12.6618,12.6618,29.1184,0.16259,28.04,28.6174,1.18896,45.1279,29.6643,0.911238,64.4129,30.0024,0.758207,81.6143,29.7111,0.80849,98.3902,29.4154,0.603401,115.1,29.2481,0.598041,131.846,29.9623,0.760359,149.708,29.9276,0.346367,0.614391,-1.84195,11.1466,203.481,1.27045,11.0331,1.02279,58.7149,10.945
12.6635,12.6635,29.1237,0.178532,28.0456,28.6147,1.20991,45.1966,29.404,0.447708,64.4175,30.0062,0.796223,81.6181,29.6983,0.856681,98.3834,29.4023,0.602371,115.155,29.193,0.635076,131.838,29.9477,0.782266,149.686,29.955,0.329389,0.622272,-1.83738,11.1575,203.481,1.26561,11.0197,1.02367,58.7369,10.9584
12.6462,12.6462,29.1687,0.213137,28.0418,28.6197,1.21739,45.1943,29.4024,0.450946,64.4101,29.9777,0.754215,81.6182,29.7091,0.883436,98.3576,29.4396,0.612936,115.092,29.269,0.603876,131.808,30.0181,0.777766,149.698,29.9143,0.349854,0.622913,-1.83504,11.1765,203.495,1.26079,11.0015,1.02168,58.722,10.9443
12.6376,12.6376,29.1322,0.199809,28.036,28.6193,1.22319,45.1829,29.4148,0.47983,64.401,29.9832,0.759217,81.6105,29.6657,0.858571,98.372,29.4024,0.609891,115.142,29.1221,0.462162,131.802,29.9192,0.787613,149.681,29.8924,0.326091,0.611482,-1.84313,11.1712,203.485,1.25402,11.0173,1.01075,58.7099,10.9487
12.6362,12.6362,29.0954,0.160041,28.0263,28.6143,1.21604,45.1709,29.3855,0.41529,64.3904,29.9902,0.761098,81.5801,29.692,0.84254,98.3348,29.4125,0.615354,115.086,29.2012,0.440552,131.85,29.8989,0.792189,149.674,29.9136,0.322821,0.602542,-1.84358,11.1742,203.474,1.26042,11.0387,1.0051,58.7086,10.951
12.6268,12.6268,29.102,0.186754,28.0195,28.6101,1.21751,45.189,29.422,0.447939,64.4015,30.0165,0.747859,81.5897,29.6884,0.807115,98.3529,29.4046,0.625718,115.125,29.1287,0.399692,131.747,30.0172,0.852714,149.688,29.9114,0.329551,0.597891,-1.84325,11.1751,203.457,1.25199,11.0415,1.00503,58.7238,10.9695
12.6218,12.6218,29.141,0.250726,28.0187,28.6107,1.21005,45.1879,29.4402,0.498135,64.3868,29.9925,0.755605,81.5855,29.7126,0.838284,98.3457,29.4397,0.632361,115.093,29.2551,0.516977,131.822,29.9893,0.775607,149.703,29.9459,0.321711,0.600031,-1.84779,11.1602,203.467,1.26784,11.0373,1.00117,58.7126,10.9663
12.6342,12.6342,29.1667,0.237138,28.0209,28.6165,1.21375,45.2127,29.432,0.444224,64.409,30.021,0.757905,81.6356,29.7294,0.890187,98.3888,29.4162,0.593879,115.144,29.285,0.512824,131.912,29.997,0.736839,149.744,29.9377,0.291898,0.607466,-1.83895,11.1903,203.485,1.27398,11.0124,1.01147,58.7325,10.9698
12.6479,12.6479,29.1766,0.220133,28.0351,28.6053,1.23793,45.153,29.3761,0.405795,64.4439,30.0704,0.718104,81.6036,29.7119,0.808433,98.3873,29.4122,0.582784,115.063,29.3302,0.601979,131.893,29.9977,0.713529,149.774,29.9549,0.264109,0.611564,-1.83659,11.192,203.494,1.28964,11.0143,1.02867,58.7488,10.9447
12.6438,12.6438,29.1422,0.18101,28.0366,28.5992,1.2491,45.2192,29.4424,0.432176,64.4049,29.9951,0.772126,81.6317,29.6987,0.838698,98.388,29.3935,0.592749,115.115,29.2955,0.546479,131.954,29.9525,0.700209,149.767,29.9503,0.291534,0.60724,-1.84465,11.1687,203.488,1.27787,11.0117,1.01868,58.7068,10.9574
