,Cycle No.,time (ms),Sample 1 (mm),Sample 2 (mm),Sample 3 (mm),Sample 4 (mm),Sample 5 (mm)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,976.987294,112.0,113.0,111.0,118.0,110.0
2,2.0,992.007982,114.0,113.0,110.0,112.0,113.0
3,3.0,1006.976362,108.0,108.0,109.0,110.0,110.0
4,4.0,1020.964359,106.0,107.0,108.0,106.0,109.0
5,5.0,1035.957996,105.0,107.0,108.0,106.0,108.0
6,6.0,1050.949047,106.0,104.0,105.0,102.0,106.0
7,7.0,1065.966792,103.0,102.0,108.0,103.0,101.0
8,8.0,1080.965455,102.0,104.0,103.0,102.0,102.0
9,9.0,1095.954515,100.0,101.0,102.0,100.0,101.0
10,10.0,1110.999533,102.0,103.0,100.0,100.0,102.0
11,11.0,1125.979256,100.0,100.0,99.0,98.0,101.0
12,12.0,1140.970684,99.0,96.0,98.0,98.0,97.0
13,13.0,1155.989164,98.0,97.0,98.0,98.0,97.0
14,14.0,1170.974073,97.0,98.0,94.0,97.0,99.0
15,15.0,1185.987111,94.0,93.0,97.0,97.0,95.0
16,16.0,1200.980034,95.0,94.0,95.0,93.0,95.0
17,17.0,1215.976313,96.0,95.0,96.0,95.0,96.0
18,18.0,1230.990952,93.0,95.0,93.0,98.0,99.0
19,19.0,1245.9458,91.0,95.0,92.0,94.0,95.0
20,20.0,1259.944276,92.0,96.0,93.0,94.0,92.0
21,21.0,1273.956554,94.0,92.0,94.0,94.0,91.0
22,22.0,1287.952693,93.0,94.0,93.0,93.0,90.0
23,23.0,1302.950901,93.0,96.0,90.0,95.0,96.0
24,24.0,1317.95654,93.0,96.0,92.0,94.0,93.0
25,25.0,1332.956909,91.0,94.0,95.0,93.0,92.0
26,26.0,1347.94549,93.0,92.0,93.0,96.0,94.0
27,27.0,1362.984903,96.0,94.0,92.0,91.0,94.0
28,28.0,1377.951687,94.0,92.0,91.0,95.0,91.0
29,29.0,1392.974027,91.0,91.0,91.0,93.0,92.0
30,30.0,1407.939382,90.0,91.0,93.0,92.0,94.0
31,31.0,1422.947259,93.0,91.0,90.0,92.0,92.0
32,32.0,1437.988287,89.0,90.0,89.0,93.0,92.0
33,33.0,1452.950651,92.0,90.0,92.0,91.0,91.0
34,34.0,1468.007852,94.0,92.0,92.0,93.0,92.0
35,35.0,1482.962351,90.0,91.0,92.0,91.0,91.0
36,36.0,1497.989102,93.0,91.0,93.0,92.0,94.0
37,37.0,1512.967551,92.0,92.0,93.0,90.0,92.0
38,38.0,1527.948411,90.0,94.0,93.0,93.0,92.0
39,39.0,1542.963954,90.0,91.0,92.0,94.0,92.0
40,40.0,1557.972538,94.0,93.0,92.0,91.0,91.0
41,41.0,1572.992418,92.0,93.0,93.0,94.0,93.0
42,42.0,1587.994288,91.0,95.0,92.0,93.0,95.0
43,43.0,1602.991502,91.0,92.0,91.0,90.0,92.0
44,44.0,1617.984231,89.0,94.0,90.0,90.0,91.0
45,45.0,1632.953855,91.0,90.0,90.0,89.0,91.0
46,46.0,1647.952289,93.0,92.0,89.0,92.0,90.0
47,47.0,1662.980614,90.0,88.0,87.0,90.0,88.0
48,48.0,1677.950953,90.0,88.0,90.0,88.0,90.0
49,49.0,1692.997085,90.0,88.0,87.0,91.0,88.0
50,50.0,1707.983879,90.0,89.0,89.0,88.0,87.0
51,51.0,1723.006732,88.0,90.0,87.0,89.0,89.0
52,52.0,1737.990042,85.0,88.0,89.0,87.0,86.0
53,53.0,1752.945153,89.0,89.0,92.0,88.0,88.0
54,54.0,1768.001668,88.0,90.0,89.0,90.0,89.0
55,55.0,1782.956169,87.0,89.0,90.0,89.0,89.0
56,56.0,1797.970464,86.0,89.0,92.0,88.0,88.0
