,0,1
0,0.0,0.0
1,1.0,29.6
2,2.0,29.2
3,3.0,30.2
4,4.0,30.2
5,5.0,30.4
6,6.0,30.0
7,7.0,30.2
8,8.0,30.4
9,9.0,30.8
10,10.0,29.8
11,11.0,30.4
12,12.0,31.2
13,13.0,30.0
14,14.0,30.0
15,15.0,30.6
16,16.0,30.0
17,17.0,30.8
18,18.0,30.4
19,19.0,31.0
20,20.0,30.4
21,21.0,31.4
22,22.0,30.2
23,23.0,30.8
24,24.0,30.2
25,25.0,30.8
26,26.0,30.4
27,27.0,30.8
28,28.0,29.8
29,29.0,31.2
30,30.0,30.4
31,31.0,30.4
32,32.0,30.6
33,33.0,31.6
34,34.0,31.0
35,35.0,30.8
36,36.0,30.2
37,37.0,30.4
38,38.0,30.6
39,39.0,30.8
40,40.0,30.4
41,41.0,30.8
42,42.0,30.8
43,43.0,30.8
44,44.0,30.6
45,45.0,31.0
46,46.0,30.0
47,47.0,30.4
48,48.0,30.6
49,49.0,31.4
50,50.0,31.2
51,51.0,30.8
52,52.0,31.2
