,0,1
0,0.0,0.0
1,52.0,1.0153194927932925
2,53.0,1.044050016405632
3,57.0,1.0886893261722763
4,52.0,1.148983528343588
5,51.0,1.2250386127372428
6,52.0,1.3142696667065847
7,51.0,1.4087474983808845
8,51.0,1.4953415744969167
9,53.0,1.5558344374557733
10,52.0,1.5665995457925235
11,52.0,1.5026185511771313
12,52.0,1.340695496466148
13,52.0,1.064117449657531
14,52.0,0.6676142425889681
15,52.0,0.16200437831606415
16,52.0,-0.422193674606138
17,52.0,-1.0328641779633014
18,51.0,-1.5969482564049762
19,52.0,-2.0224097534980365
20,51.0,-2.2050696799408103
21,52.0,-2.0349089178581714
22,52.0,-1.4065229561502393
23,53.0,-0.22843869041854623
24,53.0,1.5663894586118636
25,52.0,4.0122598807139
26,52.0,7.105233878651762
27,53.0,10.80008643318303
28,52.0,15.01012224456641
29,53.0,19.612983574126176
30,54.0,24.457708859484757
31,53.0,29.3748724422367
32,54.0,34.190246661248565
33,54.0,38.73657915109301
34,54.0,42.86624288982291
35,54.0,46.461475946431484
36,55.0,49.442124413477835
37,55.0,51.76895438770541
38,55.0,53.44428214158035
39,55.0,54.50853455582483
40,56.0,55.03408762626984
41,56.0,55.11591594889524
42,56.0,54.86207707471119
43,56.0,54.3835795565388
44,54.0,53.78458079804634
45,56.0,53.15680373452122
46,57.0,52.57256414765416
47,57.0,52.08251524676378
48,60.0,51.71683540353498
49,60.0,51.485380793150675
50,59.0,51.38236210192703
51,59.0,51.39143341813613
52,60.0,51.49034920170393
53,60.0,51.654707587912974
54,60.0,51.86179225837195
55,60.0,52.09275578634569
56,62.0,52.334213226471014
57,60.0,52.57625014396137
58,59.0,52.8133346336158
59,63.0,53.04387956605661
60,62.0,53.26569078713964
61,63.0,53.47759095640834
62,63.0,53.675018845810165
63,64.0,53.87214725606851
64,62.0,54.06818445824264
65,63.0,54.26607419643631
66,63.0,54.46654638034248
67,62.0,54.67204068600476
68,62.0,54.88656915326101
69,62.0,55.11354159399182
70,62.0,55.35626919855484
71,62.0,55.61821226961296
72,61.0,55.900702307716884
73,60.0,56.20435024848592
74,62.0,56.52950496163374
75,61.0,56.874352534231484
76,61.0,57.23660526119718
77,61.0,57.613197805324255
78,61.0,58.000582913634695
79,61.0,58.39501611523879
80,61.0,58.792274866263725
81,60.0,59.188598000785
82,61.0,59.580265830229145
83,61.0,59.96388348061397
84,61.0,60.335787383931894
85,60.0,60.6923088895994
86,60.0,61.029712581889726
87,59.0,61.34327775838871
88,59.0,61.62858785842991
89,59.0,61.88139921591039
90,59.0,62.09681842855778
91,59.0,62.270961468384904
92,59.0,62.40089238715014
93,59.0,62.4842246229222
94,60.0,62.521142406255805
95,60.0,62.51305403015854
96,59.0,62.46307950482098
97,64.0,62.37795745324866
98,60.0,62.263285012319535
99,60.0,62.12705705245389
100,59.0,61.977037816629256
101,59.0,61.820809238712506
102,58.0,61.66477583926122
103,60.0,61.514270660386266
104,59.0,61.37152951579266
105,59.0,61.2372778314286
106,59.0,61.109496151061535
107,59.0,60.986033809571786
108,59.0,60.86381717814801
109,59.0,60.739408716006366
110,59.0,60.61128267082127
111,59.0,60.4785055542071
112,59.0,60.34153161228226
113,59.0,60.20282732579551
114,59.0,60.06674318157907
115,59.0,59.938375207948205
116,59.0,59.82318966424118
117,59.0,59.726160749293214
118,58.0,59.65167194055551
119,59.0,59.601762965860445
120,59.0,59.57592414453875
121,59.0,59.57321657162465
122,58.0,59.58873528407003
123,59.0,59.61722542885605
124,59.0,59.65163192103662
125,58.0,59.68481998503073
126,58.0,59.709386242200445
127,58.0,59.71994063660719
