,0,1,2,3,4,5,6,7,8,9,10,11,,0.098039216,9.803921569,,
1144,55,68,57,56,64,68,65,66,67,62,57,63,,,,,
1145,55,67,55,63,63,68,65,66,67,62,57,62,,,,,
1146,56,67,56,58,64,67,64,66,67,63,57,63,,,,,
1147,56,68,53,64,65,68,67,66,67,62,57,62,,,,,
1148,56,69,59,60,65,68,68,67,67,63,57,60,,,,,
1149,56,68,55,59,65,67,67,67,68,62,57,65,,,,,
1150,54,67,59,60,64,67,65,67,67,63,57,61,,,,,
1151,56,67,54,57,65,67,68,67,67,61,57,62,,,,,
1152,56,68,59,51,66,68,66,68,67,59,57,60,,,,,
1153,55,67,57,55,64,67,65,68,67,60,57,56,,,,,
1154,56,67,59,52,63,67,65,68,67,59,57,62,,,,,
1155,55,68,59,57,64,68,66,67,68,61,58,63,,,,,
1156,55,67,59,63,63,67,66,68,67,60,57,62,,,,,
1157,55,68,61,59,64,68,67,65,67,60,57,63,,,,,
1158,55,67,59,59,64,67,66,65,67,61,57,62,,,,,
1159,56,68,62,60,64,67,66,65,67,60,56,62,,,,,
1160,55,67,64,61,64,68,64,66,68,59,57,57,,,,,
1161,54,67,58,59,64,67,65,66,67,60,57,60,,,,,
1162,55,68,57,58,63,67,65,67,67,59,57,57,,,,,
1163,55,67,57,53,63,67,67,67,67,61,57,62,,,,,
1164,57,67,55,57,63,67,67,66,67,62,57,62,,,,,
1165,55,68,59,58,65,67,64,65,67,60,56,65,,,,,
1166,54,67,54,55,64,67,66,67,67,62,57,63,,,,,
1167,55,67,58,53,65,67,64,65,67,61,57,64,,,,,
1168,54,67,53,59,65,68,67,66,67,59,57,62,,,,,
1169,55,67,57,63,65,67,63,66,67,63,56,64,,,,,
1170,55,67,60,55,63,67,67,67,67,59,56,62,,,,,
1171,54,68,58,58,64,67,67,64,67,63,57,59,,,,,
1172,55,68,57,59,64,67,67,66,67,62,56,60,,,,,
1173,54,68,59,57,63,67,67,65,67,61,57,56,,,,,
1174,53,67,57,52,63,67,67,66,67,61,56,61,,,,,
1175,54,67,60,56,64,67,65,67,67,59,57,60,,,,,
1176,54,67,59,57,62,67,65,67,68,62,57,62,,,,,
1177,53,67,58,52,63,68,67,68,67,60,57,62,,,,,
1178,53,69,60,60,64,68,67,66,67,60,57,66,,,,,
1179,54,71,61,57,64,67,66,65,67,62,57,63,,,,,
1180,54,77,64,53,66,68,67,67,69,64,58,65,,,,,
1181,53,73,60,55,66,68,67,65,67,62,56,62,,,,,
1182,54,77,63,59,65,68,68,66,67,59,57,64,,,,,
1183,53,71,58,57,64,68,67,65,68,61,56,59,,,,,
1184,54,79,64,63,64,69,66,67,67,59,57,61,,,,,
1185,53,79,57,61,64,69,66,69,68,63,57,62,,,,,
1186,54,91,65,58,65,66,65,67,67,59,57,57,,,,,
1187,54,87,61,59,66,67,67,67,67,61,56,62,,,,,
1188,53,85,55,58,66,66,67,66,67,59,57,63,,,,,
1189,54,84,62,60,65,66,66,66,67,61,57,62,,,,,
1190,54,79,62,59,66,68,68,66,68,59,57,60,,,,,
1191,54,86,64,51,66,67,66,66,67,60,57,63,,,,,
1192,55,91,62,56,66,68,65,66,67,58,57,60,,,,,
1193,55,90,66,59,66,68,66,67,68,60,57,56,,,,,
1194,54,91,63,58,66,68,65,66,67,64,56,59,,,,,
1195,56,99,68,62,67,67,67,67,67,62,57,63,,,,,
1196,54,95,64,58,65,68,67,66,67,64,57,61,,,,,
1197,54,95,69,63,68,68,67,66,67,62,57,58,,,,,
1198,57,91,66,57,68,70,67,67,67,61,57,62,,,,,
1199,54,88,69,57,70,68,68,66,67,63,57,62,,,,,
1200,54,93,71,62,75,68,66,66,68,64,57,63,,,,,
1201,55,92,74,60,78,68,67,66,67,63,57,63,,,,,
1202,54,91,73,61,79,75,68,67,69,61,57,66,,,,,
1203,55,90,71,61,82,72,68,67,68,60,58,64,,,,,
1204,55,89,67,67,82,71,67,67,68,61,58,62,,,,,
1205,55,89,73,65,70,74,67,67,68,63,57,62,,,,,
1206,55,87,67,61,83,79,70,67,69,61,58,66,,,,,
1207,55,86,71,62,78,83,73,68,68,61,57,60,,,,,
1208,55,85,68,64,79,80,73,68,69,61,57,60,,,,,
1209,54,83,76,62,79,81,73,68,68,62,57,60,,,,,
1210,55,81,59,65,79,74,81,69,70,61,57,57,,,,,
1211,55,80,59,65,79,83,75,69,67,63,58,65,,,,,
1212,55,79,61,62,87,77,72,72,68,60,57,63,,,,,
1213,58,79,63,64,87,87,85,70,67,59,57,60,,,,,
1214,56,78,60,65,94,93,83,74,68,61,57,60,,,,,
1215,56,77,61,60,86,94,88,75,67,61,57,65,,,,,
1216,56,75,57,61,83,96,85,76,67,60,57,60,,,,,
1217,56,74,62,62,83,84,88,74,72,63,56,61,,,,,
1218,56,74,59,62,84,82,87,75,73,61,57,59,,,,,
1219,55,72,63,61,78,84,77,73,75,63,57,57,,,,,
1220,56,72,56,62,76,86,83,72,71,63,58,62,,,,,
1221,57,71,57,58,74,88,87,69,74,66,58,63,,,,,
1222,58,69,62,63,73,82,82,81,81,60,58,61,,,,,
1223,56,69,64,57,72,89,80,75,84,67,58,59,,,,,
1224,57,69,59,58,70,89,87,77,84,64,58,62,,,,,
1225,57,70,63,60,67,88,85,78,87,69,58,61,,,,,
1226,58,72,57,61,67,87,92,74,80,65,57,63,,,,,
1227,60,70,64,54,67,86,91,77,88,75,57,64,,,,,
1228,58,71,58,57,66,85,92,74,84,81,58,62,,,,,
1229,59,69,56,53,67,84,83,85,81,75,57,61,,,,,
1230,59,69,59,58,65,82,82,83,90,71,57,61,,,,,
1231,58,68,57,52,65,80,79,86,85,76,57,63,,,,,
1232,59,67,58,55,64,78,77,87,89,78,57,59,,,,,
1233,57,67,56,59,65,77,72,77,84,74,56,62,,,,,
1234,59,68,59,56,63,75,70,74,83,71,56,63,,,,,
1235,59,67,58,63,65,74,67,71,80,68,56,61,,,,,
1236,60,67,60,59,61,73,67,69,77,66,56,62,,,,,
1237,59,67,60,59,57,73,67,69,77,65,56,61,,,,,
1238,61,67,59,58,59,71,67,67,75,64,56,60,,,,,
1239,60,67,61,59,62,71,64,67,74,63,56,57,,,,,
1240,60,67,59,52,61,70,65,66,73,60,56,59,,,,,
1241,60,67,61,56,63,69,64,66,71,61,56,58,,,,,
1242,59,67,63,52,64,71,63,67,70,59,57,60,,,,,
1243,60,67,60,55,64,71,66,67,70,60,56,56,,,,,
1244,60,67,64,62,65,69,66,65,69,61,57,61,,,,,
1245,58,66,60,59,64,68,67,66,70,60,57,62,,,,,
1246,59,67,58,64,62,68,66,66,70,62,57,62,,,,,
1247,59,68,57,58,63,68,64,66,69,60,56,60,,,,,
1248,62,67,62,58,61,68,65,66,68,62,56,62,,,,,
1249,58,67,57,60,63,69,63,66,67,61,56,60,,,,,
1250,58,67,58,57,61,69,65,67,67,61,57,65,,,,,
1251,58,67,57,51,64,68,64,66,67,62,56,59,,,,,
1252,58,68,53,56,65,68,67,67,67,61,56,61,,,,,
1253,58,67,57,61,64,66,66,67,67,61,57,59,,,,,
1254,58,68,60,56,63,68,65,66,67,62,57,62,,,,,
1255,58,68,58,63,65,68,66,67,68,62,57,62,,,,,
1256,58,67,55,59,64,67,66,68,68,61,56,59,,,,,
1257,58,68,58,59,65,67,65,66,67,59,57,62,,,,,
1258,57,68,55,58,63,67,64,67,68,60,57,62,,,,,
1259,57,68,58,57,62,67,64,66,67,58,56,62,,,,,
1260,57,68,60,56,63,67,66,66,68,61,57,60,,,,,
1261,59,69,59,57,63,67,67,67,67,58,57,59,,,,,
1262,57,68,59,54,64,67,66,65,67,60,57,62,,,,,
1263,57,69,57,60,62,68,65,67,67,59,57,56,,,,,
1264,55,67,55,59,65,67,67,65,67,64,57,63,,,,,
1265,56,68,59,61,64,67,67,66,67,61,57,66,,,,,
1266,55,68,57,58,64,67,66,65,67,62,56,61,,,,,
1267,55,68,59,55,65,67,66,66,66,62,56,63,,,,,
1268,56,68,60,56,65,67,66,67,68,62,57,60,,,,,
1269,56,67,59,52,65,67,64,67,67,62,56,57,,,,,
1270,56,67,61,55,67,68,66,67,67,60,56,61,,,,,
1271,46,67,64,51,63,67,68,67,67,62,57,63,,,,,
1272,55,67,57,56,63,67,67,66,67,62,56,64,,,,,
1273,56,67,58,55,65,68,65,66,67,64,57,60,,,,,
1274,55,66,58,58,63,67,66,66,67,60,56,66,,,,,
1275,55,67,54,56,64,68,66,66,67,62,57,60,,,,,
1276,55,67,57,61,65,67,64,66,67,59,57,65,,,,,
1277,51,67,55,58,64,67,65,65,67,60,57,59,,,,,
1278,55,68,57,59,65,67,66,66,67,58,56,56,,,,,
1279,55,68,54,57,65,67,67,66,67,60,57,61,,,,,
1280,55,68,57,52,64,67,67,67,67,59,56,58,,,,,
1281,55,68,54,56,64,67,68,67,68,60,57,62,,,,,
1282,55,67,57,55,63,67,65,67,67,62,57,62,,,,,
1283,55,67,55,56,63,67,64,66,67,60,57,61,,,,,
1284,55,67,58,63,64,68,65,68,67,65,57,63,,,,,
1285,55,67,57,58,64,67,64,66,67,61,57,64,,,,,
1286,55,67,59,64,65,67,67,65,67,61,57,59,,,,,
1287,55,67,57,59,64,67,66,66,67,63,56,61,,,,,
1288,55,67,59,58,64,67,66,65,67,61,56,60,,,,,
1289,46,67,61,55,65,67,67,66,67,63,57,57,,,,,
1290,55,67,59,56,64,67,67,65,67,62,56,60,,,,,
1291,55,67,58,59,63,67,65,67,67,61,57,63,,,,,
1292,55,66,59,55,65,67,65,66,68,62,57,62,,,,,
1293,55,67,60,52,64,68,66,67,67,63,57,63,,,,,
1294,55,67,65,56,63,68,66,67,67,62,56,63,,,,,
1295,54,67,61,61,63,67,66,67,67,58,57,63,,,,,
1296,55,67,64,60,62,67,66,67,67,60,56,61,,,,,
1297,55,67,60,59,64,67,67,69,68,59,57,61,,,,,
1298,55,67,64,56,64,67,67,66,67,59,57,64,,,,,
1299,55,67,57,58,64,67,64,65,67,58,57,60,,,,,
1300,55,67,64,52,65,67,65,65,67,60,57,63,,,,,
1301,55,68,59,59,63,67,67,67,67,62,56,61,,,,,
1302,55,67,61,58,65,68,65,66,67,61,57,56,,,,,
1303,50,67,56,56,66,68,64,65,67,64,57,61,,,,,
1304,54,68,54,56,63,67,66,67,67,60,57,63,,,,,
1305,55,68,57,59,63,68,67,67,68,65,57,62,,,,,
1306,54,67,54,63,64,67,68,67,67,61,57,63,,,,,
1307,55,68,57,60,62,67,66,67,67,62,57,62,,,,,
1308,54,68,54,58,63,67,68,67,67,63,57,63,,,,,
1309,55,68,58,55,65,67,66,65,67,63,57,58,,,,,
1310,55,67,55,56,64,67,64,67,68,63,57,60,,,,,
1311,55,67,58,52,64,67,65,67,67,61,57,66,,,,,
1312,55,67,61,57,64,67,67,64,67,62,57,62,,,,,
1313,55,67,59,56,64,67,67,66,67,62,57,57,,,,,
1314,54,67,59,58,66,68,66,65,67,63,56,62,,,,,
1315,55,67,59,62,64,67,67,66,68,61,57,58,,,,,
1316,54,67,61,60,63,67,66,65,67,58,57,62,,,,,
1317,55,68,56,53,67,68,68,66,68,62,57,62,,,,,
1318,60,67,61,56,63,67,65,65,68,59,57,62,,,,,
1319,54,67,63,58,64,67,64,67,67,60,57,63,,,,,
1320,55,67,58,59,65,67,67,67,67,60,57,62,,,,,
1321,54,66,62,55,64,67,65,67,67,61,57,62,,,,,
1322,55,67,60,54,65,67,67,67,67,61,57,65,,,,,
1323,50,67,63,56,66,68,67,69,68,60,57,60,,,,,
1324,53,67,57,57,64,67,67,66,67,58,56,60,,,,,
1325,53,65,60,63,64,68,65,67,67,62,57,62,,,,,
1326,53,76,60,60,64,67,64,68,67,62,57,63,,,,,
1327,53,73,60,59,64,67,67,68,67,62,57,63,,,,,
1328,53,81,59,52,64,68,64,67,67,61,57,62,,,,,
1329,53,76,59,60,65,67,67,65,67,61,57,56,,,,,
1330,46,79,61,53,65,68,66,67,67,61,57,62,,,,,
1331,52,77,60,55,65,68,67,66,67,60,57,65,,,,,
1332,53,89,59,59,65,69,67,67,69,64,57,62,,,,,
1333,61,88,54,58,65,68,66,67,67,63,57,63,,,,,
1334,53,82,65,61,66,68,65,66,67,60,57,60,,,,,
1335,54,82,66,59,66,68,65,66,67,61,57,59,,,,,
1336,54,92,58,63,66,68,67,67,69,61,57,62,,,,,
1337,55,80,67,59,67,69,68,68,68,60,57,63,,,,,
1338,54,88,68,57,67,69,68,68,68,59,57,63,,,,,
1339,54,88,70,53,67,68,68,67,68,65,57,63,,,,,
1340,54,90,69,60,66,68,68,67,69,63,57,63,,,,,
1341,54,89,74,64,66,68,68,67,68,62,57,63,,,,,
1342,54,100,72,58,66,68,67,67,68,61,57,61,,,,,
1343,55,84,72,64,67,68,66,67,67,62,57,62,,,,,
1344,54,88,72,60,63,67,68,67,68,58,57,62,,,,,
1345,55,87,75,59,71,68,66,67,68,61,57,62,,,,,
1346,54,95,68,60,71,66,65,66,67,60,57,59,,,,,
1347,55,97,72,58,81,68,67,66,67,61,56,60,,,,,
1348,53,91,72,58,79,69,66,66,68,59,57,57,,,,,
1349,53,90,72,61,80,71,67,67,67,61,57,62,,,,,
1350,54,89,71,63,78,68,67,67,68,59,57,60,,,,,
1351,54,87,72,62,78,71,67,67,68,60,57,62,,,,,
1352,53,87,71,68,74,83,68,67,67,59,57,63,,,,,
1353,53,86,71,59,71,82,67,67,67,60,57,61,,,,,
1354,54,84,70,63,75,81,68,69,67,63,57,61,,,,,
1355,53,84,69,62,84,85,73,66,68,60,56,56,,,,,
1356,54,83,75,64,88,80,73,66,67,59,57,60,,,,,
1357,54,81,59,59,84,75,79,67,68,60,57,59,,,,,
1358,55,81,57,64,84,89,79,73,66,61,57,59,,,,,
1359,54,79,55,61,87,93,84,75,66,63,57,57,,,,,
1360,56,79,63,62,75,84,75,71,68,58,57,64,,,,,
1361,56,77,55,69,87,89,80,77,68,63,57,58,,,,,
1362,56,77,59,61,84,80,81,74,68,62,57,63,,,,,
1363,54,76,59,65,80,85,79,74,67,62,57,63,,,,,
1364,56,74,63,61,81,89,87,70,71,63,57,58,,,,,
1365,55,74,62,63,77,87,86,71,69,63,57,61,,,,,
1366,58,74,62,62,78,97,87,71,66,62,57,61,,,,,
1367,56,71,55,58,76,80,81,76,76,65,57,63,,,,,
1368,57,71,59,54,74,89,88,71,74,62,57,65,,,,,
1369,57,69,60,55,73,89,91,73,73,71,58,61,,,,,
1370,57,72,55,58,72,93,84,85,81,68,58,63,,,,,
1371,57,69,60,59,70,91,92,70,73,74,58,60,,,,,
1372,57,67,59,59,68,88,87,76,80,75,57,61,,,,,
1373,58,69,62,61,66,87,85,73,76,75,57,61,,,,,
1374,60,68,59,58,67,87,83,82,85,79,58,59,,,,,
1375,57,69,57,60,66,85,90,84,88,80,57,62,,,,,
1376,59,70,61,59,66,84,88,86,88,80,57,63,,,,,
1377,58,68,58,55,65,82,82,85,89,80,57,62,,,,,
1378,59,67,55,57,64,80,79,81,93,83,57,62,,,,,
1379,58,66,57,51,63,79,77,84,87,78,57,66,,,,,
1380,59,68,54,56,62,76,72,77,84,74,56,60,,,,,
1381,59,68,59,58,63,75,69,74,81,70,56,62,,,,,
1382,60,67,54,56,61,75,68,71,79,68,56,61,,,,,
1383,60,67,65,58,60,73,67,69,78,66,56,59,,,,,
1384,60,68,54,59,62,73,66,67,77,65,56,61,,,,,
1385,61,68,57,58,63,71,65,67,75,63,56,59,,,,,
1386,62,67,61,58,59,71,67,68,74,64,56,65,,,,,
1387,61,68,59,58,62,70,65,67,72,62,56,61,,,,,
1388,60,67,58,54,63,69,64,66,71,58,56,60,,,,,
1389,60,67,59,56,62,69,66,66,70,60,56,60,,,,,
1390,59,67,58,53,61,69,66,66,69,60,56,64,,,,,
1391,60,67,60,55,62,70,67,67,69,60,57,59,,,,,
1392,59,67,60,62,61,70,67,67,68,64,57,64,,,,,
1393,58,66,59,57,63,71,65,67,67,60,57,59,,,,,
1394,58,68,57,53,63,69,67,67,69,61,57,62,,,,,
1395,58,67,60,60,64,67,63,67,67,62,57,61,,,,,
1396,58,66,58,61,64,68,66,65,68,65,57,62,,,,,
1397,58,67,62,55,64,68,65,66,67,63,57,62,,,,,
1398,58,67,56,59,63,67,68,66,68,62,56,60,,,,,
1399,51,67,65,52,65,68,67,65,68,62,57,61,,,,,
1400,57,66,58,55,63,69,69,67,67,62,56,61,,,,,
1401,58,67,58,52,62,68,65,67,67,62,56,65,,,,,
1402,58,67,58,57,63,67,66,68,69,62,57,59,,,,,
1403,57,67,64,63,62,67,65,67,69,58,57,65,,,,,
1404,57,67,57,59,64,68,65,67,67,61,57,60,,,,,
1405,57,67,59,58,63,68,65,67,67,58,57,59,,,,,
1406,57,68,57,60,64,68,67,68,67,61,57,62,,,,,
1407,58,68,55,63,63,67,66,66,67,62,57,63,,,,,
1408,57,68,57,52,65,67,67,68,67,60,57,62,,,,,
1409,57,67,58,58,63,67,64,66,67,58,57,63,,,,,
1410,57,68,58,52,64,67,65,66,68,60,57,62,,,,,
1411,57,67,54,56,64,67,65,66,67,65,57,63,,,,,
1412,56,67,59,55,62,67,65,65,67,60,57,64,,,,,
1413,58,67,55,59,63,68,64,67,68,65,57,61,,,,,
1414,59,67,60,61,64,67,66,67,67,60,56,58,,,,,
1415,56,68,58,59,64,67,66,66,67,61,56,56,,,,,
1416,55,68,59,58,63,67,67,66,67,63,57,61,,,,,
1417,55,67,61,60,65,67,65,68,67,65,57,62,,,,,
1418,56,67,59,56,65,68,66,67,68,62,57,63,,,,,
1419,56,67,61,54,65,68,65,67,68,62,57,62,,,,,
1420,55,67,61,61,64,67,68,66,67,60,57,59,,,,,
1421,55,67,58,52,63,67,67,65,67,63,57,65,,,,,
1422,55,67,59,59,65,67,63,67,68,58,57,60,,,,,
1423,56,68,59,59,66,68,65,68,68,61,58,62,,,,,
1424,49,68,60,59,65,67,63,67,68,61,57,61,,,,,
1425,56,68,62,59,64,67,67,66,68,61,57,62,,,,,
1426,56,67,60,53,65,68,67,66,68,65,58,64,,,,,
1427,55,67,61,56,63,67,67,66,68,62,57,62,,,,,
1428,56,67,60,55,64,68,68,67,68,63,57,62,,,,,
1429,55,66,61,56,63,67,68,65,67,63,57,65,,,,,
1430,55,67,65,58,64,68,65,66,67,62,57,59,,,,,
1431,55,66,59,58,64,68,64,66,67,63,56,57,,,,,
1432,55,67,56,63,65,68,66,66,67,63,57,62,,,,,
1433,55,68,57,58,64,68,68,67,67,61,57,63,,,,,
1434,59,67,64,58,64,67,66,67,67,61,57,61,,,,,
1435,55,67,57,56,65,67,67,67,67,61,57,60,,,,,
1436,56,68,62,57,66,67,67,67,68,61,57,62,,,,,
1437,55,67,58,52,65,68,68,68,68,59,57,64,,,,,
1438,55,68,55,56,64,68,66,69,68,61,57,62,,,,,
1439,55,67,56,62,64,67,65,67,68,59,57,64,,,,,
1440,55,67,54,58,63,67,64,66,67,60,57,63,,,,,
1441,56,69,58,64,65,68,67,67,69,59,57,60,,,,,
1442,55,68,53,61,63,67,65,65,67,60,57,65,,,,,
1443,55,67,59,63,64,67,67,66,67,58,57,62,,,,,
1444,55,67,60,60,64,67,65,67,67,60,57,61,,,,,
1445,55,67,59,59,65,67,64,67,67,59,57,62,,,,,
1446,55,67,61,60,63,67,65,67,67,60,57,64,,,,,
1447,54,67,59,57,63,67,63,66,67,61,57,62,,,,,
1448,54,67,61,54,63,67,66,66,67,60,57,61,,,,,
1449,54,67,62,56,63,68,66,68,67,64,57,64,,,,,
1450,54,66,60,52,64,67,67,66,67,61,57,60,,,,,
1451,54,68,56,58,63,67,65,67,67,59,57,63,,,,,
1452,54,66,60,63,64,67,66,66,68,62,57,60,,,,,
1453,55,68,57,57,63,67,67,67,67,59,57,63,,,,,
1454,55,67,61,57,63,67,66,66,68,59,57,60,,,,,
1455,55,67,63,60,65,67,65,65,67,62,57,57,,,,,
1456,54,67,56,59,65,67,65,66,67,63,56,62,,,,,
1457,54,67,60,62,65,68,65,65,68,60,57,59,,,,,
1458,54,67,57,56,64,67,66,67,67,60,57,62,,,,,
1459,55,68,54,51,64,67,67,67,67,61,57,63,,,,,
1460,54,67,57,56,63,67,67,67,68,59,57,61,,,,,
1461,54,68,53,58,64,68,68,67,68,61,57,61,,,,,
1462,55,68,57,58,63,67,65,69,68,58,57,66,,,,,
1463,54,67,53,63,64,67,64,66,68,60,57,59,,,,,
1464,54,68,58,59,65,67,65,65,67,58,56,57,,,,,
1465,54,68,59,60,65,67,66,65,67,60,57,62,,,,,
1466,54,66,60,63,63,67,66,67,68,61,57,61,,,,,
1467,54,67,61,59,64,67,66,67,68,61,57,62,,,,,
1468,53,67,59,52,64,67,66,64,67,64,57,58,,,,,
1469,55,68,57,55,66,67,67,66,67,63,57,62,,,,,
1470,54,67,58,63,65,67,67,65,68,62,57,56,,,,,
1471,54,66,55,65,66,69,68,67,68,64,58,67,,,,,
1472,55,72,64,60,66,68,66,66,68,60,58,62,,,,,
1473,53,73,60,53,65,68,65,67,69,62,58,64,,,,,
1474,53,71,58,58,65,68,67,67,68,58,57,65,,,,,
1475,53,75,60,58,65,69,66,66,68,63,57,62,,,,,
1476,52,83,55,56,65,68,67,67,68,59,58,57,,,,,
1477,53,88,57,61,67,69,68,66,69,61,57,60,,,,,
1478,54,87,58,59,66,68,68,67,68,65,58,61,,,,,
1479,53,86,57,62,66,67,67,67,68,62,57,60,,,,,
1480,53,94,60,58,66,68,68,66,68,61,57,60,,,,,
1481,53,76,59,58,65,67,65,66,68,64,57,62,,,,,
1482,52,83,56,56,65,68,64,67,67,62,57,58,,,,,
1483,53,81,61,58,65,68,67,67,67,62,57,62,,,,,
1484,53,90,64,51,66,67,66,67,67,61,57,62,,,,,
1485,53,94,66,58,66,67,68,66,67,62,57,65,,,,,
1486,53,89,66,53,67,68,66,65,67,61,57,60,,,,,
1487,53,89,69,55,66,68,65,66,67,63,57,59,,,,,
1488,53,88,70,59,66,68,66,67,67,62,56,60,,,,,
1489,53,86,73,61,66,67,65,66,68,62,57,56,,,,,
1490,53,92,71,61,65,68,67,66,67,62,56,62,,,,,
1491,54,92,75,57,66,70,67,67,68,61,57,59,,,,,
1492,53,94,72,61,63,68,67,67,67,61,57,62,,,,,
1493,53,95,73,56,69,66,67,67,67,59,57,63,,,,,
1494,52,96,73,58,64,67,67,67,68,61,57,62,,,,,
1495,54,92,75,61,73,71,66,66,67,58,56,62,,,,,
1496,53,91,74,60,75,74,67,67,67,59,57,64,,,,,
1497,54,89,75,60,79,72,67,66,68,59,57,61,,,,,
1498,54,88,73,63,82,70,67,66,67,60,57,64,,,,,
1499,53,87,73,66,86,73,69,67,69,61,57,60,,,,,
1500,54,86,74,60,82,82,70,67,68,60,57,58,,,,,
1501,55,85,70,65,76,76,75,69,69,59,57,63,,,,,
1502,54,84,73,65,84,78,72,67,67,62,57,63,,,,,
1503,55,83,74,64,87,74,73,68,67,61,56,59,,,,,
1504,54,81,59,63,85,83,77,69,69,62,57,57,,,,,
1505,54,80,57,64,84,90,84,67,69,62,57,61,,,,,
1506,55,80,60,62,81,90,81,70,69,61,57,58,,,,,
1507,55,78,60,62,81,91,83,68,69,62,57,63,,,,,
1508,55,77,59,70,80,88,78,71,67,58,57,61,,,,,
1509,57,77,64,62,76,89,74,71,69,61,57,61,,,,,
1510,55,75,57,61,80,88,80,71,69,59,57,63,,,,,
1511,56,75,53,61,85,87,87,74,73,62,56,62,,,,,
1512,55,73,57,63,88,88,89,77,70,60,57,60,,,,,
1513,56,73,55,62,82,87,81,73,75,62,57,56,,,,,
1514,55,71,63,55,76,84,84,71,74,61,57,64,,,,,
1515,55,71,54,57,73,93,81,73,79,62,57,58,,,,,
1516,57,70,58,58,72,92,76,73,75,63,58,62,,,,,
1517,57,73,55,52,72,81,84,73,81,66,58,61,,,,,
1518,62,71,58,55,71,86,82,69,78,74,58,62,,,,,
1519,56,70,61,52,69,88,94,80,75,70,58,62,,,,,
1520,56,67,58,56,67,88,91,79,83,76,57,65,,,,,
1521,58,68,61,62,67,86,91,88,79,75,57,60,,,,,
1522,58,69,59,60,67,87,92,76,82,77,57,62,,,,,
1523,59,69,56,58,67,84,88,81,85,73,58,64,,,,,
1524,58,68,59,53,66,83,83,80,85,77,58,63,,,,,
1525,58,67,57,56,65,82,80,87,89,71,57,64,,,,,
1526,59,67,59,56,64,79,77,84,86,77,57,65,,,,,
1527,58,69,60,56,66,77,74,78,84,74,56,61,,,,,
1528,58,67,59,63,63,75,69,73,82,70,56,58,,,,,
1529,59,67,59,56,58,74,66,71,80,68,56,61,,,,,
1530,59,68,54,52,62,73,67,68,78,66,56,60,,,,,
1531,58,66,59,59,56,72,65,69,76,65,56,61,,,,,
1532,61,67,54,57,63,72,67,66,74,64,56,58,,,,,
1533,60,68,58,55,61,71,63,67,74,63,56,63,,,,,
1534,58,67,62,58,63,70,65,67,72,62,56,60,,,,,
1535,59,68,57,59,63,68,66,66,71,62,56,58,,,,,
1536,58,67,59,56,63,69,67,66,70,60,56,59,,,,,
1537,59,67,57,51,63,71,68,65,71,58,57,58,,,,,
1538,58,67,54,55,64,70,66,65,70,60,57,60,,,,,
1539,58,67,56,62,62,69,65,65,70,59,56,56,,,,,
1540,57,68,54,57,61,70,65,66,69,60,57,62,,,,,
1541,58,67,58,63,63,68,64,67,68,58,57,63,,,,,
1542,58,67,60,56,65,69,66,67,67,60,56,64,,,,,
1543,57,67,60,63,64,67,66,69,68,58,57,59,,,,,
1544,57,68,55,59,64,69,67,67,67,61,57,62,,,,,
1545,57,67,59,59,65,68,65,69,68,59,57,62,,,,,
1546,57,68,62,59,64,69,65,68,71,62,58,63,,,,,
1547,57,67,57,57,64,67,68,67,68,62,57,64,,,,,
1548,58,69,60,56,66,68,66,69,68,62,57,60,,,,,
1549,57,67,65,57,62,68,67,65,68,61,58,63,,,,,
1550,60,68,58,63,64,68,64,67,68,61,58,60,,,,,
1551,57,68,59,60,66,68,67,67,68,64,57,62,,,,,
1552,55,68,56,58,63,67,63,67,67,59,57,60,,,,,
1553,56,68,60,60,62,68,66,66,67,61,57,62,,,,,
1554,56,67,60,57,63,67,67,66,68,58,57,57,,,,,
1555,55,68,59,51,62,67,67,65,67,60,58,62,,,,,
1556,55,68,57,59,66,68,66,68,68,63,57,59,,,,,
1557,55,67,65,52,65,67,64,67,67,60,56,63,,,,,
1558,55,67,59,55,65,68,65,67,68,58,57,59,,,,,
1559,55,67,64,57,65,68,66,67,67,60,57,60,,,,,
1560,55,68,57,55,63,68,66,66,67,59,57,61,,,,,
1561,55,68,53,57,64,67,66,66,68,61,57,60,,,,,
1562,54,67,58,55,63,68,64,66,68,59,57,62,,,,,
1563,54,67,54,59,63,67,65,66,67,60,57,57,,,,,
1564,54,67,57,60,63,68,64,65,67,62,57,62,,,,,
1565,54,67,55,57,63,68,65,66,67,63,56,58,,,,,
1566,54,66,60,58,64,67,67,67,67,59,56,61,,,,,
1567,54,67,53,56,64,67,66,67,67,62,57,63,,,,,
1568,55,68,54,55,65,68,67,67,67,63,57,63,,,,,
1569,55,68,61,58,63,67,65,66,67,60,57,61,,,,,
1570,55,67,57,63,65,67,67,67,67,61,56,63,,,,,
1571,55,68,55,59,66,68,67,67,68,62,56,59,,,,,
1572,55,67,58,62,64,68,66,68,67,62,57,59,,,,,
1573,55,68,58,60,63,67,65,67,68,60,57,60,,,,,
1574,55,68,59,58,63,67,65,67,68,61,56,57,,,,,
1575,57,67,58,53,63,67,64,68,67,58,57,60,,,,,
1576,54,67,59,56,63,67,65,66,67,60,56,57,,,,,
1577,54,67,58,60,65,67,66,67,67,63,57,66,,,,,
1578,54,67,59,55,64,67,66,66,67,60,57,61,,,,,
1579,55,67,59,61,64,68,66,67,67,63,57,57,,,,,
