,0,,2,3,
0,0,,0,0,
1,3395.567502,0,233,197,5.472222222
2,3398.870345,0,233,197,5.472222222
3,3399.842832,0,233,197,5.472222222
4,3400.911659,0,233,197,5.472222222
5,3401.879735,0,233,197,5.472222222
6,3402.84565,0,233,197,5.472222222
7,3403.900573,0,233,197,5.472222222
8,3404.910057,0,233,197,5.472222222
9,3405.828614,0,233,198,5.657142857
10,3406.87522,0,233,197,5.472222222
11,3407.874813,0,233,197,5.472222222
12,3408.778448,0,233,197,5.472222222
13,3409.863638,0,233,197,5.472222222
14,3410.840966,0,233,197,5.472222222
15,3411.776864,0,233,197,5.472222222
16,3412.87518,0,233,197,5.472222222
17,3413.87008,0,233,197,5.472222222
18,3414.824859,0,233,197,5.472222222
19,3415.898362,0,233,197,5.472222222
20,3416.865165,0,233,198,5.657142857
21,3417.985656,10,238,163,2.173333333
22,3418.905181,10,240,174,2.636363636
23,3419.871523,10,241,179,2.887096774
24,3420.783451,10,240,180,3
25,3421.880227,10,240,181,3.06779661
26,3422.841566,10,240,181,3.06779661
27,3423.829491,10,240,182,3.137931034
28,3424.825126,10,240,182,3.137931034
29,3425.832207,10,240,182,3.137931034
30,3426.79045,10,240,182,3.137931034
31,3427.861011,10,240,182,3.137931034
32,3428.876946,10,240,183,3.210526316
33,3429.851207,10,240,183,3.210526316
34,3430.770382,10,240,183,3.210526316
35,3431.82404,10,240,183,3.210526316
36,3432.896542,10,240,183,3.210526316
37,3434.429113,10,240,183,3.210526316
38,3435.952954,10,240,183,3.210526316
39,3436.945457,10,240,183,3.210526316
40,3437.157666,10,240,183,3.210526316
41,3438.197516,10,240,183,3.210526316
42,3439.202165,10,240,183,3.210526316
