45,0.62,20,33.46119365
56,0.68,30,34.32826925
19,0.735,32,24.4638044
48,0.83,54,36.84532217
51,0.84,52,37.8418483
53,0.865,49,36.3862454
49,0.87,62,37.62874398
18,0.91,54,19.0953046
17,0.965,64,14.4891043
16,1.055,71,10.6589535
15,1.135,76,7.58105311
13,1.205,81,3.43418229
14,1.255,85,5.19599495
11,1.3,88,1.37364942
