,Cycle No.,time (ms),Sample 1 (mm),Sample 2 (mm),Sample 3 (mm),Sample 4 (mm),Sample 5 (mm)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1899.607663,113.0,114.0,115.0,113.0,113.0
2,2.0,1914.535108,114.0,116.0,114.0,114.0,112.0
3,3.0,1928.512513,117.0,114.0,112.0,115.0,116.0
4,4.0,1942.516327,116.0,115.0,115.0,116.0,112.0
5,5.0,1956.553683,117.0,113.0,113.0,113.0,114.0
6,6.0,1971.581337,116.0,115.0,117.0,114.0,112.0
7,7.0,1986.52383,115.0,115.0,114.0,114.0,114.0
8,8.0,2001.554447,115.0,115.0,116.0,113.0,116.0
9,9.0,2016.567985,115.0,117.0,114.0,116.0,112.0
10,10.0,2031.558313,115.0,112.0,114.0,113.0,116.0
11,11.0,2046.549004,113.0,113.0,116.0,111.0,115.0
12,12.0,2060.553998,117.0,113.0,111.0,112.0,114.0
13,13.0,2075.584209,114.0,113.0,115.0,114.0,114.0
14,14.0,2090.540294,114.0,113.0,116.0,112.0,112.0
15,15.0,2105.57238,113.0,114.0,115.0,115.0,113.0
16,16.0,2119.59182,115.0,113.0,113.0,111.0,114.0
17,17.0,2134.529793,114.0,115.0,116.0,115.0,114.0
18,18.0,2149.540189,112.0,114.0,116.0,115.0,113.0
19,19.0,2164.579694,114.0,114.0,113.0,115.0,115.0
20,20.0,2179.551198,114.0,116.0,114.0,114.0,113.0
21,21.0,2194.52869,113.0,116.0,112.0,114.0,116.0
22,22.0,2208.551713,115.0,114.0,114.0,114.0,114.0
23,23.0,2223.560995,114.0,115.0,117.0,116.0,117.0
24,24.0,2238.54011,115.0,114.0,115.0,115.0,117.0
25,25.0,2252.566955,113.0,112.0,114.0,115.0,112.0
26,26.0,2266.549325,113.0,114.0,114.0,114.0,116.0
27,27.0,2281.552754,115.0,111.0,114.0,112.0,115.0
28,28.0,2296.535488,116.0,114.0,112.0,114.0,111.0
29,29.0,2310.527122,114.0,113.0,112.0,114.0,113.0
30,30.0,2325.522188,112.0,115.0,115.0,117.0,115.0
31,31.0,2339.577551,116.0,114.0,112.0,116.0,111.0
32,32.0,2354.539488,116.0,114.0,115.0,117.0,115.0
33,33.0,2368.554759,116.0,116.0,114.0,116.0,116.0
34,34.0,2383.526065,114.0,114.0,118.0,115.0,115.0
35,35.0,2398.544917,115.0,114.0,116.0,114.0,114.0
36,36.0,2412.521079,114.0,113.0,112.0,116.0,117.0
37,37.0,2426.585997,116.0,114.0,114.0,113.0,115.0
38,38.0,2441.613901,115.0,114.0,111.0,114.0,115.0
39,39.0,2456.536145,112.0,116.0,113.0,113.0,114.0
40,40.0,2471.534046,113.0,118.0,112.0,112.0,115.0
41,41.0,2486.547425,114.0,115.0,114.0,114.0,114.0
42,42.0,2501.521722,113.0,114.0,117.0,113.0,113.0
43,43.0,2515.553242,115.0,113.0,113.0,116.0,114.0
44,44.0,2530.540104,112.0,116.0,112.0,113.0,116.0
45,45.0,2545.622323,114.0,115.0,113.0,116.0,115.0
46,46.0,2560.541444,116.0,114.0,114.0,116.0,116.0
47,47.0,2574.544055,113.0,113.0,116.0,114.0,113.0
48,48.0,2588.543814,114.0,114.0,114.0,112.0,114.0
49,49.0,2602.55418,114.0,118.0,114.0,115.0,111.0
