,Cycle No.,time (ms),Sample 1 (mm),Sample 2 (mm),Sample 3 (mm),Sample 4 (mm),Sample 5 (mm)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1589.013922,115.0,113.0,112.0,116.0,115.0
2,2.0,1603.926945,114.0,114.0,112.0,114.0,115.0
3,3.0,1617.944756,115.0,115.0,115.0,117.0,117.0
4,4.0,1632.950912,117.0,115.0,116.0,117.0,116.0
5,5.0,1647.9215,117.0,117.0,118.0,118.0,118.0
6,6.0,1662.923487,117.0,116.0,118.0,118.0,117.0
7,7.0,1677.941396,120.0,120.0,118.0,116.0,118.0
8,8.0,1692.967583,120.0,118.0,118.0,117.0,118.0
9,9.0,1707.934211,121.0,120.0,121.0,119.0,121.0
10,10.0,1722.947169,118.0,121.0,121.0,119.0,119.0
11,11.0,1737.937915,123.0,121.0,121.0,122.0,117.0
12,12.0,1752.927403,122.0,122.0,121.0,121.0,123.0
13,13.0,1767.971133,122.0,122.0,118.0,122.0,120.0
14,14.0,1782.933833,122.0,123.0,124.0,121.0,123.0
15,15.0,1797.93208,122.0,120.0,120.0,121.0,121.0
16,16.0,1812.970379,125.0,125.0,121.0,119.0,122.0
17,17.0,1827.94505,124.0,122.0,123.0,122.0,121.0
18,18.0,1842.931733,123.0,122.0,121.0,124.0,122.0
19,19.0,1857.93682,123.0,123.0,123.0,125.0,122.0
20,20.0,1872.955999,123.0,124.0,122.0,122.0,124.0
21,21.0,1887.977387,121.0,122.0,122.0,124.0,124.0
22,22.0,1902.929061,123.0,122.0,124.0,122.0,122.0
23,23.0,1917.96959,124.0,125.0,125.0,124.0,124.0
24,24.0,1932.924068,126.0,125.0,124.0,125.0,126.0
25,25.0,1947.935684,127.0,124.0,126.0,125.0,123.0
26,26.0,1962.98749,126.0,123.0,124.0,124.0,123.0
27,27.0,1977.951213,122.0,125.0,124.0,124.0,124.0
28,28.0,1992.972266,124.0,124.0,125.0,126.0,126.0
29,29.0,2007.975383,125.0,125.0,125.0,124.0,125.0
30,30.0,2023.005339,126.0,126.0,127.0,127.0,126.0
