,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2642.13086,30.0,255.0,47.0,74.0,75.0,75.0,77.0,77.0,74.0,77.0,75.0,74.0,73.0
2,2642.645474,30.0,255.0,47.0,73.0,73.0,73.0,73.0,74.0,73.0,74.0,73.0,73.0,72.0
3,2643.646132,30.0,255.0,46.0,73.0,73.0,73.0,73.0,73.0,72.0,73.0,74.0,73.0,72.0
4,2644.645825,30.0,255.0,46.0,72.0,73.0,73.0,73.0,73.0,72.0,73.0,73.0,73.0,71.0
5,2645.645925,30.0,255.0,46.0,73.0,73.0,73.0,73.0,73.0,72.0,73.0,74.0,73.0,72.0
6,2646.64593,30.0,255.0,47.0,72.0,73.0,73.0,73.0,73.0,72.0,73.0,73.0,73.0,72.0
7,2647.646025,30.0,255.0,46.0,73.0,73.0,73.0,73.0,73.0,72.0,74.0,74.0,73.0,71.0
8,2648.646001,30.0,255.0,46.0,72.0,73.0,73.0,73.0,73.0,72.0,73.0,73.0,73.0,71.0
9,2649.645903,30.0,255.0,47.0,73.0,73.0,73.0,73.0,73.0,72.0,73.0,73.0,73.0,72.0
10,2650.64591,37.0,255.0,46.0,72.0,73.0,73.0,73.0,73.0,72.0,73.0,73.0,73.0,72.0
11,2651.645878,37.0,255.0,47.0,73.0,73.0,73.0,74.0,75.0,73.0,74.0,74.0,73.0,72.0
12,2652.645921,37.0,255.0,47.0,73.0,73.0,73.0,74.0,75.0,73.0,74.0,74.0,73.0,72.0
13,2653.645997,37.0,255.0,48.0,73.0,74.0,73.0,75.0,75.0,73.0,75.0,74.0,73.0,72.0
14,2654.645878,37.0,255.0,48.0,73.0,73.0,73.0,74.0,75.0,73.0,74.0,74.0,73.0,72.0
15,2655.645898,37.0,255.0,49.0,73.0,73.0,73.0,75.0,75.0,73.0,75.0,74.0,73.0,72.0
16,2656.645921,37.0,255.0,48.0,73.0,73.0,73.0,74.0,75.0,73.0,75.0,74.0,73.0,72.0
17,2657.646108,37.0,255.0,48.0,73.0,73.0,73.0,74.0,75.0,73.0,75.0,74.0,73.0,72.0
18,2658.646128,37.0,255.0,48.0,73.0,73.0,73.0,74.0,75.0,73.0,75.0,74.0,73.0,72.0
19,2659.646121,37.0,255.0,48.0,73.0,73.0,73.0,74.0,75.0,73.0,75.0,75.0,74.0,72.0
20,2660.645893,40.0,255.0,49.0,73.0,73.0,73.0,74.0,75.0,73.0,75.0,74.0,73.0,72.0
21,2661.646014,40.0,255.0,48.0,73.0,74.0,73.0,75.0,75.0,74.0,75.0,75.0,73.0,72.0
22,2662.646016,40.0,255.0,50.0,73.0,74.0,73.0,75.0,75.0,73.0,76.0,75.0,73.0,72.0
23,2663.646037,40.0,255.0,50.0,73.0,74.0,74.0,75.0,75.0,74.0,76.0,75.0,74.0,73.0
24,2664.646252,40.0,255.0,49.0,73.0,74.0,74.0,75.0,76.0,74.0,76.0,75.0,73.0,72.0
25,2665.649523,40.0,255.0,49.0,74.0,74.0,74.0,75.0,76.0,74.0,76.0,74.0,73.0,72.0
26,2666.646111,40.0,255.0,51.0,73.0,74.0,74.0,75.0,75.0,74.0,75.0,75.0,73.0,72.0
27,2667.646081,40.0,255.0,50.0,73.0,74.0,74.0,75.0,75.0,74.0,76.0,75.0,73.0,72.0
28,2668.645299,40.0,255.0,50.0,75.0,75.0,75.0,77.0,77.0,75.0,76.0,76.0,75.0,73.0
29,2669.646247,40.0,255.0,49.0,74.0,74.0,74.0,75.0,76.0,74.0,75.0,75.0,73.0,72.0
30,2670.646066,42.0,255.0,49.0,74.0,75.0,74.0,75.0,76.0,75.0,77.0,75.0,74.0,72.0
31,2671.646324,42.0,255.0,48.0,74.0,75.0,74.0,76.0,76.0,75.0,76.0,75.0,74.0,72.0
32,2672.646121,42.0,255.0,48.0,74.0,74.0,75.0,76.0,77.0,75.0,76.0,75.0,73.0,72.0
33,2673.645987,42.0,255.0,48.0,74.0,75.0,75.0,76.0,76.0,75.0,77.0,75.0,74.0,72.0
34,2674.646101,42.0,255.0,48.0,74.0,75.0,74.0,76.0,76.0,75.0,77.0,75.0,74.0,72.0
35,2675.646201,42.0,255.0,50.0,74.0,75.0,75.0,76.0,77.0,75.0,77.0,76.0,74.0,73.0
36,2676.645874,42.0,255.0,50.0,75.0,74.0,74.0,76.0,76.0,75.0,77.0,75.0,74.0,72.0
37,2677.652037,42.0,255.0,48.0,75.0,75.0,75.0,76.0,77.0,75.0,76.0,75.0,74.0,73.0
38,2678.645944,42.0,255.0,49.0,75.0,75.0,75.0,76.0,77.0,75.0,77.0,76.0,74.0,73.0
39,2679.645866,42.0,255.0,49.0,75.0,75.0,75.0,76.0,76.0,75.0,77.0,75.0,74.0,72.0
40,2680.646635,45.0,255.0,50.0,75.0,76.0,75.0,77.0,77.0,75.0,77.0,76.0,74.0,72.0
41,2681.64591,45.0,255.0,47.0,75.0,75.0,75.0,77.0,77.0,76.0,77.0,77.0,75.0,73.0
42,2682.645917,45.0,255.0,47.0,75.0,75.0,75.0,77.0,78.0,76.0,78.0,77.0,75.0,73.0
43,2683.64607,45.0,255.0,47.0,75.0,75.0,75.0,77.0,78.0,76.0,77.0,77.0,75.0,73.0
44,2684.645914,45.0,255.0,48.0,75.0,75.0,75.0,77.0,77.0,76.0,77.0,76.0,75.0,73.0
45,2685.645943,45.0,255.0,48.0,75.0,75.0,75.0,77.0,77.0,76.0,78.0,76.0,75.0,73.0
46,2686.646013,45.0,255.0,49.0,75.0,76.0,75.0,77.0,77.0,76.0,77.0,77.0,75.0,73.0
47,2687.645846,45.0,255.0,49.0,75.0,75.0,75.0,77.0,78.0,77.0,78.0,77.0,75.0,73.0
48,2688.645943,45.0,255.0,49.0,75.0,75.0,75.0,77.0,78.0,76.0,77.0,76.0,75.0,73.0
49,2689.646154,45.0,255.0,49.0,75.0,76.0,76.0,77.0,77.0,76.0,78.0,77.0,75.0,74.0
50,2690.646005,47.0,255.0,49.0,75.0,76.0,75.0,78.0,78.0,77.0,78.0,77.0,75.0,74.0
51,2691.646209,47.0,255.0,48.0,75.0,75.0,76.0,77.0,78.0,76.0,78.0,77.0,75.0,73.0
52,2692.646109,47.0,255.0,49.0,75.0,75.0,76.0,78.0,78.0,76.0,78.0,77.0,75.0,74.0
53,2693.646751,47.0,255.0,51.0,75.0,76.0,76.0,78.0,78.0,76.0,78.0,77.0,75.0,73.0
54,2694.647123,47.0,255.0,50.0,77.0,77.0,77.0,79.0,79.0,77.0,79.0,78.0,75.0,73.0
55,2695.646085,47.0,255.0,50.0,75.0,76.0,76.0,78.0,78.0,77.0,78.0,77.0,75.0,73.0
56,2696.646617,47.0,255.0,51.0,76.0,76.0,77.0,78.0,79.0,77.0,78.0,77.0,75.0,73.0
57,2697.646145,47.0,255.0,51.0,75.0,76.0,76.0,78.0,78.0,76.0,78.0,77.0,75.0,73.0
58,2698.648235,47.0,255.0,51.0,77.0,77.0,77.0,79.0,79.0,77.0,79.0,78.0,75.0,73.0
59,2699.646076,47.0,255.0,51.0,76.0,76.0,76.0,78.0,78.0,77.0,78.0,77.0,75.0,73.0
60,2700.646093,50.0,255.0,52.0,76.0,77.0,77.0,78.0,79.0,77.0,79.0,77.0,75.0,73.0
61,2701.647667,50.0,255.0,52.0,77.0,77.0,77.0,79.0,79.0,77.0,79.0,77.0,76.0,74.0
62,2702.646106,50.0,255.0,49.0,76.0,77.0,77.0,79.0,79.0,77.0,79.0,77.0,76.0,73.0
63,2703.646079,50.0,255.0,51.0,76.0,77.0,77.0,79.0,79.0,77.0,79.0,78.0,76.0,73.0
64,2704.64613,50.0,255.0,52.0,76.0,77.0,77.0,79.0,79.0,77.0,79.0,77.0,76.0,74.0
65,2705.646105,50.0,255.0,53.0,76.0,77.0,77.0,79.0,79.0,77.0,79.0,77.0,76.0,73.0
66,2706.646045,50.0,255.0,53.0,76.0,76.0,77.0,78.0,79.0,77.0,79.0,77.0,76.0,73.0
67,2707.646152,50.0,255.0,55.0,77.0,77.0,77.0,79.0,80.0,78.0,79.0,78.0,76.0,74.0
68,2708.646469,50.0,255.0,55.0,77.0,78.0,78.0,79.0,79.0,78.0,79.0,78.0,76.0,74.0
69,2709.646086,50.0,255.0,54.0,77.0,77.0,77.0,79.0,79.0,77.0,79.0,78.0,75.0,73.0
70,2710.64598,52.0,255.0,55.0,76.0,76.0,77.0,78.0,79.0,77.0,78.0,77.0,76.0,73.0
71,2711.645953,52.0,255.0,54.0,76.0,77.0,77.0,79.0,79.0,77.0,79.0,77.0,76.0,73.0
72,2712.646179,52.0,255.0,53.0,76.0,77.0,77.0,79.0,79.0,77.0,79.0,78.0,76.0,74.0
73,2713.655413,52.0,255.0,55.0,77.0,77.0,77.0,79.0,79.0,77.0,79.0,77.0,76.0,73.0
74,2714.646112,52.0,255.0,55.0,76.0,77.0,77.0,79.0,79.0,77.0,79.0,77.0,76.0,74.0
75,2715.646009,52.0,255.0,57.0,77.0,77.0,77.0,79.0,79.0,77.0,79.0,78.0,77.0,75.0
76,2716.645264,52.0,255.0,57.0,77.0,77.0,77.0,79.0,81.0,79.0,80.0,79.0,78.0,75.0
77,2717.646075,52.0,255.0,56.0,76.0,77.0,77.0,79.0,79.0,77.0,79.0,78.0,76.0,73.0
78,2718.646086,52.0,255.0,57.0,77.0,77.0,77.0,79.0,79.0,77.0,79.0,77.0,76.0,73.0
79,2719.645292,52.0,255.0,58.0,77.0,77.0,77.0,79.0,80.0,78.0,79.0,78.0,77.0,74.0
80,2720.646115,55.0,255.0,58.0,77.0,78.0,78.0,80.0,80.0,78.0,80.0,79.0,77.0,74.0
81,2721.646115,55.0,255.0,57.0,77.0,78.0,78.0,80.0,81.0,78.0,80.0,79.0,77.0,75.0
82,2722.646175,55.0,255.0,59.0,80.0,81.0,82.0,83.0,83.0,81.0,82.0,81.0,79.0,77.0
83,2723.646413,55.0,255.0,58.0,79.0,79.0,79.0,81.0,81.0,79.0,81.0,80.0,78.0,75.0
84,2724.646079,55.0,255.0,59.0,78.0,79.0,79.0,81.0,81.0,79.0,80.0,79.0,77.0,75.0
85,2725.64637,55.0,255.0,60.0,78.0,79.0,79.0,80.0,81.0,79.0,81.0,79.0,77.0,74.0
