,0,1,2,3,4,5,6,7,8,9,10,11,12,13,,
65,2338.351816,42,242,135,57,57,58,58,57,57,58,56,57,57,14.16015625,1.261682243
66,2339.427268,42,242,135,57,57,57,58,57,57,58,57,57,57,14.16015625,1.261682243
67,2340.443408,42,241,135,57,57,58,58,57,57,58,56,57,57,14.16015625,1.273584906
68,2341.487623,42,242,135,58,58,58,58,58,57,58,57,58,57,16.6015625,1.261682243
69,2342.587316,42,241,135,57,57,58,58,57,57,58,56,57,57,14.16015625,1.273584906
70,2343.500081,44,242,135,57,58,57,58,57,57,58,56,57,57,14.16015625,1.261682243
71,2344.344083,44,241,135,58,58,58,58,57,57,58,57,57,57,16.6015625,1.273584906
72,2345.509964,44,242,135,57,58,58,58,58,57,58,57,57,57,14.16015625,1.261682243
73,2346.48589,44,242,135,57,58,58,58,57,57,58,56,57,57,14.16015625,1.261682243
74,2347.487863,44,242,135,58,58,58,58,58,58,58,57,57,57,16.6015625,1.261682243
75,2348.507329,44,242,132,58,58,58,58,58,57,58,57,57,58,16.6015625,1.2
76,2349.506526,44,242,134,57,57,58,58,57,57,58,56,57,57,14.16015625,1.240740741
77,2350.447842,44,241,135,57,57,57,58,58,57,58,57,57,57,14.16015625,1.273584906
78,2351.204557,44,242,135,57,57,57,58,58,57,58,57,57,57,14.16015625,1.261682243
79,2352.454642,44,242,135,57,58,58,58,58,57,58,57,57,57,14.16015625,1.261682243
80,2353.449645,46,242,135,57,57,58,58,57,57,58,57,57,57,14.16015625,1.261682243
81,2354.308548,46,241,135,57,57,57,58,58,57,58,57,57,57,14.16015625,1.273584906
82,2355.436788,46,242,135,57,58,58,58,58,57,58,57,57,57,14.16015625,1.261682243
83,2356.46337,46,242,134,57,57,58,58,58,57,58,57,57,57,14.16015625,1.240740741
84,2357.37036,46,242,134,57,58,58,58,58,58,58,57,57,57,14.16015625,1.240740741
85,2358.454431,46,242,134,57,57,58,58,58,57,58,57,57,57,14.16015625,1.240740741
86,2359.450687,46,241,134,57,57,57,58,58,57,58,57,57,57,14.16015625,1.252336449
87,2360.367626,46,242,134,57,57,58,58,57,57,58,57,57,58,14.16015625,1.240740741
88,2361.490267,46,242,134,57,58,58,58,57,57,58,57,57,57,14.16015625,1.240740741
89,2362.531124,46,242,134,58,58,58,58,58,58,58,57,58,57,16.6015625,1.240740741
90,2363.400759,48,242,134,57,58,58,58,58,57,58,57,57,57,14.16015625,1.240740741
91,2364.386376,48,241,134,57,57,58,58,58,57,58,57,58,57,14.16015625,1.252336449
92,2365.436941,48,242,135,58,58,58,58,58,57,58,58,58,57,16.6015625,1.261682243
93,2366.441606,48,242,135,57,58,58,58,58,58,58,57,57,57,14.16015625,1.261682243
94,2367.255935,48,242,135,57,57,58,58,58,57,58,57,57,57,14.16015625,1.261682243
95,2368.458155,48,243,134,57,58,58,58,58,57,58,57,57,57,14.16015625,1.229357798
96,2369.504552,48,242,134,58,58,58,58,58,58,58,57,57,57,16.6015625,1.240740741
97,2370.357644,48,242,134,57,57,58,58,58,57,58,57,57,57,14.16015625,1.240740741
98,2371.463962,48,242,134,57,58,58,58,58,57,58,57,58,57,14.16015625,1.240740741
99,2372.44352,48,242,134,58,58,58,58,58,57,58,58,57,57,16.6015625,1.240740741
100,2373.354046,50,242,134,57,58,58,58,58,58,58,58,57,58,14.16015625,1.240740741
101,2374.425468,50,242,134,57,58,58,58,59,58,58,58,57,57,14.16015625,1.240740741
102,2375.423017,50,243,134,57,58,58,58,59,58,59,58,58,57,14.16015625,1.229357798
103,2376.39834,50,242,133,58,58,58,59,59,58,59,58,58,57,16.6015625,1.220183486
104,2377.367838,50,242,134,58,59,59,59,59,58,59,59,58,58,16.6015625,1.240740741
105,2378.494988,50,243,134,57,58,59,59,59,58,59,58,58,57,14.16015625,1.229357798
106,2379.457761,50,242,134,57,58,58,59,59,58,59,58,58,57,14.16015625,1.240740741
107,2380.357033,50,243,134,57,58,58,58,59,58,59,58,58,57,14.16015625,1.229357798
108,2381.448125,50,243,133,57,58,58,58,59,58,58,58,58,57,14.16015625,1.209090909
109,2382.474568,50,242,134,58,58,59,59,59,58,59,59,58,57,16.6015625,1.240740741
110,2383.409479,52,243,134,58,58,59,59,59,58,59,58,58,57,16.6015625,1.229357798
111,2384.360564,52,243,132,58,58,58,59,59,58,59,58,58,58,16.6015625,1.189189189
112,2385.428878,52,243,132,58,58,59,59,59,58,59,58,58,57,16.6015625,1.189189189
113,2386.440227,52,243,131,58,59,59,59,60,59,59,59,58,58,16.6015625,1.169642857
114,2387.301636,52,243,132,58,58,59,59,59,58,59,58,58,57,16.6015625,1.189189189
115,2388.536998,52,243,132,58,59,60,59,60,59,59,59,58,58,16.6015625,1.189189189
116,2389.451714,52,244,132,58,58,59,59,59,58,59,59,58,57,16.6015625,1.178571429
117,2390.37117,52,243,132,58,59,59,59,60,59,59,59,58,57,16.6015625,1.189189189
118,2391.432701,52,243,133,58,58,59,59,59,58,59,59,58,57,16.6015625,1.209090909
119,2392.534774,52,243,132,58,59,59,59,60,59,59,59,59,58,16.6015625,1.189189189
120,2393.479739,54,243,133,58,58,59,59,59,58,59,59,58,57,16.6015625,1.209090909
121,2394.255771,54,243,131,58,59,59,59,60,59,59,59,58,58,16.6015625,1.169642857
122,2395.475184,54,243,132,58,59,59,59,60,59,60,59,58,57,16.6015625,1.189189189
123,2396.468366,54,244,132,58,59,60,60,61,59,60,60,59,58,16.6015625,1.178571429
124,2397.386407,54,244,132,58,59,59,59,60,59,60,59,58,58,16.6015625,1.178571429
125,2398.146487,54,243,132,58,59,59,59,60,59,60,59,58,58,16.6015625,1.189189189
126,2399.450877,54,243,132,58,59,59,59,60,59,60,59,58,58,16.6015625,1.189189189
127,2400.45039,54,243,133,58,59,59,60,60,59,60,59,59,57,16.6015625,1.209090909
128,2401.351829,54,243,132,58,60,59,60,60,59,60,59,59,58,16.6015625,1.189189189
129,2402.378992,54,243,132,58,59,60,59,60,59,60,59,58,58,16.6015625,1.189189189
130,2403.45594,56,243,132,58,59,59,60,60,59,60,60,59,58,16.6015625,1.189189189
131,2404.44411,56,243,135,58,59,60,60,60,59,60,60,59,58,16.6015625,1.25
132,2405.164061,56,243,135,58,59,60,60,61,59,60,60,59,58,16.6015625,1.25
133,2406.442362,56,243,136,58,59,60,60,60,59,60,60,59,58,16.6015625,1.271028037
134,2407.52936,56,243,136,59,60,60,61,61,60,61,61,59,58,19.04296875,1.271028037
135,2408.425824,56,243,135,58,60,60,60,61,59,60,60,59,58,16.6015625,1.25
136,2409.533499,56,243,136,58,59,60,60,61,60,61,60,59,58,16.6015625,1.271028037
137,2410.506248,56,243,136,58,59,60,60,61,59,61,60,58,58,16.6015625,1.271028037
138,2411.446413,56,243,136,58,59,60,60,61,60,60,60,59,58,16.6015625,1.271028037
139,2412.45904,56,243,136,58,60,60,60,61,59,60,60,59,58,16.6015625,1.271028037
140,2413.455469,58,243,136,58,59,60,60,61,59,60,60,59,58,16.6015625,1.271028037
141,2414.44967,58,243,136,59,60,60,61,61,60,61,60,59,58,19.04296875,1.271028037
142,2415.124793,58,243,137,58,60,60,60,61,60,61,60,59,58,16.6015625,1.29245283
143,2416.415903,58,243,138,59,60,60,61,61,60,61,60,59,58,19.04296875,1.314285714
144,2417.452912,58,243,138,59,60,60,60,61,60,61,60,59,58,19.04296875,1.314285714
145,2418.448618,58,242,138,58,60,60,60,61,60,61,60,59,58,16.6015625,1.326923077
146,2419.37938,58,243,138,58,60,60,60,61,60,61,60,59,58,16.6015625,1.314285714
147,2420.464463,58,243,137,58,60,60,60,61,60,61,60,59,58,16.6015625,1.29245283
148,2421.476249,58,243,138,59,60,61,61,62,60,61,61,59,58,19.04296875,1.314285714
149,2422.528583,58,243,137,60,61,61,62,62,61,62,61,60,59,21.484375,1.29245283
150,2423.347148,60,242,138,59,60,60,61,62,60,61,60,59,58,19.04296875,1.326923077
151,2424.466095,60,243,139,59,60,61,61,62,61,62,61,60,59,19.04296875,1.336538462
152,2425.449825,60,243,138,59,60,61,61,62,60,61,61,60,58,19.04296875,1.314285714
153,2426.3891,60,243,139,59,60,61,61,62,60,61,61,59,58,19.04296875,1.336538462
154,2427.440955,60,243,139,59,60,61,61,62,60,62,61,60,58,19.04296875,1.336538462
155,2428.431606,60,242,139,59,61,61,61,62,61,62,61,60,58,19.04296875,1.349514563
156,2429.233784,60,243,139,59,60,61,61,62,61,61,61,59,58,19.04296875,1.336538462
157,2430.453951,60,243,139,58,60,61,61,62,60,61,61,60,59,16.6015625,1.336538462
158,2431.449421,60,243,139,59,61,61,61,63,61,62,61,60,59,19.04296875,1.336538462
159,2432.344006,60,243,139,59,61,61,61,62,60,61,61,60,58,19.04296875,1.336538462
160,2433.417759,62,243,140,59,61,61,62,62,61,62,61,60,58,19.04296875,1.359223301
161,2434.42094,62,243,139,59,62,61,62,63,61,62,61,60,59,19.04296875,1.336538462
162,2435.32703,62,243,140,59,61,61,62,63,61,62,61,60,59,19.04296875,1.359223301
163,2436.133103,62,243,140,59,61,62,62,62,61,62,61,60,59,19.04296875,1.359223301
164,2437.294059,62,243,141,60,62,62,62,62,62,62,62,60,59,21.484375,1.382352941
165,2438.408787,62,243,141,59,61,61,62,62,60,62,61,60,58,19.04296875,1.382352941
166,2439.466417,62,243,142,59,61,61,62,62,61,62,61,60,59,19.04296875,1.405940594
167,2440.353573,62,243,142,59,61,62,62,63,62,63,62,60,59,19.04296875,1.405940594
168,2441.438895,62,243,142,59,61,62,62,62,61,62,62,60,59,19.04296875,1.405940594
169,2442.462594,62,242,142,59,61,62,62,62,61,62,62,60,59,19.04296875,1.42
170,2443.355941,64,242,142,59,61,61,62,62,61,63,62,61,59,19.04296875,1.42
171,2444.432134,64,242,143,59,61,62,62,64,62,63,62,60,59,19.04296875,1.444444444
172,2445.457075,64,242,144,60,62,62,62,63,62,63,62,61,59,21.484375,1.469387755
173,2446.43874,64,242,145,59,61,62,62,63,62,63,62,61,59,19.04296875,1.494845361
174,2447.383714,64,242,145,60,62,62,63,63,62,63,62,61,59,21.484375,1.494845361
175,2448.417447,64,241,145,59,61,62,62,63,61,62,62,60,59,19.04296875,1.510416667
176,2449.375781,64,241,146,59,61,62,62,63,61,62,62,61,59,19.04296875,1.536842105
177,2450.232336,64,242,146,59,61,62,62,63,61,63,62,61,59,19.04296875,1.520833333
178,2451.402934,64,242,146,59,62,62,62,63,61,63,62,61,59,19.04296875,1.520833333
179,2452.48941,64,242,146,60,62,62,63,63,62,63,63,61,59,21.484375,1.520833333
180,2453.388896,66,242,146,60,62,62,62,63,62,62,62,61,59,21.484375,1.520833333
181,2454.408336,66,242,147,59,62,63,63,64,62,63,62,61,59,19.04296875,1.547368421
182,2455.412671,66,242,147,59,62,62,62,63,62,63,62,61,59,19.04296875,1.547368421
183,2456.33767,66,241,148,59,62,62,63,64,62,63,63,61,59,19.04296875,1.591397849
184,2457.470833,66,241,147,60,62,63,63,64,62,64,63,61,60,21.484375,1.563829787
185,2458.432019,66,241,148,60,62,63,63,64,62,63,63,61,59,21.484375,1.591397849
186,2459.384865,66,241,148,60,63,63,64,65,63,64,64,62,61,21.484375,1.591397849
187,2460.455244,66,241,149,60,62,63,63,64,62,63,63,62,60,21.484375,1.619565217
188,2461.492381,66,241,149,59,62,62,63,64,62,63,63,61,59,19.04296875,1.619565217
189,2462.446732,66,241,149,59,62,62,63,64,62,63,63,61,59,19.04296875,1.619565217
190,2463.275421,68,241,149,60,62,63,63,64,62,63,63,61,60,21.484375,1.619565217
191,2464.206637,68,242,149,60,62,63,63,64,62,63,63,61,59,21.484375,1.602150538
192,2465.412454,68,241,150,60,62,63,63,64,63,64,63,62,60,21.484375,1.648351648
193,2466.439051,68,241,151,59,62,63,63,64,63,64,63,62,60,19.04296875,1.677777778
194,2467.452241,68,241,151,60,62,63,63,65,62,64,64,62,60,21.484375,1.677777778
195,2468.467222,68,240,151,59,63,63,63,64,63,64,63,62,60,19.04296875,1.696629213
196,2469.457565,68,241,152,59,62,63,63,64,62,64,63,62,60,19.04296875,1.707865169
197,2470.352902,68,241,152,60,63,63,63,64,63,64,63,62,60,21.484375,1.707865169
198,2471.433949,68,241,152,60,63,63,63,64,63,64,63,62,60,21.484375,1.707865169
199,2472.389449,68,241,152,60,63,63,63,64,63,64,64,62,60,21.484375,1.707865169
200,2473.385806,70,240,152,60,62,63,63,64,63,64,64,62,60,21.484375,1.727272727
201,2474.261741,70,241,153,60,62,63,63,65,63,64,63,62,60,21.484375,1.738636364
202,2475.360555,70,241,154,60,62,63,63,65,63,64,63,62,60,21.484375,1.770114943
203,2476.390506,70,240,154,60,62,63,64,65,63,64,64,62,60,21.484375,1.790697674
204,2477.242862,70,240,155,60,63,63,64,65,63,64,64,62,60,21.484375,1.823529412
205,2478.387827,70,240,155,60,63,63,64,65,63,64,64,62,60,21.484375,1.823529412
206,2479.372142,70,240,155,60,63,63,64,65,63,64,64,63,60,21.484375,1.823529412
207,2480.225653,70,240,156,60,64,64,64,65,63,65,64,63,61,21.484375,1.857142857
208,2481.148019,70,240,156,60,63,63,64,65,63,65,64,63,61,21.484375,1.857142857
209,2482.223647,70,240,156,61,64,65,65,66,64,65,65,63,61,23.92578125,1.857142857
210,2483.403511,72,240,156,60,63,64,64,65,63,64,64,62,60,21.484375,1.857142857
211,2484.44339,72,239,157,60,63,64,64,65,64,65,64,63,60,21.484375,1.914634146
212,2485.34021,72,239,157,60,63,64,64,65,63,65,64,63,61,21.484375,1.914634146
213,2486.422681,72,239,157,61,64,64,65,66,64,65,64,63,61,23.92578125,1.914634146
214,2487.413556,72,239,158,60,63,63,64,65,63,65,64,63,61,21.484375,1.950617284
215,2488.43022,72,239,159,60,63,64,64,65,63,64,64,63,61,21.484375,1.9875
216,2489.132913,72,239,159,60,63,64,64,65,63,65,64,63,61,21.484375,1.9875
217,2490.40602,72,239,159,60,63,64,64,65,63,65,64,63,60,21.484375,1.9875
218,2491.618418,72,239,159,61,64,64,65,65,64,65,65,63,61,23.92578125,1.9875
219,2492.306515,72,239,159,60,63,64,64,65,64,65,65,63,61,21.484375,1.9875
220,2493.141542,74,239,162,61,64,64,65,66,64,65,65,63,61,23.92578125,2.103896104
221,2494.152646,74,239,160,61,64,64,65,66,64,66,65,63,61,23.92578125,2.025316456
222,2495.39857,74,239,160,60,64,64,65,66,64,65,64,63,61,21.484375,2.025316456
223,2496.398217,74,239,160,61,64,65,65,66,64,66,65,63,61,23.92578125,2.025316456
224,2497.405527,74,239,161,61,64,65,65,66,64,66,65,64,62,23.92578125,2.064102564
225,2498.478441,74,239,161,60,64,65,65,66,64,65,65,63,61,21.484375,2.064102564
226,2499.444941,74,239,162,61,64,64,64,66,64,65,65,64,61,23.92578125,2.103896104
227,2500.447662,74,239,161,61,64,64,65,66,64,66,65,64,61,23.92578125,2.064102564
228,2501.380701,74,238,162,60,64,64,65,66,64,65,65,64,61,21.484375,2.131578947
229,2502.455048,74,239,162,60,64,64,65,66,64,65,64,63,61,21.484375,2.103896104
230,2503.45897,76,239,162,60,64,64,65,66,64,66,65,63,61,21.484375,2.103896104
231,2504.296225,76,239,162,61,64,65,65,66,65,66,65,64,61,23.92578125,2.103896104
232,2505.467585,76,238,163,61,64,65,65,66,64,66,65,64,61,23.92578125,2.173333333
233,2506.4645,76,238,163,61,64,65,66,67,65,66,65,64,62,23.92578125,2.173333333
234,2507.353151,76,238,163,61,64,65,65,66,65,66,65,64,61,23.92578125,2.173333333
235,2508.421877,76,238,164,61,64,65,66,66,65,66,65,64,61,23.92578125,2.216216216
236,2509.476501,76,239,163,61,65,65,65,66,65,66,66,64,62,23.92578125,2.144736842
237,2510.365661,76,238,164,61,64,65,65,66,64,66,65,64,62,23.92578125,2.216216216
238,2511.447487,76,238,164,61,64,65,65,66,65,66,65,64,62,23.92578125,2.216216216
239,2512.523573,76,238,164,61,65,66,66,67,65,67,66,64,62,23.92578125,2.216216216
240,2513.439246,78,239,165,61,65,65,66,67,65,66,66,65,62,23.92578125,2.22972973
241,2514.331189,78,239,163,61,65,65,66,67,65,67,65,64,62,23.92578125,2.144736842
242,2515.472958,78,238,164,61,65,65,66,67,65,66,66,64,62,23.92578125,2.216216216
243,2516.475528,78,238,164,61,65,65,66,67,65,67,66,65,62,23.92578125,2.216216216
244,2517.38849,78,239,164,61,65,65,66,67,65,67,66,64,62,23.92578125,2.186666667
245,2518.448669,78,238,165,61,65,65,66,67,66,67,66,64,62,23.92578125,2.260273973
246,2519.438068,78,238,165,61,65,65,66,67,65,67,66,64,62,23.92578125,2.260273973
247,2520.408019,78,238,165,62,65,66,66,67,65,67,66,65,62,26.3671875,2.260273973
248,2521.170865,78,238,165,61,65,66,67,68,66,68,67,66,63,23.92578125,2.260273973
249,2522.284381,78,238,166,61,65,66,66,67,65,67,66,64,62,23.92578125,2.305555556
250,2523.455521,80,238,166,61,65,67,67,67,65,67,66,65,62,23.92578125,2.305555556
251,2524.443227,80,238,165,61,65,66,66,67,65,67,66,65,62,23.92578125,2.260273973
252,2525.417275,80,238,165,62,65,66,66,68,65,67,67,65,63,26.3671875,2.260273973
253,2526.179499,80,239,165,62,65,66,66,67,66,67,66,65,62,26.3671875,2.22972973
254,2527.515071,80,238,165,62,66,66,67,68,66,68,67,65,63,26.3671875,2.260273973
255,2528.473713,80,236,166,62,65,66,66,67,66,67,66,65,62,26.3671875,2.371428571
256,2529.365062,80,238,166,61,65,66,67,68,66,67,66,65,62,23.92578125,2.305555556
257,2530.430929,80,238,166,62,66,66,67,68,66,68,67,65,63,26.3671875,2.305555556
258,2531.446431,80,238,166,62,66,66,66,68,66,67,66,65,62,26.3671875,2.305555556
259,2532.402515,80,238,166,63,66,66,67,68,66,67,67,65,63,28.80859375,2.305555556
260,2533.396862,82,238,167,62,66,67,67,68,66,68,67,65,63,26.3671875,2.352112676
261,2534.45789,82,239,165,62,66,66,67,68,67,68,67,65,63,26.3671875,2.22972973
262,2535.448271,82,238,166,62,66,67,67,68,66,68,67,66,63,26.3671875,2.305555556
263,2536.401609,82,238,166,62,66,66,67,68,66,68,67,65,63,26.3671875,2.305555556
264,2537.487392,82,238,167,62,66,67,67,69,67,68,68,66,63,26.3671875,2.352112676
265,2538.549217,82,238,168,62,66,66,67,68,66,68,67,65,63,26.3671875,2.4
266,2539.43025,82,237,168,62,66,67,67,68,66,68,67,65,63,26.3671875,2.434782609
267,2540.514615,82,238,168,62,66,67,67,68,66,68,67,66,63,26.3671875,2.4
268,2541.456517,82,238,168,62,66,67,68,68,67,68,68,66,63,26.3671875,2.4
269,2542.540061,82,238,169,62,66,67,67,69,67,68,67,66,63,26.3671875,2.449275362
270,2543.476826,84,238,169,62,66,66,67,68,66,68,67,66,63,26.3671875,2.449275362
271,2544.494901,84,239,165,62,66,67,67,69,66,68,67,66,63,26.3671875,2.22972973
272,2545.493475,84,238,165,62,66,67,67,69,67,68,67,66,63,26.3671875,2.260273973
273,2546.268255,84,238,166,62,66,67,67,69,67,68,67,66,63,26.3671875,2.305555556
274,2547.466611,84,238,167,62,66,67,68,69,67,68,67,66,63,26.3671875,2.352112676
275,2548.475419,84,238,167,62,67,67,67,69,67,68,67,66,64,26.3671875,2.352112676
276,2549.32407,84,239,168,62,66,67,67,69,67,68,67,66,63,26.3671875,2.366197183
277,2550.455973,84,238,168,63,66,67,67,69,67,68,67,66,64,28.80859375,2.4
278,2551.456286,84,238,169,62,66,67,67,69,67,69,67,66,64,26.3671875,2.449275362
279,2552.385446,84,238,169,63,67,67,68,70,67,69,68,66,64,28.80859375,2.449275362
280,2553.367847,86,238,169,63,66,67,68,69,67,68,68,66,64,28.80859375,2.449275362
281,2554.457526,86,238,167,63,67,67,68,69,67,69,68,66,64,28.80859375,2.352112676
282,2555.474221,86,238,168,63,67,67,68,69,67,69,68,66,64,28.80859375,2.4
283,2556.378847,86,238,169,63,67,67,68,69,67,69,68,66,64,28.80859375,2.449275362
284,2557.509364,86,237,170,64,67,68,68,70,68,69,68,67,64,31.25,2.537313433
285,2558.48578,86,237,171,63,67,67,68,69,67,69,68,67,64,28.80859375,2.590909091
286,2559.42789,86,237,171,63,67,67,68,69,67,69,68,67,64,28.80859375,2.590909091
287,2560.497626,86,238,171,63,67,67,68,69,67,69,68,66,64,28.80859375,2.552238806
288,2561.49504,86,237,172,63,67,68,69,70,68,69,68,67,65,28.80859375,2.646153846
289,2562.409152,86,237,172,63,67,68,68,69,67,69,68,67,64,28.80859375,2.646153846
290,2563.405317,88,237,171,63,67,67,68,69,67,69,68,67,64,28.80859375,2.590909091
291,2564.471395,88,238,170,63,67,67,68,70,67,69,68,67,64,28.80859375,2.5
292,2565.476114,88,237,170,63,67,68,68,70,68,69,68,67,64,28.80859375,2.537313433
293,2566.23114,88,237,171,63,67,68,68,70,68,69,68,67,64,28.80859375,2.590909091
294,2567.467068,88,237,172,63,67,68,69,70,68,70,68,67,65,28.80859375,2.646153846
295,2568.44344,88,237,171,63,67,68,68,70,68,70,68,67,64,28.80859375,2.590909091
296,2569.437851,88,237,172,63,67,68,68,70,68,69,68,67,65,28.80859375,2.646153846
297,2570.496495,88,237,172,63,67,68,69,70,68,69,68,67,64,28.80859375,2.646153846
298,2571.490275,88,237,173,64,67,68,69,70,68,69,69,67,64,31.25,2.703125
299,2572.487332,88,237,172,64,68,69,69,70,68,70,69,68,65,31.25,2.646153846
300,2573.484467,90,237,173,63,68,68,69,70,68,69,69,67,65,28.80859375,2.703125
301,2574.465375,90,238,171,64,68,68,69,70,68,70,69,67,65,31.25,2.552238806
302,2575.439526,90,238,171,64,68,69,69,71,68,70,69,68,65,31.25,2.552238806
303,2576.349047,90,238,171,64,68,68,69,70,68,70,69,67,65,31.25,2.552238806
304,2577.436786,90,237,172,64,68,68,69,70,68,70,69,68,65,31.25,2.646153846
