,Cycle No.,time (ms),Sample 1 (mm),Sample 2 (mm),Sample 3 (mm),Sample 4 (mm),Sample 5 (mm)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,3237.096059,101.0,101.0,97.0,97.0,101.0
2,2.0,3252.037441,98.0,95.0,95.0,97.0,96.0
3,3.0,3266.037741,93.0,94.0,94.0,94.0,96.0
4,4.0,3281.086661,90.0,91.0,91.0,94.0,90.0
5,5.0,3296.029406,91.0,88.0,93.0,85.0,89.0
6,6.0,3311.067356,88.0,87.0,85.0,86.0,88.0
7,7.0,3326.082811,85.0,85.0,87.0,87.0,86.0
8,8.0,3341.039629,86.0,86.0,88.0,85.0,84.0
9,9.0,3356.080553,83.0,81.0,83.0,85.0,85.0
10,10.0,3371.066014,81.0,81.0,85.0,81.0,85.0
11,11.0,3386.076109,80.0,82.0,80.0,81.0,83.0
12,12.0,3401.060405,81.0,78.0,81.0,83.0,81.0
13,13.0,3416.063954,83.0,82.0,84.0,81.0,83.0
14,14.0,3431.052253,81.0,82.0,79.0,79.0,81.0
15,15.0,3445.063016,81.0,78.0,78.0,80.0,81.0
16,16.0,3460.046914,80.0,79.0,80.0,79.0,78.0
17,17.0,3475.086853,79.0,79.0,81.0,80.0,79.0
18,18.0,3490.067113,79.0,80.0,78.0,80.0,80.0
19,19.0,3505.072117,81.0,79.0,77.0,78.0,80.0
20,20.0,3520.043091,80.0,82.0,78.0,79.0,77.0
21,21.0,3535.061563,79.0,78.0,78.0,80.0,79.0
22,22.0,3550.062536,80.0,80.0,78.0,80.0,79.0
23,23.0,3565.071167,79.0,79.0,78.0,76.0,79.0
24,24.0,3580.064982,79.0,78.0,80.0,79.0,78.0
25,25.0,3595.045364,78.0,78.0,79.0,79.0,82.0
26,26.0,10.074344,80.0,79.0,81.0,80.0,81.0
27,27.0,24.032246,80.0,79.0,80.0,78.0,80.0
28,28.0,38.037361,80.0,80.0,78.0,78.0,79.0
29,29.0,53.087873,77.0,80.0,79.0,80.0,80.0
30,30.0,68.049148,81.0,81.0,79.0,80.0,78.0
31,31.0,83.07365,80.0,80.0,80.0,78.0,80.0
32,32.0,98.041114,79.0,78.0,80.0,79.0,80.0
33,33.0,113.03041,79.0,78.0,78.0,80.0,80.0
34,34.0,128.045298,82.0,78.0,76.0,78.0,79.0
35,35.0,143.063778,81.0,78.0,79.0,80.0,80.0
36,36.0,158.048957,77.0,80.0,78.0,78.0,79.0
37,37.0,173.059241,79.0,78.0,78.0,80.0,79.0
38,38.0,188.041756,79.0,75.0,82.0,80.0,79.0
39,39.0,203.033453,79.0,79.0,79.0,78.0,79.0
40,40.0,218.041814,81.0,78.0,78.0,79.0,81.0
41,41.0,233.080539,81.0,78.0,79.0,78.0,76.0
42,42.0,248.066086,81.0,80.0,80.0,79.0,80.0
43,43.0,263.037502,79.0,77.0,78.0,79.0,79.0
44,44.0,278.065583,79.0,78.0,78.0,78.0,76.0
45,45.0,293.04601,78.0,77.0,81.0,77.0,78.0
46,46.0,308.049329,77.0,78.0,77.0,79.0,77.0
47,47.0,322.038398,79.0,78.0,78.0,80.0,75.0
48,48.0,337.079215,78.0,75.0,80.0,77.0,78.0
49,49.0,352.040979,78.0,77.0,78.0,79.0,75.0
50,50.0,367.128785,78.0,79.0,78.0,76.0,79.0
