,0,1
0,0.0,0.0
1,1.0,33.8
2,2.0,31.8
3,3.0,32.2
4,4.0,33.6
5,5.0,32.4
6,6.0,31.6
7,7.0,32.2
8,8.0,32.2
9,9.0,32.6
10,10.0,32.8
11,11.0,31.4
12,12.0,32.0
13,13.0,32.2
14,14.0,33.0
15,15.0,33.0
16,16.0,33.0
17,17.0,31.2
18,18.0,32.4
19,19.0,32.6
20,20.0,32.2
21,21.0,31.8
22,22.0,32.8
23,23.0,31.8
24,24.0,31.8
25,25.0,32.6
26,26.0,32.2
27,27.0,32.6
28,28.0,32.0
29,29.0,32.2
30,30.0,33.0
31,31.0,31.4
32,32.0,32.6
33,33.0,32.4
34,34.0,32.6
35,35.0,32.8
36,36.0,31.6
37,37.0,32.4
38,38.0,32.4
39,39.0,31.6
40,40.0,32.2
41,41.0,32.2
42,42.0,32.0
43,43.0,32.0
44,44.0,32.8
45,45.0,31.6
46,46.0,32.4
47,47.0,32.0
48,48.0,32.0
49,49.0,32.8
50,50.0,32.2
51,51.0,32.2
52,52.0,32.6
53,53.0,32.4
