,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1597.725712,30.0,239.0,164.0,69.0,71.0,71.0,72.0,73.0,71.0,74.0,71.0,70.0,67.0
2,1598.137602,30.0,238.0,165.0,68.0,69.0,69.0,69.0,70.0,69.0,71.0,70.0,69.0,67.0
3,1599.137642,30.0,238.0,167.0,69.0,70.0,70.0,70.0,71.0,69.0,70.0,70.0,69.0,67.0
4,1600.138254,30.0,238.0,167.0,68.0,69.0,69.0,70.0,70.0,68.0,70.0,70.0,69.0,66.0
5,1601.137677,30.0,238.0,167.0,68.0,69.0,69.0,70.0,70.0,68.0,70.0,70.0,69.0,66.0
6,1602.138936,30.0,238.0,167.0,69.0,70.0,70.0,71.0,71.0,69.0,71.0,70.0,69.0,67.0
7,1603.138265,30.0,237.0,168.0,68.0,69.0,69.0,70.0,70.0,68.0,70.0,70.0,68.0,66.0
8,1604.138404,30.0,241.0,168.0,68.0,69.0,69.0,70.0,70.0,68.0,70.0,70.0,69.0,66.0
9,1605.140223,30.0,238.0,168.0,69.0,70.0,70.0,70.0,71.0,69.0,71.0,70.0,69.0,67.0
10,1606.137813,37.0,239.0,168.0,69.0,69.0,69.0,70.0,71.0,69.0,70.0,70.0,69.0,66.0
11,1607.138377,37.0,238.0,169.0,69.0,69.0,70.0,71.0,71.0,69.0,71.0,70.0,69.0,66.0
12,1608.137584,37.0,238.0,169.0,69.0,70.0,70.0,72.0,72.0,70.0,71.0,71.0,69.0,67.0
13,1609.139424,37.0,238.0,170.0,70.0,70.0,71.0,72.0,72.0,70.0,72.0,71.0,70.0,67.0
14,1610.138338,37.0,239.0,170.0,69.0,70.0,70.0,72.0,72.0,70.0,71.0,71.0,69.0,67.0
15,1611.137678,37.0,238.0,171.0,70.0,71.0,71.0,72.0,72.0,70.0,72.0,71.0,70.0,67.0
16,1612.138235,37.0,239.0,171.0,69.0,70.0,70.0,71.0,72.0,70.0,71.0,71.0,70.0,67.0
17,1613.137637,37.0,237.0,171.0,70.0,70.0,70.0,72.0,72.0,70.0,72.0,71.0,70.0,67.0
18,1614.138252,37.0,237.0,171.0,69.0,70.0,70.0,71.0,72.0,70.0,71.0,71.0,69.0,67.0
19,1615.137675,37.0,237.0,170.0,70.0,71.0,71.0,72.0,72.0,70.0,72.0,71.0,70.0,67.0
20,1616.137007,40.0,238.0,170.0,70.0,71.0,70.0,72.0,72.0,70.0,71.0,71.0,69.0,67.0
21,1617.138277,40.0,239.0,169.0,69.0,70.0,70.0,72.0,72.0,70.0,72.0,71.0,69.0,67.0
22,1618.138316,40.0,239.0,168.0,70.0,70.0,71.0,72.0,72.0,70.0,72.0,71.0,69.0,67.0
23,1619.138441,40.0,239.0,168.0,70.0,70.0,70.0,72.0,72.0,71.0,72.0,71.0,70.0,67.0
24,1620.137762,40.0,239.0,169.0,70.0,71.0,71.0,73.0,73.0,71.0,72.0,72.0,70.0,67.0
25,1621.1385,40.0,238.0,169.0,70.0,70.0,70.0,72.0,72.0,70.0,72.0,71.0,70.0,67.0
26,1622.137714,40.0,238.0,168.0,70.0,71.0,71.0,72.0,73.0,71.0,72.0,71.0,70.0,67.0
27,1623.138858,40.0,238.0,168.0,70.0,71.0,71.0,72.0,73.0,71.0,72.0,71.0,70.0,67.0
28,1624.138413,40.0,239.0,168.0,70.0,71.0,71.0,72.0,72.0,71.0,72.0,71.0,70.0,67.0
29,1625.137707,40.0,238.0,169.0,71.0,71.0,71.0,73.0,73.0,71.0,73.0,72.0,70.0,68.0
30,1626.138204,42.0,238.0,169.0,70.0,71.0,70.0,72.0,73.0,71.0,72.0,71.0,70.0,67.0
31,1627.137083,42.0,239.0,167.0,71.0,72.0,72.0,74.0,74.0,72.0,74.0,73.0,71.0,69.0
32,1628.138348,42.0,239.0,167.0,70.0,71.0,71.0,73.0,73.0,71.0,72.0,72.0,70.0,68.0
33,1629.138355,42.0,239.0,167.0,71.0,71.0,71.0,73.0,73.0,71.0,73.0,72.0,70.0,68.0
34,1630.138372,42.0,238.0,167.0,71.0,71.0,72.0,73.0,73.0,71.0,73.0,72.0,71.0,68.0
35,1631.137539,42.0,237.0,167.0,71.0,71.0,71.0,73.0,74.0,71.0,73.0,72.0,71.0,68.0
36,1632.138342,42.0,239.0,167.0,70.0,71.0,71.0,73.0,73.0,71.0,73.0,72.0,70.0,68.0
37,1633.138348,42.0,239.0,167.0,71.0,71.0,71.0,73.0,73.0,71.0,73.0,72.0,70.0,68.0
