,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,367.668294,30.0,249.0,90.0,56.0,57.0,57.0,57.0,56.0,57.0,58.0,56.0,57.0,56.0
2,368.660769,30.0,250.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,56.0
3,369.659993,30.0,249.0,90.0,57.0,58.0,57.0,58.0,57.0,56.0,57.0,56.0,56.0,56.0
4,370.660698,30.0,249.0,91.0,55.0,56.0,57.0,57.0,56.0,56.0,57.0,55.0,56.0,55.0
5,371.660786,30.0,249.0,91.0,56.0,57.0,57.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0
6,372.660162,30.0,249.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,56.0,56.0,56.0
7,373.660783,30.0,249.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,56.0
8,374.660933,30.0,249.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,56.0
9,375.660763,30.0,249.0,91.0,56.0,56.0,57.0,57.0,56.0,56.0,57.0,55.0,56.0,55.0
10,376.66075,37.0,250.0,91.0,56.0,57.0,57.0,57.0,56.0,56.0,57.0,56.0,56.0,56.0
11,377.660807,37.0,249.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,56.0,55.0,56.0,55.0
12,378.660787,37.0,249.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,56.0
13,379.660862,37.0,250.0,91.0,56.0,57.0,57.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0
14,380.660731,37.0,249.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,56.0
15,381.659259,37.0,250.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,56.0
16,382.660833,37.0,249.0,91.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,55.0,56.0,56.0
17,383.660858,37.0,249.0,91.0,56.0,57.0,57.0,57.0,57.0,57.0,58.0,56.0,57.0,56.0
18,384.660233,37.0,249.0,91.0,56.0,56.0,57.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0
19,385.660771,37.0,249.0,91.0,56.0,56.0,57.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0
20,386.659952,40.0,249.0,92.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,56.0,56.0,56.0
21,387.660819,40.0,249.0,92.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,55.0
22,388.660052,40.0,249.0,92.0,56.0,57.0,56.0,57.0,57.0,56.0,57.0,55.0,56.0,56.0
23,389.660777,40.0,249.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,55.0
24,390.660843,40.0,249.0,91.0,56.0,57.0,57.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0
25,391.660787,40.0,249.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,56.0
26,392.660807,40.0,249.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,56.0
27,393.660943,40.0,249.0,91.0,56.0,56.0,57.0,57.0,56.0,56.0,57.0,56.0,57.0,56.0
28,394.660954,40.0,249.0,91.0,56.0,57.0,57.0,57.0,57.0,56.0,57.0,56.0,57.0,56.0
29,395.660785,40.0,249.0,92.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,56.0,56.0,56.0
30,396.66015,42.0,249.0,91.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,55.0,56.0,56.0
31,397.660752,42.0,249.0,91.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,55.0,56.0,55.0
32,398.660001,42.0,249.0,91.0,56.0,56.0,57.0,57.0,57.0,56.0,57.0,56.0,57.0,56.0
33,399.660685,42.0,249.0,91.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0
34,400.660889,42.0,249.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,55.0
35,401.660813,42.0,249.0,92.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,55.0,56.0,55.0
36,402.661047,42.0,249.0,91.0,57.0,58.0,57.0,58.0,58.0,57.0,58.0,56.0,56.0,56.0
37,403.661151,42.0,249.0,91.0,56.0,56.0,57.0,57.0,57.0,56.0,57.0,56.0,57.0,56.0
38,404.662991,42.0,249.0,91.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,55.0,56.0,55.0
39,405.659997,42.0,249.0,91.0,56.0,56.0,57.0,57.0,56.0,56.0,57.0,55.0,56.0,56.0
40,406.660058,45.0,249.0,91.0,57.0,57.0,57.0,58.0,57.0,57.0,58.0,57.0,57.0,57.0
41,407.660759,45.0,249.0,92.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,55.0,56.0,55.0
42,408.66075,45.0,249.0,92.0,56.0,57.0,57.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0
43,409.661108,45.0,250.0,91.0,57.0,57.0,57.0,58.0,57.0,57.0,58.0,56.0,57.0,56.0
44,410.660748,45.0,250.0,91.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,56.0,56.0,56.0
45,411.660822,45.0,249.0,91.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,56.0,56.0,56.0
46,412.66076,45.0,249.0,92.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,56.0,56.0,56.0
47,413.66099,45.0,250.0,92.0,56.0,57.0,57.0,57.0,57.0,57.0,58.0,56.0,57.0,56.0
48,414.660749,45.0,249.0,92.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,56.0,56.0,56.0
49,415.659996,45.0,249.0,91.0,56.0,56.0,57.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0
50,416.661229,47.0,249.0,91.0,56.0,57.0,57.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0
51,417.660809,47.0,249.0,91.0,56.0,57.0,56.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0
52,418.661312,47.0,249.0,91.0,57.0,57.0,57.0,57.0,57.0,57.0,58.0,57.0,57.0,56.0
53,419.661579,47.0,249.0,91.0,56.0,57.0,57.0,58.0,58.0,57.0,58.0,57.0,57.0,56.0
54,420.66149,47.0,249.0,91.0,56.0,57.0,57.0,57.0,57.0,56.0,58.0,56.0,57.0,57.0
55,421.660828,47.0,249.0,91.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,56.0,57.0,56.0
56,422.66171,47.0,249.0,91.0,56.0,57.0,57.0,58.0,57.0,57.0,57.0,57.0,57.0,56.0
57,423.661062,47.0,249.0,91.0,56.0,57.0,57.0,58.0,57.0,57.0,58.0,57.0,57.0,56.0
58,424.661605,47.0,249.0,91.0,57.0,57.0,58.0,58.0,58.0,57.0,58.0,57.0,57.0,56.0
59,425.66146,47.0,249.0,91.0,57.0,57.0,57.0,57.0,58.0,57.0,58.0,57.0,57.0,56.0
60,426.6611,50.0,249.0,91.0,57.0,58.0,57.0,58.0,57.0,57.0,58.0,58.0,57.0,56.0
61,427.661824,50.0,250.0,90.0,56.0,57.0,57.0,58.0,58.0,57.0,58.0,57.0,57.0,56.0
62,428.66151,50.0,249.0,90.0,57.0,57.0,57.0,58.0,58.0,57.0,58.0,57.0,57.0,56.0
63,429.661228,50.0,249.0,90.0,56.0,57.0,57.0,58.0,58.0,57.0,58.0,57.0,57.0,57.0
64,430.66165,50.0,250.0,90.0,56.0,58.0,58.0,58.0,59.0,58.0,58.0,57.0,57.0,56.0
65,431.660756,50.0,249.0,90.0,56.0,57.0,58.0,58.0,59.0,57.0,58.0,58.0,57.0,57.0
66,432.661404,50.0,249.0,90.0,56.0,57.0,57.0,58.0,58.0,58.0,58.0,57.0,57.0,56.0
67,433.66181,50.0,250.0,90.0,57.0,58.0,58.0,58.0,58.0,57.0,58.0,57.0,57.0,57.0
68,434.660895,50.0,249.0,91.0,57.0,57.0,57.0,58.0,59.0,57.0,58.0,57.0,57.0,56.0
69,435.66143,50.0,249.0,90.0,57.0,57.0,57.0,59.0,58.0,57.0,58.0,57.0,57.0,56.0
70,436.661575,52.0,249.0,90.0,57.0,58.0,58.0,59.0,59.0,57.0,59.0,58.0,57.0,57.0
71,437.661922,52.0,250.0,89.0,58.0,58.0,58.0,59.0,59.0,58.0,59.0,58.0,57.0,57.0
72,438.661135,52.0,249.0,88.0,56.0,57.0,57.0,58.0,59.0,57.0,59.0,58.0,57.0,57.0
73,439.661618,52.0,250.0,88.0,57.0,58.0,58.0,59.0,59.0,58.0,59.0,58.0,58.0,57.0
74,440.661173,52.0,249.0,88.0,57.0,58.0,58.0,59.0,59.0,58.0,59.0,58.0,58.0,57.0
75,441.661121,52.0,249.0,88.0,57.0,58.0,58.0,59.0,60.0,58.0,59.0,58.0,58.0,57.0
76,442.661839,52.0,249.0,89.0,57.0,59.0,58.0,59.0,59.0,58.0,59.0,58.0,58.0,57.0
77,443.661146,52.0,249.0,89.0,57.0,58.0,58.0,59.0,59.0,58.0,59.0,58.0,58.0,57.0
78,444.660185,52.0,249.0,88.0,59.0,60.0,60.0,60.0,61.0,59.0,60.0,59.0,60.0,58.0
79,445.66111,52.0,249.0,90.0,57.0,57.0,58.0,59.0,59.0,58.0,59.0,58.0,58.0,57.0
80,446.661071,55.0,249.0,91.0,57.0,58.0,58.0,59.0,59.0,58.0,59.0,58.0,57.0,56.0
81,447.661317,55.0,250.0,87.0,57.0,58.0,58.0,59.0,60.0,59.0,59.0,58.0,58.0,57.0
82,448.661301,55.0,250.0,86.0,57.0,58.0,58.0,59.0,60.0,59.0,60.0,58.0,58.0,57.0
83,449.661392,55.0,250.0,86.0,58.0,58.0,58.0,59.0,60.0,59.0,60.0,59.0,58.0,57.0
84,450.661116,55.0,249.0,86.0,57.0,58.0,59.0,59.0,61.0,59.0,60.0,60.0,58.0,58.0
85,451.661831,55.0,249.0,86.0,57.0,58.0,59.0,60.0,60.0,59.0,60.0,59.0,58.0,57.0
86,452.661218,55.0,250.0,86.0,57.0,59.0,58.0,59.0,60.0,59.0,60.0,59.0,58.0,57.0
87,453.660957,55.0,249.0,86.0,57.0,58.0,59.0,59.0,60.0,59.0,59.0,59.0,58.0,57.0
88,454.671083,55.0,250.0,86.0,57.0,59.0,59.0,59.0,60.0,59.0,60.0,59.0,58.0,57.0
89,455.661241,55.0,250.0,86.0,57.0,58.0,58.0,59.0,60.0,59.0,60.0,59.0,58.0,57.0
90,456.661039,57.0,250.0,86.0,57.0,59.0,58.0,59.0,60.0,59.0,59.0,59.0,58.0,57.0
91,457.6617,57.0,250.0,84.0,57.0,58.0,59.0,60.0,61.0,59.0,60.0,59.0,58.0,58.0
92,458.661434,57.0,250.0,85.0,58.0,59.0,60.0,61.0,61.0,60.0,61.0,60.0,59.0,58.0
93,459.66137,57.0,250.0,85.0,57.0,59.0,59.0,59.0,60.0,59.0,60.0,60.0,58.0,57.0
94,460.66114,57.0,250.0,85.0,57.0,59.0,59.0,59.0,60.0,59.0,60.0,60.0,58.0,58.0
95,461.661599,57.0,249.0,85.0,58.0,59.0,59.0,60.0,61.0,59.0,60.0,59.0,58.0,57.0
96,462.661264,57.0,250.0,85.0,58.0,60.0,59.0,60.0,61.0,59.0,61.0,60.0,59.0,58.0
97,463.660747,57.0,250.0,85.0,57.0,59.0,59.0,60.0,61.0,59.0,60.0,59.0,58.0,57.0
98,464.660731,57.0,250.0,86.0,57.0,58.0,58.0,59.0,60.0,59.0,60.0,59.0,58.0,56.0
99,465.66108,57.0,250.0,86.0,58.0,59.0,59.0,60.0,61.0,60.0,61.0,60.0,59.0,58.0
100,466.660087,60.0,249.0,86.0,57.0,59.0,59.0,59.0,60.0,59.0,60.0,59.0,58.0,57.0
101,467.660052,60.0,249.0,83.0,58.0,60.0,59.0,61.0,62.0,60.0,61.0,60.0,59.0,58.0
102,468.660737,60.0,250.0,83.0,57.0,59.0,59.0,60.0,61.0,59.0,60.0,59.0,59.0,57.0
103,469.660874,60.0,250.0,84.0,58.0,59.0,59.0,60.0,61.0,60.0,61.0,60.0,58.0,57.0
104,470.66139,60.0,250.0,85.0,57.0,59.0,59.0,60.0,61.0,59.0,61.0,60.0,59.0,57.0
105,471.66074,60.0,249.0,87.0,57.0,59.0,59.0,60.0,61.0,59.0,61.0,59.0,58.0,57.0
106,472.660752,60.0,249.0,87.0,57.0,59.0,59.0,60.0,61.0,60.0,61.0,59.0,58.0,57.0
107,473.660773,60.0,249.0,88.0,57.0,59.0,59.0,60.0,61.0,59.0,61.0,60.0,58.0,57.0
108,474.660718,60.0,249.0,89.0,57.0,59.0,59.0,60.0,61.0,60.0,61.0,60.0,58.0,57.0
109,475.661586,60.0,248.0,90.0,58.0,60.0,60.0,60.0,61.0,60.0,61.0,60.0,59.0,58.0
