,0,1,7,
996,3430.878973,66,62,61
997,3431.7553,66,62,61
998,3432.849534,68,62,61
999,3433.832106,68,61,60
1000,3434.871853,68,62,61
1001,3435.948835,68,62,61
1002,3437.744613,68,62,61
1003,3438.855247,68,62,61
1004,3439.897055,68,62,61
1005,3440.886951,68,62,61
1006,3441.875533,68,63,62
1007,3443.084494,68,62,61
1008,3444.858689,70,62,61
1009,3445.835332,70,63,62
1010,3446.759816,70,62,61
1011,3447.751559,70,62,61
1012,3448.744377,70,62,61
1013,3449.916723,70,63,62
1014,3450.770445,70,63,62
1015,3451.806987,70,63,62
1016,3452.844942,70,62,61
1017,3453.862399,70,62,61
1018,3454.882279,72,63,62
1019,3455.894776,72,62,61
1020,3456.766175,72,63,62
1021,3457.996517,72,63,62
1022,3459.953489,72,63,62
1023,3461.882814,72,63,62
1024,3462.811246,72,64,63
1025,3463.822261,72,63,62
1026,3464.742788,72,63,62
1027,3465.846418,72,64,63
1028,3466.898512,74,63,62
1029,3467.862978,74,63,62
1030,3468.773668,74,63,62
1031,3469.839825,74,63,62
1032,3470.833694,74,64,63
1033,3471.945748,74,64,63
1034,3473.856296,74,63,62
1035,3474.867613,74,64,63
1036,3475.758033,74,64,63
1037,3476.805239,74,64,63
1038,3477.867185,76,63,62
1039,3478.875663,76,64,63
1040,3479.850571,76,64,63
1041,3480.838092,76,65,64
1042,3481.861246,76,64,63
1043,3482.897574,76,64,63
1044,3483.895194,76,64,63
1045,3484.867002,76,64,63
1046,3485.889981,76,64,63
1047,3486.844077,76,64,63
1048,3488.007354,78,64,63
1049,3489.90453,78,65,64
1050,3490.855096,78,64,63
1051,3491.933758,78,65,64
1052,3493.821001,78,64,63
1053,3494.770762,78,65,64
1054,3495.7911,78,64,63
1055,3496.840479,78,65,64
1056,3497.812778,78,65,64
1057,3498.860503,78,65,64
1058,3499.830318,80,64,63
1059,3500.816904,80,65,64
1060,3501.81704,80,65,64
1061,3502.944749,80,66,65
1062,3504.854975,80,66,65
1063,3505.866968,80,65,64
1064,3506.875545,80,65,64
1065,3507.821259,80,65,64
1066,3508.709739,80,64,63
1067,3509.713243,80,65,64
1068,3510.753462,82,65,64
1069,3511.749672,82,66,65
1070,3512.92719,82,66,65
1071,3514.842095,82,66,65
1072,3515.832603,82,66,65
1073,3516.955402,82,66,65
1074,3518.996926,82,66,65
1075,3520.771223,82,66,65
1076,3521.832873,82,65,64
1077,3522.779497,82,66,65
1078,3523.859847,84,66,65
1079,3524.909037,84,66,65
1080,3525.861311,84,66,65
1081,3526.925802,84,67,66
1082,3528.784376,84,66,65
1083,3529.897625,84,67,66
1084,3530.907247,84,67,66
1085,3531.811694,84,67,66
1086,3533.116247,84,66,65
1087,3534.815419,84,67,66
1088,3535.956451,86,67,66
1089,3537.785334,86,67,66
1090,3538.795508,86,67,66
1091,3539.79759,86,67,66
1092,3540.939684,86,67,66
1093,3542.739527,86,67,66
1094,3543.888947,86,67,66
1095,3544.914248,86,67,66
1096,3545.914758,86,67,66
1097,3546.780649,86,67,66
1098,3547.907091,88,66,65
1099,3548.819585,88,67,66
1100,3549.78102,88,66,65
1101,3550.944967,88,67,66
1102,3552.813731,88,68,67
1103,3553.754716,88,68,67
1104,3554.899611,88,67,66
1105,3555.913439,88,68,67
1106,3556.813057,88,67,66
1107,3557.778122,88,68,67
1108,3558.757221,90,67,66
1109,3559.785042,90,68,67
1110,3560.79218,90,68,67
1111,3561.770029,90,70,69
1112,3562.876785,90,67,66
1113,3563.816025,90,68,67
1114,3564.825226,90,68,67
1115,3565.717102,90,68,67
1116,3566.739087,90,67,66
1117,3567.856402,90,68,67
1118,3568.868839,92,68,67
1119,3569.795756,92,67,66
1120,3570.741896,92,68,67
1121,3571.641128,92,68,67
1122,3572.638268,92,68,67
1123,3573.664278,92,69,68
1124,3574.763961,92,68,67
1125,3575.776471,92,69,68
1126,3576.789197,92,69,68
1127,3577.904908,92,69,68
1128,3578.8541,94,68,67
1129,3579.869362,94,68,67
1130,3580.88926,94,69,68
1131,3581.753706,94,70,69
1132,3582.979204,94,70,69
1133,3584.74234,94,69,68
1134,3585.78446,94,69,68
1135,3586.798178,94,69,68
1136,3587.831023,94,69,68
1137,3588.760843,94,69,68
1138,3589.87334,96,69,68
1139,3590.853968,96,69,68
1140,3591.824909,96,70,69
1141,3592.857338,96,69,68
1142,3593.752945,96,70,69
1143,3594.796523,96,70,69
1144,3595.855434,96,70,69
1145,3596.779874,96,69,68
1146,3597.722869,96,70,69
1147,3598.802873,96,69,68
1148,3599.759651,98,70,69
1149,0.698184,98,70,69
1150,1.733678,98,70,69
1151,2.799501,98,71,70
1152,3.786789,98,70,69
1153,4.781037,98,70,69
1154,5.838186,98,70,69
1155,6.825595,98,71,70
1156,8.159111,98,71,70
1157,9.923814,98,71,70
1158,11.952445,100,71,70
1159,13.851876,100,70,69
1160,14.766101,100,70,69
1161,15.803534,100,70,69
1162,16.90239,100,70,69
1163,17.777114,100,70,69
1164,18.793405,100,71,70
1165,19.808843,100,71,70
1166,20.88611,100,71,70
1167,21.872929,100,70,69
1168,22.845937,102,71,70
1169,23.707936,102,70,69
1170,24.684479,102,71,70
1171,25.652355,102,70,69
1172,26.652708,102,70,69
1173,27.686461,102,70,69
1174,28.670334,102,71,70
1175,29.662843,102,71,70
1176,30.659781,102,71,70
1177,31.670152,102,70,69
1178,32.671344,104,71,70
1179,33.734331,104,71,70
1180,34.676997,104,71,70
1181,35.683644,104,71,70
1182,36.620108,104,71,70
1183,37.840762,104,71,70
1184,38.67549,104,71,70
1185,39.599682,104,72,71
1186,40.693281,104,71,70
1187,41.685143,104,71,70
1188,42.66835,106,71,70
1189,43.665908,106,71,70
1190,44.660345,106,71,70
1191,45.659902,106,71,70
1192,46.626104,106,72,71
1193,47.681914,106,73,72
1194,48.825828,106,72,71
1195,49.626643,106,72,71
1196,50.758526,106,72,71
1197,51.818131,106,72,71
1198,52.82832,108,72,71
1199,53.790066,108,72,71
1200,54.789261,108,72,71
1201,55.717324,108,72,71
1202,56.622845,108,72,71
1203,57.71517,108,72,71
1204,58.755675,108,73,72
1205,59.691467,108,73,72
1206,60.736712,108,72,71
1207,61.747695,108,72,71
1208,62.769544,110,72,71
1209,63.650682,110,72,71
1210,64.725483,110,72,71
1211,65.803341,110,72,71
1212,66.694315,110,73,72
1213,67.956192,110,73,72
1214,69.803473,110,73,72
1215,70.834766,110,73,72
1216,71.737636,110,73,72
1217,72.741596,110,73,72
1218,73.676781,108,74,73
1219,74.801215,108,73,72
1220,75.674783,108,72,71
1221,76.656709,108,73,72
1222,77.603097,108,72,71
1223,78.671232,108,73,72
1224,79.644326,108,73,72
1225,80.670331,108,73,72
1226,81.667009,108,73,72
1227,82.792093,106,73,72
1228,83.5725,106,72,71
1229,84.642518,106,73,72
1230,85.645266,106,73,72
1231,86.608943,106,73,72
1232,87.639934,106,73,72
1233,88.683992,106,72,71
1234,89.595808,106,72,71
1235,90.691256,106,73,72
1236,91.645139,106,73,72
1237,92.632985,104,72,71
1238,93.661312,104,73,72
1239,94.728765,104,72,71
1240,95.683787,104,73,72
1241,96.757078,104,73,72
1242,97.85167,104,72,71
1243,98.693192,104,72,71
1244,99.657988,104,72,71
1245,100.626516,104,72,71
1246,101.670942,104,72,71
1247,102.702284,102,71,70
1248,103.660201,102,72,71
1249,104.598629,102,72,71
1250,105.637478,102,72,71
1251,106.643938,102,72,71
1252,107.592025,102,73,72
1253,108.697517,102,72,71
1254,109.686635,102,72,71
1255,110.657717,102,72,71
1256,111.689073,102,72,71
1257,112.888032,100,72,71
1258,113.724668,100,72,71
1259,114.680005,100,72,71
1260,115.74052,100,72,71
1261,116.76821,100,72,71
1262,117.562037,100,72,71
1263,118.803647,100,72,71
1264,119.716455,100,71,70
1265,120.65211,100,71,70
1266,121.628026,100,72,71
1267,122.752063,98,72,71
1268,123.767763,98,72,71
1269,124.629032,98,71,70
1270,125.686654,98,71,70
1271,126.702106,98,71,70
1272,127.772753,98,71,70
1273,128.697248,98,71,70
1274,129.645843,98,71,70
1275,130.668347,98,72,71
1276,131.643653,98,71,70
1277,132.704906,96,71,70
1278,133.656683,96,71,70
1279,134.591056,96,71,70
1280,135.696685,96,70,69
1281,136.656704,96,71,70
1282,137.672316,96,71,70
1283,138.69592,96,70,69
1284,139.717317,96,71,70
1285,140.693524,96,71,70
1286,141.683305,96,71,70
1287,142.760253,94,71,70
1288,143.72848,94,70,69
1289,144.690742,94,70,69
1290,145.701064,94,70,69
1291,146.584908,94,70,69
1292,147.710711,94,71,70
1293,148.690082,94,70,69
1294,149.679,94,71,70
1295,150.756773,94,70,69
1296,151.702895,94,70,69
1297,152.646539,92,70,69
1298,153.554631,92,70,69
1299,154.641554,92,69,68
1300,155.707979,92,70,69
1301,156.570682,92,70,69
1302,157.803985,92,71,70
1303,158.702889,92,70,69
1304,159.650684,92,70,69
1305,160.630737,92,70,69
1306,161.719633,92,70,69
1307,162.707461,90,70,69
1308,163.58048,90,69,68
1309,164.660651,90,69,68
1310,165.662907,90,70,69
1311,166.665712,90,69,68
1312,167.650034,90,69,68
1313,168.657261,90,69,68
1314,169.619343,90,69,68
1315,170.646097,90,69,68
1316,171.63561,90,69,68
1317,172.765421,88,69,68
1318,173.593234,88,69,68
1319,174.636899,88,68,67
1320,175.680637,88,68,67
1321,176.573694,88,68,67
1322,177.691578,88,68,67
1323,178.691643,88,69,68
1324,179.686834,88,69,68
1325,180.702726,88,68,67
1326,181.697322,88,68,67
1327,182.67565,86,68,67
1328,183.691031,86,68,67
1329,184.712191,86,69,68
1330,185.713968,86,68,67
1331,186.691215,86,69,68
1332,187.862692,86,68,67
1333,188.715418,86,68,67
1334,189.639237,86,68,67
1335,190.648021,86,68,67
1336,191.635,86,68,67
1337,192.637541,84,68,67
1338,193.656238,84,67,66
1339,194.649245,84,68,67
1340,195.646077,84,67,66
1341,196.575899,84,67,66
1342,197.631682,84,67,66
1343,198.632756,84,67,66
1344,199.689227,84,68,67
1345,200.660319,84,68,67
1346,201.644743,84,67,66
1347,202.826505,82,68,67
1348,203.670788,82,67,66
1349,204.570356,82,67,66
1350,205.642683,82,67,66
1351,206.648468,82,67,66
1352,207.645219,82,67,66
1353,208.633856,82,67,66
1354,209.650479,82,67,66
1355,210.640342,82,66,65
1356,211.563807,82,66,65
1357,212.675803,80,67,66
1358,213.673778,80,66,65
1359,214.610875,80,66,65
1360,215.647204,80,66,65
1361,216.713706,80,66,65
1362,217.771296,80,66,65
1363,218.61402,80,66,65
1364,219.653239,80,67,66
1365,220.67254,80,66,65
1366,221.583437,80,66,65
1367,222.658279,78,66,65
1368,223.693295,78,66,65
1369,224.649536,78,66,65
1370,225.681808,78,66,65
1371,226.666242,78,66,65
1372,227.677235,78,66,65
1373,228.615532,78,66,65
1374,229.686446,78,66,65
1375,230.691488,78,66,65
1376,231.692457,78,66,65
1377,232.815737,76,65,64
1378,233.65474,76,65,64
1379,234.640779,76,65,64
1380,235.575746,76,65,64
1381,236.666516,76,66,65
1382,237.677239,76,65,64
1383,238.571864,76,65,64
1384,239.655852,76,65,64
1385,240.663181,76,65,64
1386,241.671468,76,65,64
1387,242.699972,74,65,64
1388,243.703956,74,65,64
1389,244.656775,74,65,64
1390,245.660924,74,65,64
1391,246.66676,74,65,64
1392,247.844249,74,65,64
1393,248.63515,74,64,63
1394,249.67034,74,65,64
1395,250.66769,74,65,64
1396,251.65956,74,64,63
1397,252.651325,72,64,63
1398,253.695178,72,64,63
1399,254.77852,72,64,63
1400,255.737314,72,64,63
1401,256.691885,72,64,63
1402,257.643229,72,64,63
1403,258.602189,72,64,63
1404,259.669826,72,64,63
1405,260.74117,72,64,63
1406,261.66808,72,64,63
1407,262.810848,70,64,63
1408,263.665609,70,64,63
1409,264.672971,70,63,62
1410,265.63952,70,64,63
1411,266.675102,70,64,63
1412,267.670803,70,63,62
1413,268.667969,70,63,62
1414,269.710779,70,63,62
1415,270.647724,70,63,62
1416,271.672284,70,63,62
1417,272.665793,68,63,62
1418,273.597423,68,63,62
1419,274.683403,68,63,62
1420,275.68054,68,63,62
1421,276.610696,68,63,62
1422,277.807487,68,63,62
1423,278.698047,68,63,62
1424,279.666287,68,63,62
1425,280.634938,68,63,62
1426,281.662847,68,63,62
1427,282.66575,66,63,62
1428,283.574979,66,62,61
1429,284.657777,66,62,61
1430,285.658282,66,62,61
1431,286.611002,66,62,61
1432,287.671001,66,62,61
1433,288.674632,66,62,61
1434,289.698033,66,63,62
1435,290.618461,66,63,62
1436,291.707903,66,62,61
1437,292.852739,64,62,61
1438,293.673284,64,62,61
1439,294.765914,64,62,61
1440,295.67619,64,62,61
1441,296.674351,64,61,60
1442,297.727073,64,62,61
1443,298.697784,64,62,61
1444,299.76289,64,62,61
1445,300.667629,64,61,60
1446,301.750958,64,62,61
1447,302.73532,62,61,60
1448,303.713009,62,63,62
1449,304.673613,62,61,60
1450,305.721933,62,61,60
1451,306.669758,62,61,60
1452,307.726112,62,61,60
1453,308.683652,62,61,60
1454,309.703697,62,61,60
1455,310.624528,62,61,60
1456,311.697737,62,61,60
1457,312.713888,60,61,60
1458,313.662906,60,61,60
1459,314.643636,60,61,60
1460,315.723984,60,61,60
1461,316.680536,60,61,60
1462,317.564625,60,60,59
1463,318.671034,60,60,59
1464,319.672572,60,61,60
1465,320.660858,60,61,60
1466,321.754184,60,61,60
1467,322.835348,58,60,59
1468,323.698249,58,60,59
1469,324.669609,58,60,59
1470,325.684073,58,60,59
1471,326.688248,58,60,59
1472,327.629085,58,60,59
1473,328.706234,58,60,59
1474,329.693728,58,60,59
1475,330.678524,58,60,59
1476,331.667982,58,60,59
1477,332.652681,56,60,59
1478,333.694516,56,59,58
1479,334.602599,56,59,58
1480,335.669972,56,60,59
1481,336.699786,56,59,58
1482,337.75482,56,59,58
1483,338.717464,56,59,58
1484,339.680464,56,59,58
1485,340.697142,56,59,58
1486,341.719347,56,60,59
1487,342.688381,54,59,58
1488,343.667221,54,59,58
1489,344.61362,54,59,58
1490,345.659394,54,59,58
1491,346.660471,54,59,58
1492,347.584958,54,59,58
1493,348.713727,54,59,58
1494,349.747424,54,59,58
1495,350.70981,54,60,59
1496,351.679655,54,59,58
1497,352.845346,52,59,58
1498,353.682554,52,58,57
1499,354.631829,52,58,57
1500,355.675413,52,58,57
1501,356.688436,52,58,57
1502,357.628715,52,58,57
1503,358.658392,52,58,57
1504,359.670873,52,58,57
1505,360.66748,52,58,57
1506,361.638833,52,59,58
1507,362.669094,50,58,57
1508,363.681828,50,58,57
1509,364.626324,50,57,56
1510,365.678252,50,58,57
1511,366.730443,50,58,57
1512,367.789107,50,57,56
1513,368.761574,50,57,56
1514,369.765137,50,58,57
1515,370.717307,50,57,56
1516,371.641823,50,58,57
1517,372.698069,48,58,57
1518,373.705921,48,57,56
1519,374.644972,48,57,56
1520,375.71112,48,57,56
1521,376.721534,48,57,56
1522,377.69546,48,58,57
1523,378.749126,48,57,56
1524,379.738017,48,57,56
1525,380.76412,48,57,56
1526,381.740405,48,58,57
1527,382.839724,46,57,56
1528,383.779731,46,57,56
1529,384.707178,46,57,56
1530,385.778701,46,57,56
1531,386.735929,46,57,56
1532,387.732576,46,57,56
1533,388.700172,46,56,55
1534,389.712766,46,57,56
1535,390.676412,46,57,56
1536,391.694179,46,56,55
1537,392.680154,44,57,56
1538,393.614462,44,56,55
1539,394.695607,44,56,55
1540,395.687444,44,56,55
1541,396.699693,44,56,55
1542,397.808649,44,56,55
1543,398.774793,44,56,55
1544,399.799098,44,56,55
1545,400.701391,44,56,55
1546,401.70536,44,56,55
1547,402.717701,42,56,55
1548,403.688707,42,57,56
1549,404.74377,42,56,55
1550,405.692091,42,56,55
1551,406.717079,42,57,56
1552,407.635221,42,57,56
1553,408.729135,42,56,55
1554,409.690719,42,57,56
1555,410.614378,42,57,56
1556,411.691154,42,57,56
1557,412.823214,40,57,56
1558,413.711106,40,56,55
1559,414.712518,40,56,55
1560,415.693786,40,57,56
1561,416.71084,40,56,55
1562,417.615926,40,57,56
1563,418.767631,40,57,56
1564,419.892946,40,57,56
1565,420.768233,40,57,56
1566,421.764182,40,56,55
1567,422.750459,38,56,55
1568,423.737253,38,57,56
1569,424.629831,38,57,56
1570,425.693937,38,56,55
1571,426.696713,38,56,55
1572,427.806265,38,56,55
1573,428.747701,38,56,55
1574,429.726445,38,57,56
1575,430.783269,38,57,56
1576,431.705752,38,57,56
1577,432.770027,36,56,55
1578,433.705356,36,57,56
1579,434.622568,36,56,55
1580,435.764578,36,56,55
1581,436.724755,36,56,55
1582,437.679305,36,57,56
1583,438.715264,36,57,56
1584,439.717527,36,57,56
1585,440.68117,36,56,55
1586,441.61889,36,56,55
1587,442.803412,34,56,55
1588,443.742696,34,57,56
1589,444.682826,34,56,55
1590,445.746761,34,56,55
1591,446.721345,34,57,56
1592,447.700894,34,57,56
1593,448.584383,34,56,55
1594,449.690056,34,56,55
1595,450.684775,34,56,55
1596,451.618016,34,56,55
1597,452.743223,32,56,55
1598,453.685429,32,56,55
1599,454.771371,32,57,56
1600,455.729999,32,57,56
1601,456.730604,32,57,56
1602,457.864731,32,56,55
1603,458.773542,32,56,55
1604,459.773155,32,56,55
1605,460.711822,32,56,55
1606,461.613443,32,56,55
1607,462.740522,30,56,55
1608,463.686634,30,56,55
1609,464.628441,30,57,56
1610,465.693336,30,56,55
1611,466.701297,30,56,55
1612,467.692742,30,56,55
1613,468.693805,30,57,56
1614,469.746326,30,56,55
1615,470.752793,30,56,55
1616,471.663596,30,57,56
1617,474.861718,30,56,55
1618,475.708723,30,56,55
1619,476.738995,30,56,55
1620,477.722051,30,56,55
1621,478.755612,30,56,55
1622,479.700016,30,56,55
1623,480.694083,30,57,56
1624,481.633919,30,57,56
1625,482.743371,30,57,56
1626,483.712167,32,57,56
1627,484.635183,32,56,55
1628,485.743732,32,56,55
1629,486.697026,32,56,55
1630,487.836032,32,58,57
1631,488.745502,32,56,55
1632,489.701977,32,56,55
1633,490.708822,32,56,55
1634,491.640732,32,56,55
1635,492.738778,32,56,55
1636,493.726511,34,57,56
1637,494.779181,34,57,56
1638,495.729334,34,57,56
1639,496.745304,34,56,55
1640,497.698102,34,56,55
1641,498.730672,34,57,56
1642,499.687313,34,56,55
1643,500.661059,34,57,56
1644,501.680844,34,56,55
1645,502.790478,34,56,55
1646,503.776768,36,56,55
1647,504.709035,36,56,55
1648,505.75911,36,56,55
1649,506.780982,36,56,55
1650,507.75134,36,57,56
1651,508.747654,36,56,55
1652,509.695652,36,57,56
1653,510.703418,36,57,56
1654,511.734044,36,56,55
1655,513.046073,36,56,55
1656,514.751579,38,56,55
1657,515.690507,38,56,55
1658,516.607746,38,57,56
1659,517.785256,38,57,56
1660,518.686698,38,56,55
1661,519.694144,38,56,55
1662,520.64768,38,57,56
1663,521.680605,38,56,55
1664,522.705883,38,56,55
1665,523.698468,38,57,56
1666,524.723554,40,56,55
1667,525.701484,40,56,55
1668,526.711819,40,57,56
1669,527.729498,40,56,55
1670,528.710697,40,56,55
1671,529.709544,40,57,56
1672,530.669354,40,57,56
1673,531.703912,40,57,56
1674,532.853396,40,56,55
1675,533.764331,40,56,55
1676,534.794158,42,57,56
1677,535.756641,42,56,55
1678,536.763369,42,57,56
1679,537.674591,42,57,56
1680,538.750633,42,56,55
1681,539.745671,42,57,56
1682,540.638192,42,56,55
1683,541.7122,42,57,56
1684,542.721562,42,56,55
1685,543.712922,42,56,55
1686,544.710266,44,56,55
1687,545.739998,44,57,56
1688,546.747906,44,57,56
1689,547.779814,44,56,55
1690,548.722016,44,56,55
1691,549.706669,44,56,55
1692,550.767312,44,57,56
1693,551.718028,44,56,55
1694,552.681123,44,57,56
1695,553.755999,44,57,56
1696,554.725455,46,56,55
1697,555.752671,46,56,55
1698,556.756132,46,56,55
1699,557.706567,46,57,56
1700,558.736024,46,57,56
1701,559.771031,46,56,55
1702,560.766208,46,56,55
1703,561.687068,46,56,55
1704,562.813551,46,56,55
1705,563.761469,46,57,56
1706,564.647994,48,56,55
1707,565.703536,48,57,56
1708,566.712758,48,56,55
1709,567.610273,48,56,55
1710,568.690469,48,56,55
1711,569.721492,48,56,55
1712,570.707186,48,57,56
1713,571.745766,48,57,56
1714,572.690146,48,56,55
1715,573.674024,48,57,56
1716,574.65147,50,56,55
1717,575.705571,50,57,56
1718,576.752766,50,57,56
1719,577.786051,50,57,56
1720,578.748217,50,57,56
1721,579.723911,50,57,56
1722,580.740087,50,57,56
1723,581.6062,50,57,56
1724,582.691612,50,57,56
1725,583.70617,50,57,56
1726,584.633966,52,57,56
1727,585.723982,52,57,56
1728,586.707911,52,57,56
1729,587.720144,52,57,56
1730,588.671083,52,57,56
1731,589.700836,52,57,56
1732,590.726245,52,58,57
1733,591.624704,52,57,56
1734,592.814773,52,57,56
1735,593.713882,52,58,57
1736,594.655139,54,57,56
1737,595.709269,54,57,56
1738,596.722006,54,57,56
1739,597.661207,54,58,57
1740,598.695175,54,58,57
1741,599.703714,54,58,57
1742,600.718241,54,58,57
1743,601.676297,54,58,57
1744,602.701575,54,58,57
1745,603.750298,54,58,57
1746,604.687522,56,58,57
1747,605.771754,56,59,58
1748,606.740449,56,58,57
1749,607.771322,56,58,57
1750,608.823728,56,58,57
1751,609.7204,56,59,58
1752,610.695805,56,59,58
1753,611.729953,56,58,57
1754,612.713938,56,58,57
1755,613.728845,56,58,57
1756,614.641409,58,58,57
1757,615.682034,58,59,58
1758,616.760718,58,59,58
1759,617.718532,58,59,58
1760,618.724761,58,59,58
1761,619.762532,58,58,57
1762,620.727209,58,59,58
1763,621.694169,58,59,58
1764,622.852134,58,59,58
1765,623.773972,58,59,58
1766,624.740642,60,59,58
1767,625.652228,60,59,58
1768,626.751618,60,59,58
1769,627.697299,60,59,58
1770,628.695672,60,59,58
1771,629.736738,60,59,58
1772,630.764906,60,59,58
1773,631.749303,60,60,59
1774,632.746755,60,59,58
1775,633.679544,60,60,59
1776,634.740872,62,59,58
1777,635.8036,62,61,60
1778,636.900881,62,61,60
1779,637.932096,62,60,59
1780,639.741307,62,60,59
1781,640.826237,62,60,59
1782,641.831005,62,60,59
1783,642.767173,62,60,59
1784,643.776499,62,60,59
1785,644.784314,62,60,59
1786,645.794321,64,61,60
1787,646.720003,64,60,59
1788,647.714827,64,60,59
1789,648.716399,64,60,59
1790,649.773266,64,60,59
1791,650.761087,64,60,59
1792,651.808778,64,61,60
1793,652.836427,64,60,59
1794,653.727817,64,60,59
1795,654.707419,64,62,61
1796,655.766641,66,61,60
1797,656.707754,66,61,60
1798,657.826937,66,61,60
1799,658.754235,66,61,60
1800,659.818792,66,61,60
1801,660.804755,66,61,60
1802,661.829321,66,61,60
1803,662.778763,66,61,60
1804,663.841746,66,61,60
1805,664.75879,66,62,61
1806,665.810923,68,61,60
1807,666.796001,68,62,61
1808,667.930763,68,61,60
1809,669.697623,68,61,60
1810,670.762518,68,61,60
1811,671.821573,68,62,61
1812,672.783756,68,62,61
1813,673.796897,68,62,61
1814,674.788378,68,62,61
1815,675.777289,68,62,61
1816,676.741053,70,62,61
1817,677.713353,70,62,61
1818,678.730199,70,62,61
1819,679.741744,70,62,61
1820,680.725405,70,62,61
1821,681.760492,70,63,62
1822,682.888304,70,62,61
1823,683.776232,70,62,61
1824,684.714145,70,62,61
1825,685.71967,70,63,62
1826,686.703167,72,62,61
1827,687.756075,72,62,61
1828,688.730418,72,63,62
1829,689.714678,72,63,62
1830,690.792424,72,62,61
1831,691.761172,72,62,61
1832,692.817652,72,63,62
1833,693.783109,72,63,62
1834,694.736958,72,62,61
1835,695.80125,72,63,62
1836,696.731612,74,63,62
1837,697.82599,74,64,63
1838,698.778264,74,63,62
1839,699.759278,74,63,62
1840,700.767302,74,63,62
1841,701.76447,74,63,62
1842,702.673794,74,64,63
1843,703.76398,74,63,62
1844,704.744077,74,63,62
1845,705.750312,74,63,62
1846,706.716697,76,63,62
1847,707.768603,76,63,62
1848,708.726159,76,64,63
1849,709.756954,76,64,63
1850,710.756913,76,64,63
1851,711.772345,76,64,63
1852,712.873642,76,64,63
1853,713.881377,76,64,63
1854,714.790576,76,64,63
1855,715.766457,76,64,63
1856,716.765821,78,63,62
1857,717.770975,78,64,63
1858,718.756722,78,64,63
1859,719.765706,78,64,63
1860,720.848179,78,64,63
1861,721.806037,78,64,63
1862,722.705925,78,64,63
1863,723.718211,78,64,63
1864,724.773751,78,64,63
1865,725.703924,78,64,63
1866,726.689432,80,64,63
1867,727.767684,80,65,64
1868,728.685261,80,65,64
1869,729.691598,80,64,63
1870,730.766929,80,64,63
1871,731.64474,80,65,64
1872,732.742623,80,64,63
1873,733.763108,80,65,64
1874,734.800179,80,65,64
1875,735.761927,80,65,64
1876,736.822684,82,66,65
1877,737.755916,82,65,64
1878,738.763587,82,66,65
1879,739.757481,82,65,64
1880,740.714294,82,65,64
1881,741.747268,82,66,65
1882,742.849612,82,65,64
1883,743.741718,82,65,64
1884,744.736466,82,65,64
1885,745.778468,82,65,64
1886,746.770176,84,65,64
1887,747.752595,84,66,65
1888,748.759643,84,66,65
1889,749.761996,84,66,65
1890,750.756976,84,65,64
1891,751.778816,84,66,65
1892,752.790105,84,66,65
1893,753.770198,84,65,64
1894,754.826051,84,67,66
1895,755.829325,84,66,65
1896,756.802946,86,66,65
1897,757.931877,86,66,65
1898,759.892048,86,66,65
1899,760.828385,86,66,65
1900,761.789973,86,66,65
1901,762.774892,86,67,66
1902,763.78997,86,66,65
1903,764.796418,86,66,65
1904,765.703265,86,67,66
1905,766.753896,86,66,65
1906,767.778456,88,66,65
1907,768.847727,88,67,66
1908,769.699764,88,67,66
1909,770.733456,88,67,66
1910,771.758085,88,68,67
1911,772.95817,88,66,65
1912,774.830872,88,68,67
1913,775.97922,88,67,66
1914,777.782655,88,68,67
1915,778.83033,88,68,67
1916,779.858765,90,67,66
1917,780.798681,90,68,67
1918,781.887523,90,68,67
1919,782.818244,90,68,67
1920,783.720585,90,68,67
1921,784.754375,90,68,67
1922,785.781146,90,68,67
1923,786.789686,90,69,68
1924,787.917696,90,68,67
1925,788.818616,90,69,68
1926,789.851846,92,68,67
1927,790.872601,92,68,67
1928,791.806623,92,68,67
1929,792.777508,92,68,67
1930,793.749043,92,68,67
1931,794.756002,92,68,67
1932,795.893313,92,69,68
1933,796.808201,92,69,68
1934,797.739067,92,69,68
1935,798.759794,92,68,67
1936,799.763932,94,68,67
1937,800.753973,94,69,68
1938,801.732074,94,68,67
1939,802.900486,94,69,68
1940,803.728774,94,69,68
1941,804.784355,94,68,67
1942,805.730015,94,69,68
1943,806.721957,94,68,67
1944,807.682808,94,69,68
1945,808.702689,94,68,67
1946,809.647465,96,68,67
1947,810.650811,96,69,68
1948,811.673613,96,69,68
1949,812.632051,96,69,68
1950,813.705757,96,70,69
1951,814.759213,96,69,68
1952,815.805647,96,69,68
1953,816.734821,96,69,68
1954,817.836979,96,69,68
1955,818.673873,96,69,68
1956,819.657582,98,69,68
1957,820.730103,98,69,68
1958,821.722857,98,69,68
1959,822.678817,98,70,69
1960,823.701528,98,69,68
1961,824.648076,98,70,69
1962,825.63718,98,70,69
1963,826.770502,98,70,69
1964,827.757757,98,70,69
1965,828.666959,98,70,69
1966,829.707991,100,70,69
1967,830.721188,100,70,69
1968,831.638052,100,70,69
1969,832.822759,100,70,69
1970,833.682125,100,70,69
1971,834.737034,100,70,69
1972,835.753628,100,70,69
1973,836.723798,100,70,69
1974,837.757014,100,70,69
1975,838.716694,100,70,69
1976,839.70928,102,70,69
1977,840.730296,102,71,70
1978,841.744691,102,70,69
1979,842.783535,102,71,70
1980,843.824317,102,71,70
1981,844.737903,102,71,70
1982,845.7371,102,71,70
1983,846.706791,102,72,71
