,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1746.606373,240.0,127.0,65.0,66.0,66.0,67.0,66.0,66.0,67.0,65.0,65.0,65.0
2,1747.093133,238.0,127.0,65.0,66.0,66.0,67.0,66.0,65.0,67.0,65.0,65.0,65.0
3,1748.093608,239.0,127.0,65.0,66.0,66.0,67.0,66.0,65.0,67.0,65.0,65.0,65.0
4,1749.093608,240.0,126.0,66.0,66.0,66.0,67.0,66.0,66.0,67.0,65.0,66.0,66.0
5,1750.093718,240.0,127.0,66.0,67.0,66.0,67.0,66.0,66.0,67.0,65.0,66.0,65.0
6,1751.093683,239.0,126.0,65.0,66.0,66.0,67.0,66.0,65.0,67.0,65.0,66.0,65.0
7,1752.093736,239.0,127.0,66.0,66.0,66.0,67.0,66.0,66.0,67.0,65.0,66.0,66.0
8,1753.09372,239.0,127.0,65.0,66.0,66.0,67.0,66.0,65.0,67.0,65.0,65.0,65.0
9,1754.095579,239.0,127.0,66.0,67.0,67.0,67.0,67.0,66.0,67.0,65.0,66.0,66.0
10,1755.093679,240.0,127.0,65.0,66.0,66.0,67.0,66.0,66.0,67.0,65.0,66.0,65.0
11,1756.093609,239.0,126.0,65.0,66.0,66.0,67.0,66.0,65.0,67.0,65.0,65.0,65.0
12,1757.093702,239.0,127.0,66.0,67.0,66.0,67.0,66.0,66.0,67.0,65.0,66.0,65.0
13,1758.093586,239.0,126.0,65.0,66.0,66.0,67.0,66.0,65.0,67.0,65.0,65.0,65.0
14,1759.093694,240.0,127.0,66.0,66.0,66.0,67.0,66.0,66.0,67.0,65.0,66.0,65.0
15,1760.093806,239.0,127.0,66.0,67.0,66.0,67.0,66.0,66.0,67.0,65.0,66.0,65.0
16,1761.093728,239.0,127.0,66.0,66.0,67.0,67.0,67.0,66.0,67.0,65.0,66.0,65.0
17,1762.093689,239.0,127.0,66.0,67.0,67.0,67.0,67.0,66.0,67.0,65.0,66.0,66.0
18,1763.093932,239.0,127.0,66.0,67.0,66.0,67.0,67.0,66.0,67.0,66.0,66.0,66.0
19,1764.093798,240.0,126.0,66.0,67.0,67.0,67.0,66.0,66.0,67.0,65.0,66.0,66.0
