,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2506.718772,231.0,183.0,83.0,83.0,85.0,86.0,87.0,85.0,86.0,85.0,83.0,80.0
2,2506.757328,231.0,183.0,83.0,83.0,85.0,86.0,87.0,84.0,86.0,85.0,83.0,80.0
3,2506.882319,231.0,183.0,83.0,83.0,85.0,85.0,86.0,83.0,85.0,84.0,82.0,79.0
4,2507.007333,230.0,183.0,83.0,83.0,85.0,85.0,86.0,84.0,86.0,84.0,82.0,79.0
5,2507.132406,230.0,183.0,83.0,83.0,84.0,85.0,86.0,83.0,86.0,84.0,82.0,79.0
6,2507.257337,229.0,183.0,83.0,83.0,84.0,85.0,86.0,84.0,85.0,84.0,83.0,79.0
7,2507.382396,231.0,182.0,83.0,83.0,85.0,86.0,86.0,84.0,85.0,84.0,82.0,79.0
8,2507.507415,231.0,183.0,83.0,83.0,85.0,86.0,86.0,83.0,85.0,84.0,82.0,79.0
9,2507.632358,230.0,183.0,83.0,83.0,84.0,86.0,86.0,84.0,85.0,84.0,82.0,79.0
10,2507.757354,231.0,183.0,83.0,83.0,84.0,86.0,86.0,83.0,85.0,84.0,82.0,80.0
11,2507.882375,230.0,179.0,83.0,83.0,84.0,87.0,86.0,84.0,86.0,84.0,83.0,80.0
12,2508.007359,231.0,183.0,83.0,83.0,85.0,85.0,86.0,84.0,85.0,84.0,82.0,80.0
13,2508.132325,230.0,183.0,83.0,83.0,84.0,85.0,86.0,83.0,85.0,84.0,82.0,79.0
14,2508.25734,231.0,183.0,83.0,83.0,84.0,86.0,86.0,84.0,86.0,84.0,83.0,79.0
15,2508.382399,231.0,183.0,84.0,83.0,85.0,87.0,87.0,84.0,86.0,85.0,83.0,80.0
16,2508.507361,230.0,183.0,83.0,83.0,85.0,86.0,86.0,83.0,86.0,84.0,82.0,80.0
17,2508.631616,231.0,177.0,84.0,83.0,85.0,86.0,87.0,85.0,87.0,85.0,83.0,81.0
18,2508.756651,231.0,183.0,84.0,83.0,85.0,87.0,87.0,85.0,87.0,85.0,83.0,81.0
19,2508.882334,230.0,183.0,83.0,83.0,84.0,86.0,86.0,84.0,85.0,84.0,82.0,79.0
20,2509.007379,231.0,183.0,83.0,83.0,84.0,85.0,87.0,83.0,86.0,84.0,82.0,79.0
21,2509.132396,231.0,183.0,83.0,83.0,85.0,86.0,86.0,84.0,86.0,84.0,82.0,79.0
22,2509.257324,231.0,183.0,83.0,83.0,85.0,85.0,86.0,83.0,85.0,84.0,82.0,79.0
23,2509.382342,230.0,183.0,83.0,83.0,84.0,85.0,87.0,84.0,86.0,85.0,83.0,79.0
24,2509.50741,230.0,183.0,83.0,83.0,84.0,86.0,86.0,84.0,86.0,84.0,83.0,79.0
25,2509.632546,230.0,183.0,83.0,83.0,85.0,85.0,87.0,84.0,85.0,84.0,82.0,80.0
26,2509.757538,231.0,183.0,83.0,83.0,84.0,86.0,86.0,84.0,86.0,84.0,82.0,80.0
27,2509.882513,231.0,183.0,83.0,83.0,85.0,86.0,86.0,84.0,86.0,85.0,83.0,80.0
28,2510.007606,230.0,183.0,83.0,83.0,85.0,86.0,86.0,84.0,86.0,84.0,83.0,80.0
29,2510.132507,230.0,183.0,83.0,83.0,84.0,86.0,87.0,84.0,86.0,84.0,83.0,80.0
30,2510.257541,230.0,183.0,84.0,83.0,85.0,86.0,86.0,84.0,86.0,84.0,82.0,79.0
31,2510.382533,230.0,183.0,83.0,83.0,85.0,86.0,86.0,84.0,86.0,85.0,83.0,79.0
32,2510.507476,231.0,182.0,83.0,83.0,85.0,86.0,87.0,84.0,86.0,84.0,83.0,80.0
33,2510.632492,230.0,183.0,83.0,83.0,85.0,86.0,87.0,84.0,86.0,84.0,83.0,80.0
34,2510.757554,231.0,183.0,83.0,83.0,84.0,86.0,86.0,83.0,86.0,85.0,83.0,80.0
35,2510.882511,230.0,183.0,83.0,83.0,85.0,85.0,86.0,84.0,85.0,84.0,83.0,80.0
36,2511.007497,231.0,183.0,84.0,83.0,84.0,86.0,86.0,83.0,85.0,84.0,83.0,80.0
37,2511.132511,231.0,183.0,83.0,83.0,84.0,85.0,86.0,84.0,86.0,84.0,83.0,79.0
38,2511.257654,230.0,183.0,83.0,83.0,85.0,86.0,86.0,84.0,86.0,84.0,82.0,79.0
39,2511.382514,231.0,183.0,83.0,83.0,85.0,85.0,86.0,84.0,85.0,86.0,82.0,79.0
40,2511.507592,231.0,183.0,84.0,83.0,85.0,86.0,86.0,83.0,85.0,84.0,83.0,79.0
41,2511.632481,229.0,183.0,83.0,83.0,84.0,86.0,86.0,84.0,86.0,84.0,82.0,80.0
42,2511.757576,230.0,183.0,84.0,83.0,84.0,86.0,87.0,84.0,85.0,83.0,83.0,79.0
43,2511.882483,230.0,183.0,83.0,83.0,84.0,85.0,86.0,83.0,85.0,84.0,82.0,80.0
44,2512.007583,230.0,183.0,83.0,83.0,84.0,86.0,86.0,84.0,86.0,84.0,83.0,80.0
45,2512.131737,230.0,183.0,84.0,83.0,85.0,86.0,87.0,85.0,87.0,85.0,83.0,80.0
46,2512.257483,230.0,183.0,84.0,83.0,84.0,85.0,86.0,84.0,86.0,85.0,83.0,79.0
47,2512.382554,231.0,184.0,84.0,83.0,85.0,86.0,86.0,84.0,86.0,85.0,82.0,80.0
48,2512.507515,231.0,183.0,84.0,83.0,85.0,85.0,87.0,84.0,86.0,84.0,83.0,80.0
49,2512.632845,231.0,183.0,85.0,83.0,85.0,86.0,87.0,84.0,86.0,85.0,83.0,80.0
50,2512.75767,230.0,183.0,84.0,83.0,85.0,86.0,87.0,84.0,86.0,84.0,83.0,79.0
51,2512.88261,230.0,183.0,84.0,83.0,85.0,86.0,86.0,84.0,86.0,84.0,83.0,80.0
52,2513.007538,231.0,183.0,84.0,83.0,85.0,86.0,86.0,84.0,86.0,84.0,83.0,80.0
53,2513.132524,230.0,183.0,84.0,83.0,85.0,86.0,87.0,84.0,86.0,85.0,83.0,80.0
54,2513.257564,231.0,183.0,84.0,83.0,85.0,86.0,87.0,84.0,86.0,84.0,83.0,80.0
55,2513.382571,229.0,183.0,84.0,83.0,85.0,86.0,86.0,84.0,86.0,84.0,83.0,80.0
56,2513.507602,229.0,183.0,84.0,83.0,85.0,86.0,86.0,84.0,86.0,85.0,83.0,80.0
57,2513.632689,230.0,183.0,84.0,83.0,85.0,86.0,87.0,84.0,86.0,84.0,83.0,80.0
58,2513.757564,231.0,184.0,84.0,83.0,85.0,86.0,86.0,84.0,86.0,84.0,83.0,80.0
59,2513.882534,230.0,183.0,84.0,83.0,85.0,86.0,87.0,84.0,86.0,84.0,82.0,80.0
60,2514.007675,231.0,183.0,84.0,83.0,84.0,86.0,86.0,84.0,86.0,85.0,83.0,80.0
61,2514.13253,231.0,183.0,84.0,83.0,85.0,86.0,86.0,84.0,86.0,85.0,83.0,80.0
62,2514.257557,230.0,183.0,84.0,83.0,84.0,86.0,86.0,84.0,86.0,84.0,83.0,80.0
63,2514.382651,229.0,183.0,85.0,83.0,85.0,86.0,87.0,84.0,86.0,84.0,83.0,80.0
64,2514.507565,230.0,183.0,84.0,83.0,85.0,86.0,87.0,84.0,86.0,84.0,83.0,79.0
