,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1762.836727,232.0,181.0,69.0,73.0,74.0,75.0,75.0,74.0,75.0,73.0,72.0,69.0
2,1762.904528,232.0,181.0,68.0,72.0,74.0,75.0,75.0,73.0,75.0,73.0,71.0,68.0
3,1763.037544,232.0,181.0,68.0,72.0,73.0,75.0,75.0,73.0,75.0,73.0,72.0,68.0
4,1763.155275,231.0,181.0,68.0,72.0,74.0,75.0,75.0,73.0,75.0,73.0,72.0,68.0
5,1763.284326,232.0,181.0,68.0,73.0,74.0,75.0,75.0,73.0,75.0,73.0,72.0,69.0
6,1763.404288,231.0,181.0,68.0,72.0,74.0,75.0,75.0,73.0,75.0,73.0,72.0,68.0
7,1763.528497,231.0,181.0,68.0,73.0,73.0,75.0,75.0,73.0,75.0,73.0,72.0,68.0
8,1763.654219,232.0,181.0,68.0,72.0,74.0,75.0,75.0,73.0,75.0,73.0,72.0,68.0
9,1763.779176,227.0,181.0,69.0,73.0,75.0,75.0,76.0,73.0,75.0,74.0,73.0,69.0
10,1763.903553,232.0,181.0,68.0,72.0,74.0,75.0,75.0,73.0,75.0,73.0,72.0,68.0
11,1764.028498,231.0,181.0,68.0,72.0,75.0,75.0,75.0,73.0,75.0,73.0,72.0,68.0
12,1764.154023,231.0,181.0,68.0,72.0,74.0,75.0,75.0,73.0,75.0,73.0,72.0,68.0
13,1764.278494,232.0,181.0,68.0,72.0,74.0,75.0,75.0,73.0,75.0,73.0,72.0,68.0
14,1764.407473,232.0,181.0,68.0,72.0,74.0,75.0,75.0,73.0,75.0,73.0,72.0,68.0
15,1764.529904,231.0,181.0,68.0,73.0,73.0,75.0,75.0,73.0,75.0,73.0,72.0,68.0
16,1764.65657,229.0,181.0,69.0,73.0,74.0,75.0,76.0,74.0,75.0,73.0,72.0,69.0
17,1764.779162,231.0,181.0,69.0,73.0,74.0,75.0,76.0,74.0,75.0,73.0,72.0,69.0
18,1764.90535,232.0,181.0,69.0,73.0,74.0,75.0,76.0,73.0,75.0,74.0,72.0,69.0
19,1765.028603,231.0,181.0,69.0,73.0,74.0,75.0,75.0,73.0,75.0,73.0,72.0,69.0
20,1765.154416,231.0,181.0,69.0,73.0,74.0,75.0,75.0,73.0,75.0,73.0,73.0,69.0
21,1765.279521,231.0,181.0,69.0,73.0,74.0,75.0,76.0,74.0,75.0,73.0,72.0,69.0
22,1765.40417,231.0,181.0,69.0,73.0,74.0,75.0,75.0,73.0,75.0,74.0,72.0,69.0
23,1765.529333,232.0,181.0,69.0,73.0,74.0,75.0,76.0,73.0,75.0,74.0,73.0,69.0
