,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1378.667993,113.0,44.0,27.0,237.0,175.0,141.0,61.0,40.0,26.0,34.0,46.0,53.0
2,1378.779841,50.0,31.0,33.0,237.0,174.0,159.0,57.0,27.0,16.0,11.0,7.0,0.0
3,1378.90498,17.0,9.0,7.0,237.0,175.0,117.0,27.0,4.0,0.0,0.0,0.0,0.0
4,1379.029067,1.0,1.0,0.0,237.0,175.0,117.0,29.0,5.0,2.0,5.0,9.0,10.0
5,1379.154873,15.0,15.0,21.0,237.0,175.0,151.0,57.0,32.0,25.0,23.0,23.0,19.0
6,1379.279844,34.0,22.0,25.0,237.0,174.0,140.0,45.0,21.0,13.0,10.0,4.0,0.0
7,1379.404855,17.0,10.0,7.0,237.0,174.0,116.0,24.0,3.0,0.0,0.0,0.0,0.0
8,1379.529734,0.0,0.0,0.0,237.0,174.0,114.0,26.0,8.0,7.0,12.0,16.0,18.0
9,1379.654865,11.0,12.0,19.0,237.0,174.0,150.0,54.0,28.0,23.0,23.0,23.0,18.0
10,1379.779797,33.0,23.0,25.0,237.0,175.0,140.0,45.0,22.0,14.0,10.0,4.0,0.0
11,1379.904948,17.0,10.0,7.0,237.0,174.0,116.0,24.0,3.0,0.0,0.0,0.0,0.0
12,1380.029788,0.0,0.0,0.0,237.0,175.0,114.0,25.0,7.0,7.0,10.0,14.0,17.0
13,1380.154935,10.0,11.0,18.0,237.0,175.0,149.0,54.0,28.0,23.0,23.0,22.0,18.0
14,1380.279791,33.0,22.0,25.0,237.0,175.0,140.0,44.0,22.0,15.0,11.0,6.0,0.0
15,1380.404933,17.0,10.0,8.0,237.0,175.0,117.0,24.0,2.0,0.0,0.0,0.0,0.0
16,1380.530001,0.0,0.0,0.0,237.0,175.0,113.0,27.0,9.0,9.0,12.0,16.0,19.0
17,1380.654853,8.0,10.0,16.0,237.0,175.0,148.0,52.0,27.0,23.0,23.0,23.0,20.0
