,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2148.95607,233.0,191.0,82.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
2,2149.093685,228.0,191.0,83.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
3,2149.210894,228.0,191.0,82.0,81.0,81.0,83.0,83.0,81.0,82.0,81.0,79.0,77.0
4,2149.335867,229.0,191.0,82.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,79.0,77.0
5,2149.461333,228.0,191.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
6,2149.585982,229.0,191.0,82.0,80.0,82.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
7,2149.713884,228.0,191.0,83.0,81.0,81.0,82.0,83.0,81.0,83.0,81.0,79.0,77.0
8,2149.836209,229.0,190.0,82.0,81.0,82.0,82.0,83.0,81.0,83.0,81.0,79.0,77.0
9,2149.96104,228.0,191.0,82.0,80.0,82.0,82.0,83.0,80.0,83.0,81.0,80.0,77.0
10,2150.088082,229.0,191.0,82.0,80.0,81.0,83.0,83.0,81.0,82.0,81.0,80.0,77.0
11,2150.212463,229.0,191.0,82.0,81.0,81.0,82.0,83.0,80.0,82.0,81.0,80.0,76.0
12,2150.336454,229.0,191.0,82.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
13,2150.461599,229.0,191.0,82.0,80.0,81.0,82.0,83.0,80.0,82.0,81.0,80.0,77.0
14,2150.586229,229.0,191.0,82.0,80.0,81.0,82.0,83.0,80.0,82.0,81.0,80.0,77.0
15,2150.711124,229.0,191.0,82.0,80.0,82.0,82.0,83.0,80.0,82.0,81.0,79.0,76.0
16,2150.836026,229.0,191.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
17,2150.961707,229.0,191.0,83.0,81.0,83.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
18,2151.087411,229.0,191.0,82.0,81.0,83.0,83.0,84.0,81.0,83.0,82.0,81.0,77.0
19,2151.212524,229.0,191.0,83.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
20,2151.335133,229.0,192.0,84.0,82.0,84.0,84.0,85.0,83.0,85.0,83.0,81.0,78.0
21,2151.461222,228.0,191.0,83.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
22,2151.586837,229.0,191.0,82.0,81.0,81.0,82.0,83.0,81.0,83.0,81.0,79.0,77.0
23,2151.71093,228.0,192.0,82.0,81.0,81.0,82.0,83.0,80.0,82.0,82.0,80.0,77.0
24,2151.837836,229.0,192.0,82.0,80.0,81.0,82.0,83.0,81.0,82.0,81.0,80.0,77.0
25,2151.96096,228.0,191.0,82.0,81.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
26,2152.086376,228.0,191.0,82.0,80.0,81.0,82.0,83.0,80.0,82.0,81.0,80.0,77.0
27,2152.212809,229.0,192.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
28,2152.337114,229.0,192.0,82.0,80.0,82.0,83.0,83.0,81.0,82.0,81.0,80.0,77.0
29,2152.461003,228.0,191.0,82.0,81.0,82.0,83.0,83.0,81.0,82.0,81.0,79.0,76.0
30,2152.586223,228.0,192.0,82.0,80.0,81.0,82.0,83.0,80.0,82.0,81.0,79.0,76.0
31,2152.711471,229.0,191.0,82.0,81.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
32,2152.836538,229.0,191.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,79.0,77.0
33,2152.962337,229.0,191.0,82.0,81.0,82.0,83.0,83.0,81.0,83.0,82.0,80.0,77.0
34,2153.086458,229.0,191.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,79.0,77.0
35,2153.211226,229.0,191.0,82.0,80.0,81.0,82.0,83.0,81.0,82.0,81.0,80.0,77.0
36,2153.335964,229.0,191.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
37,2153.463928,229.0,191.0,82.0,80.0,81.0,82.0,83.0,81.0,82.0,81.0,80.0,76.0
38,2153.586373,229.0,191.0,82.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,79.0,77.0
39,2153.710487,229.0,191.0,82.0,80.0,81.0,83.0,83.0,81.0,82.0,81.0,80.0,77.0
40,2153.835933,229.0,191.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
41,2153.960488,229.0,192.0,82.0,81.0,81.0,82.0,82.0,81.0,83.0,81.0,80.0,77.0
42,2154.086892,229.0,191.0,82.0,81.0,81.0,82.0,83.0,81.0,82.0,81.0,80.0,77.0
43,2154.210688,228.0,191.0,82.0,81.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,76.0
44,2154.335671,229.0,191.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,79.0,77.0
45,2154.46059,229.0,192.0,82.0,81.0,81.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
46,2154.585925,229.0,191.0,83.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
47,2154.729412,229.0,191.0,84.0,82.0,83.0,84.0,85.0,82.0,84.0,83.0,82.0,79.0
48,2154.836204,229.0,192.0,83.0,81.0,82.0,83.0,84.0,81.0,83.0,82.0,80.0,78.0
49,2154.962077,229.0,191.0,82.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,81.0,77.0
50,2155.125968,229.0,191.0,83.0,81.0,82.0,83.0,83.0,81.0,83.0,82.0,81.0,78.0
51,2155.210905,229.0,191.0,83.0,81.0,83.0,83.0,83.0,81.0,84.0,82.0,81.0,77.0
52,2155.335698,229.0,191.0,83.0,81.0,82.0,83.0,83.0,82.0,83.0,82.0,80.0,77.0
53,2155.460841,229.0,192.0,83.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,81.0,78.0
54,2155.586068,228.0,191.0,83.0,82.0,83.0,84.0,84.0,82.0,83.0,82.0,81.0,77.0
55,2155.711527,229.0,191.0,83.0,81.0,83.0,83.0,83.0,81.0,83.0,82.0,81.0,77.0
56,2155.835531,229.0,191.0,82.0,81.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
57,2155.960559,229.0,191.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
58,2156.085597,229.0,192.0,82.0,80.0,81.0,82.0,83.0,80.0,83.0,81.0,80.0,77.0
59,2156.210527,229.0,192.0,82.0,81.0,81.0,82.0,83.0,81.0,82.0,81.0,79.0,77.0
60,2156.335785,229.0,191.0,82.0,81.0,82.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
61,2156.460705,229.0,191.0,82.0,81.0,81.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
62,2156.58588,228.0,192.0,82.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
63,2156.710812,229.0,192.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,81.0,77.0
64,2156.835607,229.0,192.0,83.0,81.0,81.0,82.0,83.0,81.0,83.0,81.0,79.0,77.0
65,2156.960758,229.0,192.0,83.0,81.0,81.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
66,2157.085597,229.0,191.0,82.0,80.0,81.0,82.0,83.0,80.0,82.0,81.0,80.0,77.0
67,2157.210704,229.0,191.0,83.0,81.0,82.0,83.0,83.0,81.0,83.0,81.0,80.0,77.0
68,2157.335751,229.0,192.0,82.0,81.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
69,2157.460587,229.0,192.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
70,2157.585587,229.0,192.0,82.0,80.0,81.0,82.0,83.0,80.0,82.0,81.0,80.0,77.0
71,2157.710605,229.0,192.0,82.0,80.0,81.0,82.0,83.0,81.0,83.0,81.0,80.0,77.0
