,Cycle No.,time (ms),Sample 1 (mm),Sample 2 (mm),Sample 3 (mm),Sample 4 (mm),Sample 5 (mm)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1459.50263,110.0,108.0,109.0,109.0,110.0
2,2.0,1474.462757,109.0,111.0,109.0,110.0,108.0
3,3.0,1489.448732,109.0,109.0,109.0,108.0,109.0
4,4.0,1504.438015,110.0,109.0,107.0,109.0,108.0
5,5.0,1519.460493,110.0,110.0,108.0,109.0,112.0
6,6.0,1534.442225,107.0,105.0,111.0,110.0,109.0
7,7.0,1549.474278,109.0,109.0,110.0,111.0,110.0
8,8.0,1564.436418,111.0,111.0,108.0,108.0,109.0
9,9.0,1579.436494,108.0,108.0,111.0,109.0,109.0
10,10.0,1594.435128,109.0,108.0,108.0,108.0,110.0
11,11.0,1609.426683,109.0,109.0,109.0,108.0,109.0
12,12.0,1624.44256,110.0,108.0,111.0,109.0,109.0
13,13.0,1639.448204,106.0,108.0,108.0,109.0,108.0
14,14.0,1654.447698,109.0,109.0,108.0,107.0,110.0
15,15.0,1669.451535,110.0,109.0,110.0,110.0,110.0
16,16.0,1684.444837,109.0,107.0,107.0,109.0,109.0
17,17.0,1699.468793,109.0,109.0,110.0,109.0,109.0
18,18.0,1714.478148,110.0,108.0,111.0,109.0,109.0
19,19.0,1729.461126,110.0,109.0,108.0,111.0,106.0
20,20.0,1744.45207,112.0,108.0,107.0,108.0,110.0
21,21.0,1759.442112,108.0,108.0,108.0,110.0,109.0
22,22.0,1774.462559,109.0,110.0,110.0,106.0,108.0
23,23.0,1789.474702,108.0,109.0,110.0,110.0,107.0
24,24.0,1804.432007,110.0,110.0,110.0,108.0,107.0
25,25.0,1819.487625,110.0,108.0,107.0,108.0,109.0
26,26.0,1834.438347,109.0,107.0,109.0,109.0,108.0
27,27.0,1849.451938,107.0,108.0,107.0,110.0,109.0
28,28.0,1864.50599,109.0,107.0,108.0,109.0,108.0
29,29.0,1879.535502,105.0,108.0,107.0,111.0,109.0
30,30.0,1894.420111,110.0,109.0,109.0,106.0,110.0
31,31.0,1909.507978,107.0,107.0,110.0,110.0,107.0
32,32.0,1924.591312,109.0,108.0,110.0,108.0,109.0
33,33.0,1939.525947,106.0,110.0,110.0,107.0,109.0
34,34.0,1954.452116,107.0,108.0,108.0,107.0,108.0
35,35.0,1969.540568,111.0,107.0,107.0,106.0,109.0
36,36.0,1984.507503,109.0,108.0,109.0,109.0,110.0
37,37.0,1999.517588,108.0,110.0,107.0,108.0,108.0
38,38.0,2014.41664,108.0,109.0,108.0,108.0,110.0
39,39.0,2029.461354,111.0,107.0,108.0,107.0,111.0
40,40.0,2044.491501,110.0,108.0,109.0,107.0,111.0
41,41.0,2059.433547,111.0,109.0,111.0,110.0,109.0
42,42.0,2074.43858,107.0,109.0,109.0,107.0,108.0
43,43.0,2089.434063,107.0,109.0,109.0,106.0,111.0
44,44.0,2104.529055,108.0,110.0,107.0,109.0,110.0
45,45.0,2119.43119,110.0,107.0,109.0,109.0,108.0
46,46.0,2134.458869,110.0,110.0,109.0,111.0,110.0
47,47.0,2149.437439,109.0,108.0,110.0,106.0,108.0
48,48.0,2164.434931,110.0,107.0,108.0,109.0,110.0
49,49.0,2179.453598,111.0,108.0,108.0,108.0,109.0
50,50.0,2194.45853,107.0,110.0,108.0,107.0,110.0
51,51.0,2209.53751,109.0,111.0,111.0,110.0,108.0
52,52.0,2224.531037,110.0,110.0,110.0,110.0,108.0
53,53.0,2239.492853,108.0,107.0,110.0,110.0,109.0
54,54.0,2254.554977,107.0,112.0,109.0,108.0,110.0
55,55.0,2269.504002,107.0,107.0,110.0,110.0,108.0
56,56.0,2284.491136,110.0,109.0,110.0,108.0,105.0
57,57.0,2299.561423,108.0,109.0,108.0,110.0,108.0
58,58.0,2314.577786,106.0,110.0,110.0,107.0,107.0
59,59.0,2329.604655,109.0,110.0,107.0,109.0,107.0
60,60.0,2344.49052,107.0,109.0,111.0,108.0,108.0
61,61.0,2359.507354,108.0,109.0,107.0,109.0,108.0
62,62.0,2374.505862,107.0,107.0,109.0,108.0,109.0
63,63.0,2389.505579,105.0,109.0,108.0,111.0,107.0
64,64.0,2404.47466,110.0,108.0,106.0,107.0,109.0
65,65.0,2419.619275,109.0,108.0,109.0,111.0,110.0
66,66.0,2434.543545,107.0,109.0,108.0,108.0,108.0
67,67.0,2449.512695,110.0,110.0,110.0,108.0,110.0
68,68.0,2464.538973,111.0,108.0,106.0,108.0,106.0
69,69.0,2479.611942,109.0,108.0,106.0,109.0,109.0
70,70.0,2494.570522,108.0,107.0,108.0,108.0,108.0
71,71.0,2509.576101,110.0,107.0,109.0,109.0,109.0
72,72.0,2524.601845,111.0,109.0,107.0,109.0,109.0
