,Cycle No.,time (ms),Sample 1 (mm),Sample 2 (mm),Sample 3 (mm),Sample 4 (mm),Sample 5 (mm)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,149.201012,108.0,109.0,107.0,105.0,106.0
2,2.0,164.169681,106.0,107.0,106.0,107.0,106.0
3,3.0,178.15818,106.0,108.0,104.0,107.0,108.0
4,4.0,193.151208,103.0,104.0,108.0,107.0,106.0
5,5.0,207.16633,107.0,106.0,105.0,108.0,107.0
6,6.0,222.155682,107.0,108.0,108.0,105.0,107.0
7,7.0,236.165116,107.0,105.0,109.0,106.0,108.0
8,8.0,250.181109,108.0,106.0,110.0,108.0,104.0
9,9.0,264.153436,106.0,108.0,105.0,107.0,106.0
10,10.0,279.159254,106.0,106.0,107.0,106.0,106.0
11,11.0,293.134781,109.0,107.0,109.0,106.0,108.0
12,12.0,307.194897,110.0,110.0,107.0,106.0,106.0
13,13.0,322.19809,109.0,107.0,106.0,107.0,108.0
14,14.0,337.22385,107.0,106.0,107.0,109.0,107.0
15,15.0,352.193406,107.0,109.0,107.0,106.0,107.0
16,16.0,366.133197,107.0,108.0,108.0,107.0,108.0
17,17.0,380.145967,108.0,107.0,108.0,110.0,106.0
18,18.0,394.201847,109.0,109.0,108.0,110.0,106.0
19,19.0,409.212438,105.0,107.0,107.0,107.0,109.0
20,20.0,424.217501,106.0,108.0,110.0,107.0,110.0
21,21.0,439.196772,107.0,107.0,108.0,108.0,110.0
22,22.0,454.158658,110.0,105.0,108.0,108.0,110.0
23,23.0,469.154185,111.0,107.0,107.0,110.0,109.0
24,24.0,484.138352,106.0,107.0,105.0,108.0,107.0
25,25.0,498.136811,105.0,107.0,108.0,105.0,107.0
26,26.0,512.156592,107.0,107.0,107.0,105.0,107.0
27,27.0,526.165269,109.0,109.0,108.0,109.0,108.0
28,28.0,541.193776,107.0,108.0,108.0,106.0,108.0
29,29.0,556.180951,110.0,107.0,106.0,107.0,107.0
30,30.0,571.155407,109.0,110.0,106.0,108.0,108.0
31,31.0,586.186639,106.0,106.0,107.0,108.0,108.0
32,32.0,601.176942,109.0,108.0,106.0,109.0,108.0
33,33.0,616.200446,108.0,108.0,106.0,106.0,104.0
34,34.0,631.203209,108.0,107.0,112.0,107.0,106.0
35,35.0,646.161385,108.0,109.0,107.0,110.0,109.0
36,36.0,661.196874,110.0,108.0,110.0,109.0,109.0
37,37.0,676.139036,108.0,107.0,110.0,107.0,108.0
38,38.0,690.246914,107.0,105.0,107.0,108.0,108.0
39,39.0,705.165089,109.0,107.0,110.0,106.0,108.0
40,40.0,719.167925,109.0,109.0,109.0,109.0,108.0
41,41.0,733.217015,106.0,106.0,106.0,106.0,105.0
42,42.0,748.194952,108.0,106.0,108.0,110.0,107.0
43,43.0,763.178794,107.0,108.0,106.0,108.0,105.0
44,44.0,778.243818,107.0,108.0,105.0,106.0,108.0
45,45.0,793.156313,107.0,107.0,106.0,106.0,108.0
46,46.0,808.153718,105.0,103.0,107.0,104.0,106.0
47,47.0,822.183695,109.0,109.0,109.0,106.0,107.0
48,48.0,837.166284,110.0,106.0,108.0,108.0,106.0
49,49.0,851.163952,106.0,105.0,106.0,110.0,106.0
50,50.0,865.184425,109.0,108.0,107.0,106.0,108.0
51,51.0,880.154612,107.0,104.0,105.0,108.0,105.0
52,52.0,894.128768,107.0,104.0,107.0,108.0,106.0
53,53.0,908.203814,109.0,108.0,107.0,108.0,105.0
54,54.0,923.195598,107.0,106.0,109.0,107.0,105.0
55,55.0,937.150134,108.0,105.0,108.0,107.0,108.0
56,56.0,951.146289,104.0,106.0,108.0,108.0,106.0
57,57.0,966.152574,109.0,110.0,109.0,107.0,107.0
58,58.0,981.185251,107.0,108.0,107.0,109.0,111.0
59,59.0,995.189294,107.0,107.0,108.0,104.0,108.0
60,60.0,1010.17033,105.0,109.0,105.0,106.0,106.0
61,61.0,1024.162346,106.0,104.0,109.0,109.0,109.0
62,62.0,1038.152424,104.0,106.0,106.0,110.0,109.0
