,1,1,,2,2
672,3112.667762,56,72.2,71.2,71.2
673,3114.664021,56,72.6,71.6,71.6
674,3116.666611,56,72.6,71.6,71.6
675,3117.664482,56,73.4,72.4,72.4
676,3119.683821,56,73,72,72
677,3121.705031,56,72.8,71.8,71.8
678,3122.698301,56,74,73,73
679,3124.711739,54,73,72,72
680,3126.695733,54,74,73,73
681,3127.679448,54,72.8,71.8,71.8
682,3129.666033,54,73.2,72.2,72.2
683,3130.666206,54,72.2,71.2,71.2
684,3132.673317,54,73.2,72.2,72.2
685,3134.666378,54,73.2,72.2,72.2
686,3136.708288,54,73.6,72.6,72.6
687,3138.682763,54,72.4,71.4,71.4
688,3140.661881,54,74,73,73
689,3141.65061,52,73.8,72.8,72.8
690,3142.674981,52,72.4,71.4,71.4
691,3144.675432,52,73.6,72.6,72.6
692,3145.68391,52,72.2,71.2,71.2
693,3147.687228,52,74,73,73
694,3148.665516,52,73.8,72.8,72.8
695,3149.665598,52,72.6,71.6,71.6
696,3151.663629,52,73.6,72.6,72.6
697,3152.663014,52,72.8,71.8,71.8
698,3153.660983,52,73,72,72
699,3154.664115,50,73.8,72.8,72.8
700,3155.662568,50,73.4,72.4,72.4
701,3156.663348,50,73.4,72.4,72.4
702,3157.664385,50,73.4,72.4,72.4
703,3158.67501,50,72.4,71.4,71.4
704,3159.701965,50,74.2,73.2,73.2
705,3161.70934,50,73.6,72.6,72.6
706,3163.683546,50,73.6,72.6,72.6
707,3165.693435,50,73.4,72.4,72.4
708,3167.672195,50,73.4,72.4,72.4
709,3169.669477,48,73.8,72.8,72.8
710,3170.663023,48,73.6,72.6,72.6
711,3171.669684,48,73,72,72
712,3173.663813,48,73.6,72.6,72.6
713,3175.669293,48,73.4,72.4,72.4
714,3176.678206,48,73.4,72.4,72.4
715,3177.671608,48,74.2,73.2,73.2
716,3178.681799,48,74.6,73.6,73.6
717,3179.660853,48,74.2,73.2,73.2
718,3181.705359,48,73.4,72.4,72.4
719,3183.692027,46,73.6,72.6,72.6
720,3184.676289,46,73,72,72
721,3186.694755,46,73.4,72.4,72.4
722,3188.673102,46,72.8,71.8,71.8
723,3190.688476,46,73.8,72.8,72.8
724,3192.712537,46,74,73,73
725,3193.669546,46,74,73,73
726,3195.681761,46,74,73,73
727,3197.712331,46,74,73,73
728,3199.664712,46,74.2,73.2,73.2
729,3201.667164,44,73.6,72.6,72.6
730,3203.675687,44,74,73,73
731,3205.667458,44,73.2,72.2,72.2
732,3206.695522,44,74.8,73.8,73.8
733,3208.712715,44,74,73,73
734,3210.672159,44,74,73,73
735,3212.704596,44,74.2,73.2,73.2
736,3213.703357,44,74.8,73.8,73.8
737,3215.667249,44,74.8,73.8,73.8
738,3216.670575,44,74,73,73
739,3218.707084,42,74.4,73.4,73.4
740,3220.671165,42,74.6,73.6,73.6
741,3222.715322,42,74.2,73.2,73.2
742,3224.663946,42,74.4,73.4,73.4
743,3226.6517,42,75.8,74.8,74.8
744,3228.666629,42,73.6,72.6,72.6
745,3230.679831,42,74.6,73.6,73.6
746,3231.661516,42,75,74,74
747,3232.671404,42,73.8,72.8,72.8
748,3234.670514,42,75.8,74.8,74.8
749,3235.661747,40,74.4,73.4,73.4
750,3236.663274,40,74.2,73.2,73.2
751,3238.664247,40,74.6,73.6,73.6
752,3240.683199,40,74.6,73.6,73.6
753,3241.688109,40,74.2,73.2,73.2
754,3243.671323,40,74.8,73.8,73.8
755,3244.662054,40,75.8,74.8,74.8
756,3245.660413,40,74.2,73.2,73.2
757,3246.660294,40,75.2,74.2,74.2
758,3247.664405,40,73.6,72.6,72.6
759,3249.677347,38,75.6,74.6,74.6
760,3251.663989,38,75.2,74.2,74.2
761,3252.703795,38,74.8,73.8,73.8
762,3254.693184,38,75.6,74.6,74.6
763,3256.676087,38,74.8,73.8,73.8
764,3258.686202,38,75.2,74.2,74.2
765,3260.663411,38,74.2,73.2,73.2
766,3262.665382,38,74.4,73.4,73.4
767,3263.665072,38,73.4,72.4,72.4
768,3264.666784,38,74.2,73.2,73.2
769,3265.674894,36,75,74,74
770,3267.687911,36,75.4,74.4,74.4
771,3269.665246,36,74.4,73.4,73.4
772,3271.685895,36,74.8,73.8,73.8
773,3272.705171,36,74.8,73.8,73.8
774,3274.694062,36,74.6,73.6,73.6
775,3276.704595,36,74.6,73.6,73.6
776,3278.668149,36,75.4,74.4,74.4
777,3279.663615,36,76.4,75.4,75.4
778,3280.669964,36,73.6,72.6,72.6
779,3281.659214,34,75.4,74.4,74.4
780,3282.654803,34,75,74,74
781,3283.677773,34,75,74,74
782,3284.660288,34,76,75,75
783,3286.694374,34,75,74,74
784,3287.69098,34,74.6,73.6,73.6
785,3288.701495,34,74.2,73.2,73.2
786,3290.699336,34,75.2,74.2,74.2
787,3291.671931,34,74.2,73.2,73.2
788,3292.666509,34,74.4,73.4,73.4
789,3293.660028,32,74.8,73.8,73.8
790,3294.650697,32,74.6,73.6,73.6
791,3295.667421,32,74.8,73.8,73.8
792,3296.677412,32,74.4,73.4,73.4
793,3298.674349,32,74.6,73.6,73.6
794,3299.676236,32,75.4,74.4,74.4
795,3301.725992,32,74.8,73.8,73.8
796,3303.67448,32,75,74,74
797,3304.649513,32,75.6,74.6,74.6
798,3305.665441,32,75,74,74
799,3306.689728,30,74.2,73.2,73.2
800,3308.666113,30,74.8,73.8,73.8
801,3310.670774,30,74.4,73.4,73.4
802,3312.673265,30,75.6,74.6,74.6
803,3314.746429,30,75.6,74.6,74.6
804,3316.669206,30,75,74,74
805,3318.674991,30,76,75,75
806,3320.67364,30,76.2,75.2,75.2
807,3322.66742,30,75.6,74.6,74.6
808,3324.691976,30,74.8,73.8,73.8
809,3328.663715,30,74.8,73.8,73.8
810,3329.661528,30,74.4,73.4,73.4
811,3331.6892,30,75.4,74.4,74.4
812,3333.667265,30,74,73,73
813,3335.668745,30,75.6,74.6,74.6
814,3336.66773,30,74.2,73.2,73.2
815,3338.68479,30,74.6,73.6,73.6
816,3339.664106,30,74.4,73.4,73.4
817,3341.669646,30,75.2,74.2,74.2
818,3343.691579,32,75,74,74
819,3345.714599,32,75.4,74.4,74.4
820,3347.666007,32,74.4,73.4,73.4
821,3349.664504,32,74.6,73.6,73.6
822,3350.661533,32,75,74,74
823,3352.700772,32,74.2,73.2,73.2
824,3354.664389,32,75,74,74
825,3356.672577,32,74.8,73.8,73.8
826,3357.664831,32,75.4,74.4,74.4
827,3359.670037,32,74.8,73.8,73.8
828,3361.695479,34,74,73,73
829,3362.687289,34,73.4,72.4,72.4
830,3363.676149,34,75.6,74.6,74.6
831,3364.66192,34,74.6,73.6,73.6
832,3365.692636,34,75.4,74.4,74.4
833,3367.666083,34,75,74,74
834,3369.672196,34,75,74,74
835,3371.674367,34,75,74,74
836,3373.670968,34,74.6,73.6,73.6
837,3374.661882,34,73.6,72.6,72.6
838,3376.66974,36,74.8,73.8,73.8
839,3377.679204,36,73.8,72.8,72.8
840,3378.666405,36,73.8,72.8,72.8
841,3380.707317,36,74.6,73.6,73.6
842,3382.660198,36,74.2,73.2,73.2
843,3384.671831,36,74.4,73.4,73.4
844,3385.661267,36,74.8,73.8,73.8
845,3386.664248,36,74.8,73.8,73.8
846,3388.686012,36,74.6,73.6,73.6
847,3389.670337,36,75,74,74
848,3391.662119,38,75,74,74
849,3392.676311,38,73.6,72.6,72.6
850,3394.668103,38,74.6,73.6,73.6
851,3395.67515,38,74.8,73.8,73.8
852,3396.683704,38,75.2,74.2,74.2
853,3397.667163,38,74,73,73
854,3399.652619,38,73,72,72
855,3400.699836,38,73.6,72.6,72.6
856,3401.672676,38,74.6,73.6,73.6
857,3403.663623,38,74.6,73.6,73.6
858,3404.665269,40,73.2,72.2,72.2
859,3406.650238,40,75.2,74.2,74.2
860,3407.661258,40,73.8,72.8,72.8
861,3408.660226,40,75,74,74
862,3409.665512,40,74,73,73
863,3410.662376,40,74,73,73
864,3411.660932,40,74.8,73.8,73.8
865,3412.660418,40,75.4,74.4,74.4
866,3413.66931,40,75.4,74.4,74.4
867,3415.661311,40,74.8,73.8,73.8
868,3416.6646,42,75,74,74
869,3417.680548,42,75.2,74.2,74.2
870,3419.691281,42,74,73,73
871,3421.677899,42,74.4,73.4,73.4
872,3423.667992,42,75.6,74.6,74.6
873,3424.710324,42,74.8,73.8,73.8
874,3426.716385,42,74.8,73.8,73.8
875,3428.715998,42,74.4,73.4,73.4
876,3430.653994,42,75,74,74
877,3431.66207,42,74.6,73.6,73.6
878,3432.668695,44,74,73,73
879,3434.672418,44,74.2,73.2,73.2
880,3436.702024,44,75.2,74.2,74.2
881,3437.670946,44,75,74,74
882,3438.667619,44,74.8,73.8,73.8
883,3440.664988,44,73.8,72.8,72.8
884,3441.665704,44,73.8,72.8,72.8
885,3443.663213,44,74.2,73.2,73.2
886,3444.662229,44,74.2,73.2,73.2
887,3445.663317,44,75,74,74
888,3447.664021,46,74.8,73.8,73.8
889,3448.710338,46,73.6,72.6,72.6
890,3449.68671,46,73.8,72.8,72.8
891,3451.671095,46,73.8,72.8,72.8
892,3452.673931,46,74,73,73
893,3454.663066,46,75.2,74.2,74.2
894,3456.682861,46,74.8,73.8,73.8
895,3458.704972,46,75,74,74
896,3460.7142,46,74,73,73
897,3462.664572,46,75.2,74.2,74.2
898,3464.666666,48,74.4,73.4,73.4
899,3466.696939,48,74.6,73.6,73.6
900,3468.663326,48,74.6,73.6,73.6
901,3470.658877,48,74,73,73
902,3471.660389,48,74.2,73.2,73.2
903,3472.658577,48,74.6,73.6,73.6
904,3473.661581,48,74.4,73.4,73.4
905,3474.657993,48,74.6,73.6,73.6
906,3475.660441,48,74,73,73
907,3476.662301,48,75.4,74.4,74.4
908,3477.657808,50,74.4,73.4,73.4
909,3478.658395,50,74.8,73.8,73.8
910,3479.657437,50,74.8,73.8,73.8
911,3480.66029,50,74.8,73.8,73.8
912,3481.662038,50,75.6,74.6,74.6
913,3482.660295,50,75.6,74.6,74.6
914,3483.660345,50,74.2,73.2,73.2
915,3484.660207,50,74,73,73
916,3485.657902,50,74.4,73.4,73.4
917,3486.659061,50,74,73,73
918,3487.701246,52,74.6,73.6,73.6
919,3488.658882,52,73.4,72.4,72.4
920,3489.659722,52,74.8,73.8,73.8
921,3490.659094,52,74.2,73.2,73.2
922,3491.657369,52,74.4,73.4,73.4
923,3492.658584,52,74.8,73.8,73.8
924,3493.659444,52,75,74,74
925,3494.659705,52,74,73,73
926,3496.661879,52,74.2,73.2,73.2
927,3497.659102,52,74.6,73.6,73.6
928,3498.657557,54,74.4,73.4,73.4
929,3499.657919,54,75,74,74
930,3500.714933,54,75.2,74.2,74.2
931,3502.702303,54,72.6,71.6,71.6
932,3503.654008,54,74.8,73.8,73.8
933,3504.67138,54,73.8,72.8,72.8
934,3505.659842,54,74,73,73
935,3507.665815,54,74.6,73.6,73.6
936,3509.667917,54,74.2,73.2,73.2
937,3511.670843,54,73.8,72.8,72.8
938,3512.648096,56,73.4,72.4,72.4
939,3513.658456,56,74.8,73.8,73.8
940,3514.659891,56,74,73,73
941,3515.659324,56,74.6,73.6,73.6
942,3516.658115,56,74.2,73.2,73.2
943,3517.661885,56,73.6,72.6,72.6
944,3518.657654,56,74,73,73
945,3519.661118,56,73.6,72.6,72.6
946,3520.661723,56,73.8,72.8,72.8
947,3522.693135,56,73.8,72.8,72.8
948,3524.663353,58,74,73,73
949,3526.666859,58,74.4,73.4,73.4
950,3527.678608,58,73.4,72.4,72.4
951,3528.686654,58,74.2,73.2,73.2
952,3529.662518,58,74.2,73.2,73.2
953,3530.660464,58,74,73,73
954,3531.66234,58,72.6,71.6,71.6
955,3532.65943,58,74,73,73
956,3533.658742,58,73.6,72.6,72.6
957,3534.662174,58,73.8,72.8,72.8
958,3535.658624,60,74.6,73.6,73.6
959,3536.658128,60,74.2,73.2,73.2
960,3537.649457,60,73.4,72.4,72.4
961,3538.702142,60,73.6,72.6,72.6
962,3539.695848,60,73.4,72.4,72.4
963,3541.704472,60,73.2,72.2,72.2
964,3543.663845,60,73.8,72.8,72.8
965,3544.665325,60,74.2,73.2,73.2
966,3546.668265,60,74.2,73.2,73.2
967,3548.702617,60,72.8,71.8,71.8
968,3550.664474,62,73.6,72.6,72.6
969,3551.660831,62,74.8,73.8,73.8
970,3552.664444,62,75.2,74.2,74.2
971,3554.681042,62,72.8,71.8,71.8
972,3556.690905,62,75.4,74.4,74.4
973,3558.691776,62,72.2,71.2,71.2
974,3560.663268,62,73.2,72.2,72.2
975,3561.677058,62,75.2,74.2,74.2
976,3562.665559,62,73.8,72.8,72.8
977,3563.661206,62,73.6,72.6,72.6
978,3564.659024,64,73.8,72.8,72.8
979,3565.693592,64,74.6,73.6,73.6
980,3566.657535,64,73.2,72.2,72.2
981,3567.662798,64,73.4,72.4,72.4
982,3568.662593,64,73.2,72.2,72.2
983,3569.676646,64,72.2,71.2,71.2
984,3571.693613,64,74.2,73.2,73.2
985,3572.665307,64,73,72,72
986,3573.657829,64,73.4,72.4,72.4
987,3574.670127,64,72.8,71.8,71.8
988,3575.657945,66,73.6,72.6,72.6
989,3576.659543,66,74.2,73.2,73.2
990,3577.660696,66,73.6,72.6,72.6
991,3578.657671,66,74.2,73.2,73.2
992,3579.657346,66,72.4,71.4,71.4
993,3580.658642,66,73.4,72.4,72.4
994,3581.659854,66,72.8,71.8,71.8
995,3582.65983,66,72.6,71.6,71.6
996,3583.66047,66,73.2,72.2,72.2
997,3584.663685,66,72.8,71.8,71.8
998,3585.666895,68,73.2,72.2,72.2
999,3586.661942,68,72.8,71.8,71.8
1000,3587.660807,68,74.8,73.8,73.8
1001,3588.663612,68,72.8,71.8,71.8
1002,3589.685921,68,74.4,73.4,73.4
1003,3590.659554,68,72.8,71.8,71.8
1004,3591.657634,68,74,73,73
1005,3592.663921,68,74,73,73
1006,3593.66034,68,74.6,73.6,73.6
1007,3594.657955,68,73,72,72
1008,3595.65864,70,72.4,71.4,71.4
1009,3596.658401,70,73.4,72.4,72.4
1010,3597.670834,70,73,72,72
1011,3598.658143,70,73.8,72.8,72.8
1012,3599.660344,70,72.6,71.6,71.6
1013,1.661782,70,73,72,72
1014,2.664492,70,72.6,71.6,71.6
1015,3.660454,70,72.8,71.8,71.8
1016,4.661774,70,72.6,71.6,71.6
1017,5.658805,70,73,72,72
1018,6.661156,72,72.8,71.8,71.8
1019,7.64333,72,71.4,70.4,70.4
1020,8.659141,72,72,71,71
1021,9.658728,72,73.2,72.2,72.2
1022,10.663557,72,71.6,70.6,70.6
1023,11.657789,72,72.8,71.8,71.8
1024,12.659934,72,72.8,71.8,71.8
1025,13.658731,72,73.2,72.2,72.2
1026,14.644582,72,72.8,71.8,71.8
1027,15.665611,72,72.4,71.4,71.4
1028,16.659796,74,72.8,71.8,71.8
1029,17.659147,74,72.6,71.6,71.6
1030,18.663448,74,73.4,72.4,72.4
1031,19.658942,74,72.4,71.4,71.4
1032,20.657705,74,72,71,71
1033,21.662954,74,73,72,72
1034,22.661411,74,72,71,71
1035,23.669248,74,74,73,73
1036,24.703347,74,73.6,72.6,72.6
1037,25.680336,74,73.6,72.6,72.6
1038,27.707962,76,73.8,72.8,72.8
1039,29.669932,76,72.2,71.2,71.2
1040,31.700884,76,73,72,72
1041,33.706828,76,72,71,71
1042,35.673355,76,73.2,72.2,72.2
1043,37.666526,76,72.6,71.6,71.6
1044,38.691625,76,72.6,71.6,71.6
1045,40.685025,76,72.2,71.2,71.2
1046,42.66855,76,71.6,70.6,70.6
1047,43.659336,76,72.8,71.8,71.8
1048,44.666907,78,72.8,71.8,71.8
1049,45.693511,78,71,70,70
1050,47.710342,78,71.8,70.8,70.8
1051,49.665298,78,73,72,72
1052,50.657142,78,72.4,71.4,71.4
1053,51.668476,78,72.2,71.2,71.2
1054,52.662385,78,71.8,70.8,70.8
1055,53.664794,78,72.2,71.2,71.2
1056,54.673047,78,71.4,70.4,70.4
1057,55.644679,78,73.6,72.6,72.6
1058,56.659766,80,73.2,72.2,72.2
1059,57.658906,80,72.2,71.2,71.2
1060,58.662782,80,72.4,71.4,71.4
1061,59.686731,80,73.2,72.2,72.2
1062,61.711976,80,72,71,71
1063,62.660116,80,72.4,71.4,71.4
1064,63.658355,80,71.6,70.6,70.6
1065,64.659275,80,71.8,70.8,70.8
1066,65.659977,80,72.6,71.6,71.6
1067,66.660585,80,71.8,70.8,70.8
1068,67.662923,82,72.6,71.6,71.6
1069,68.657722,82,71.8,70.8,70.8
1070,69.659156,82,71.8,70.8,70.8
1071,70.661597,82,73,72,72
1072,71.661077,82,72,71,71
1073,72.658206,82,70.8,69.8,69.8
1074,73.660993,82,71.4,70.4,70.4
1075,74.659005,82,72.2,71.2,71.2
1076,76.671388,82,70.8,69.8,69.8
1077,77.661909,82,72.2,71.2,71.2
1078,78.656927,84,72,71,71
1079,79.65821,84,72.4,71.4,71.4
1080,80.661654,84,72.8,71.8,71.8
1081,81.659622,84,72.2,71.2,71.2
1082,82.665736,84,71.2,70.2,70.2
1083,83.644444,84,71.6,70.6,70.6
1084,84.686491,84,70.8,69.8,69.8
1085,85.659057,84,72.6,71.6,71.6
1086,86.664237,84,71.2,70.2,70.2
1087,87.661856,84,72.8,71.8,71.8
1088,88.658938,86,72,71,71
1089,89.661195,86,71.2,70.2,70.2
1090,90.660012,86,71,70,70
1091,91.659552,86,71.4,70.4,70.4
1092,92.657782,86,70.6,69.6,69.6
1093,93.660334,86,70.6,69.6,69.6
1094,94.67102,86,71.4,70.4,70.4
1095,95.658551,86,71.4,70.4,70.4
1096,96.644874,86,71.8,70.8,70.8
1097,97.671987,86,71.2,70.2,70.2
1098,98.666732,88,71.8,70.8,70.8
1099,99.65271,88,71,70,70
1100,100.682945,88,72,71,71
1101,101.663253,88,71.4,70.4,70.4
1102,102.65764,88,71.4,70.4,70.4
1103,103.680433,88,71,70,70
1104,104.65952,88,71.4,70.4,70.4
1105,106.661599,88,71.2,70.2,70.2
1106,107.661285,88,71.6,70.6,70.6
1107,108.660335,88,72.6,71.6,71.6
1108,109.661886,90,71.8,70.8,70.8
1109,110.672214,90,71,70,70
1110,111.663009,90,69.6,68.6,68.6
1111,112.665219,90,70.4,69.4,69.4
1112,113.6696,90,70.4,69.4,69.4
1113,114.657666,90,72,71,71
1114,115.672257,90,71.2,70.2,70.2
1115,116.658888,90,71,70,70
1116,117.675479,90,71.2,70.2,70.2
1117,118.660631,90,71.2,70.2,70.2
1118,119.659144,92,71,70,70
1119,121.702692,92,70.4,69.4,69.4
1120,122.691645,92,70.8,69.8,69.8
1121,123.670548,92,71,70,70
1122,124.648747,92,70.8,69.8,69.8
1123,125.659792,92,70.4,69.4,69.4
1124,126.658795,92,70.6,69.6,69.6
1125,127.66855,92,71.2,70.2,70.2
1126,128.660951,92,71.4,70.4,70.4
1127,129.658232,92,70.6,69.6,69.6
1128,130.663085,94,71.2,70.2,70.2
1129,131.643736,94,70.2,69.2,69.2
1130,132.668722,94,71,70,70
1131,133.663339,94,72.2,71.2,71.2
1132,134.663825,94,70.8,69.8,69.8
1133,136.669031,94,70.2,69.2,69.2
1134,137.659702,94,71.4,70.4,70.4
1135,138.667316,94,70.6,69.6,69.6
1136,139.659768,94,70.4,69.4,69.4
1137,140.659725,94,71,70,70
1138,141.644839,96,70,69,69
1139,142.721028,96,71.4,70.4,70.4
1140,143.663566,96,70,69,69
1141,144.667839,96,71,70,70
1142,145.661402,96,71.4,70.4,70.4
1143,146.66558,96,69.4,68.4,68.4
1144,147.65925,96,71,70,70
1145,148.660738,96,70.8,69.8,69.8
1146,150.666751,96,70,69,69
1147,151.659273,96,70.8,69.8,69.8
1148,152.659297,98,69.8,68.8,68.8
1149,153.663078,98,70.2,69.2,69.2
1150,154.644865,98,70.2,69.2,69.2
1151,155.683559,98,70.8,69.8,69.8
1152,156.657452,98,69.2,68.2,68.2
1153,157.670371,98,70.2,69.2,69.2
1154,158.659471,98,70.4,69.4,69.4
1155,159.658256,98,71.8,70.8,70.8
1156,160.658071,98,71.2,70.2,70.2
1157,161.658138,98,70.4,69.4,69.4
1158,162.662925,100,71.2,70.2,70.2
1159,163.659871,100,70.2,69.2,69.2
1160,164.659727,100,70.2,69.2,69.2
1161,165.697756,100,70,69,69
1162,166.666177,100,69.8,68.8,68.8
1163,167.659814,100,70.4,69.4,69.4
1164,168.657564,100,70.8,69.8,69.8
1165,169.659698,100,70,69,69
1166,170.658108,100,70.4,69.4,69.4
1167,171.658396,100,69,68,68
1168,172.660491,102,70.6,69.6,69.6
1169,173.657915,102,69.8,68.8,68.8
1170,174.659854,102,69.6,68.6,68.6
1171,175.670308,102,69.8,68.8,68.8
1172,176.659136,102,69.2,68.2,68.2
1173,177.674201,102,69.2,68.2,68.2
1174,178.663949,102,69.8,68.8,68.8
1175,179.66788,102,69.2,68.2,68.2
1176,181.680502,102,69.2,68.2,68.2
1177,183.661333,102,69.6,68.6,68.6
1178,184.66103,104,69,68,68
1179,185.662952,104,69,68,68
1180,186.662094,104,70.4,69.4,69.4
1181,187.667202,104,70,69,69
1182,189.710554,104,69.2,68.2,68.2
1183,191.663997,104,69.4,68.4,68.4
1184,192.66081,104,69.6,68.6,68.6
1185,193.680393,104,71.4,70.4,70.4
1186,194.660644,104,70.2,69.2,69.2
1187,196.662303,104,68.6,67.6,67.6
1188,197.659746,106,70.2,69.2,69.2
1189,198.664525,106,69.2,68.2,68.2
1190,199.660734,106,69,68,68
1191,200.66383,106,69.8,68.8,68.8
1192,201.659669,106,68.8,67.8,67.8
1193,202.662104,106,70.2,69.2,69.2
1194,203.663916,106,69.4,68.4,68.4
1195,205.693006,106,70.2,69.2,69.2
1196,206.663414,106,68.4,67.4,67.4
1197,207.667495,106,69.2,68.2,68.2
1198,208.660813,108,70.6,69.6,69.6
1199,209.663864,108,69.6,68.6,68.6
1200,211.677852,108,68.6,67.6,67.6
1201,212.660806,108,69.6,68.6,68.6
1202,214.659693,108,70.2,69.2,69.2
1203,215.659714,108,69.4,68.4,68.4
1204,216.69243,108,69,68,68
1205,217.668968,108,69.2,68.2,68.2
1206,218.66029,108,69.6,68.6,68.6
1207,219.658743,108,69.2,68.2,68.2
1208,220.658969,110,69.4,68.4,68.4
1209,221.659166,110,69.8,68.8,68.8
1210,222.659566,110,69.6,68.6,68.6
1211,223.661143,110,69.2,68.2,68.2
1212,224.660365,110,68,67,67
1213,226.660896,110,68.6,67.6,67.6
1214,227.659554,110,69,68,68
1215,228.667701,110,70,69,69
1216,229.659264,110,68.6,67.6,67.6
1217,230.658363,110,69,68,68
1218,231.659223,108,69.4,68.4,68.4
1219,233.661627,108,69,68,68
1220,235.659626,108,66.6,65.6,65.6
1221,236.658964,108,69.4,68.4,68.4
1222,237.661718,108,68.4,67.4,67.4
1223,239.65175,108,68.8,67.8,67.8
1224,241.660871,108,68.8,67.8,67.8
1225,243.65199,108,68.6,67.6,67.6
1226,244.6688,108,69.4,68.4,68.4
1227,246.673496,106,70,69,69
1228,248.660064,106,69,68,68
1229,249.69825,106,69.2,68.2,68.2
1230,251.671491,106,70,69,69
1231,253.689464,106,68,67,67
1232,255.663207,106,69,68,68
1233,257.661083,106,69.4,68.4,68.4
1234,259.667479,106,69.4,68.4,68.4
1235,261.688939,106,68.4,67.4,67.4
1236,263.721844,106,68.4,67.4,67.4
1237,265.680085,104,69,68,68
1238,267.731628,104,68.4,67.4,67.4
1239,269.667418,104,69.2,68.2,68.2
1240,271.699022,104,69.8,68.8,68.8
1241,273.695437,104,70,69,69
1242,275.679852,104,70.4,69.4,69.4
1243,277.667197,104,68.8,67.8,67.8
1244,279.661457,104,69.4,68.4,68.4
1245,281.648669,104,69.6,68.6,68.6
1246,282.661803,104,69.8,68.8,68.8
1247,283.661642,102,67.8,66.8,66.8
1248,284.657295,102,69.4,68.4,68.4
1249,286.663247,102,70.8,69.8,69.8
1250,288.663027,102,69.4,68.4,68.4
1251,289.701866,102,69.6,68.6,68.6
1252,291.685309,102,68.8,67.8,67.8
1253,292.666654,102,70.6,69.6,69.6
1254,294.660249,102,68.8,67.8,67.8
1255,295.644058,102,68.8,67.8,67.8
1256,296.689634,102,69.2,68.2,68.2
1257,298.662035,100,69.2,68.2,68.2
1258,299.659442,100,70,69,69
1259,301.669781,100,68.4,67.4,67.4
1260,302.658149,100,69.6,68.6,68.6
1261,304.662133,100,70.8,69.8,69.8
1262,305.659596,100,70.2,69.2,69.2
1263,307.660287,100,70.2,69.2,69.2
1264,308.646016,100,69.2,68.2,68.2
1265,309.701663,100,68.8,67.8,67.8
1266,311.6732,100,69.8,68.8,68.8
1267,312.660583,98,68.8,67.8,67.8
1268,314.6585,98,69.2,68.2,68.2
1269,316.667365,98,69.6,68.6,68.6
1270,318.697854,98,70,69,69
1271,320.661903,98,70.6,69.6,69.6
1272,321.667217,98,68.8,67.8,67.8
1273,323.662595,98,68.4,67.4,67.4
1274,325.702561,98,68.8,67.8,67.8
1275,327.698431,98,69.4,68.4,68.4
1276,329.717039,98,69.2,68.2,68.2
1277,331.651999,96,69.2,68.2,68.2
1278,333.684654,96,71,70,70
1279,335.66463,96,69.8,68.8,68.8
1280,337.679612,96,69.8,68.8,68.8
1281,339.702021,96,70.6,69.6,69.6
1282,341.664826,96,70.2,69.2,69.2
1283,342.661491,96,69,68,68
1284,344.661839,96,69.4,68.4,68.4
1285,346.689061,96,69.2,68.2,68.2
1286,348.669336,96,70,69,69
1287,349.661089,94,69,68,68
1288,350.6657,94,68.8,67.8,67.8
1289,352.660593,94,69.2,68.2,68.2
1290,353.657428,94,69.6,68.6,68.6
1291,354.65835,94,68.2,67.2,67.2
1292,355.665063,94,69.2,68.2,68.2
1293,357.667558,94,70,69,69
1294,358.657976,94,69.8,68.8,68.8
1295,360.669877,94,69.4,68.4,68.4
1296,361.673564,94,70.4,69.4,69.4
1297,363.659753,92,69.2,68.2,68.2
1298,364.645043,92,70,69,69
1299,365.659844,92,69,68,68
1300,366.658255,92,68.8,67.8,67.8
1301,368.665133,92,69.8,68.8,68.8
1302,370.659483,92,69,68,68
1303,371.661453,92,69.6,68.6,68.6
1304,373.659098,92,69.4,68.4,68.4
1305,374.658322,92,70,69,69
1306,376.667356,92,70,69,69
1307,377.647707,90,69.8,68.8,68.8
1308,378.662126,90,69.8,68.8,68.8
1309,380.66035,90,69.4,68.4,68.4
1310,381.661351,90,69.4,68.4,68.4
1311,382.658266,90,68,67,67
1312,383.658712,90,69.4,68.4,68.4
1313,384.657176,90,69.4,68.4,68.4
1314,385.666311,90,68.6,67.6,67.6
1315,387.661716,90,70,69,69
1316,389.662598,90,70.2,69.2,69.2
1317,391.695441,88,70.2,69.2,69.2
1318,393.686794,88,69.2,68.2,68.2
1319,395.675119,88,70.8,69.8,69.8
1320,397.662876,88,69.6,68.6,68.6
1321,398.675612,88,70.6,69.6,69.6
1322,400.67617,88,70,69,69
1323,402.661345,88,70,69,69
1324,404.689796,88,70,69,69
1325,406.694243,88,69.4,68.4,68.4
1326,408.659793,88,70.6,69.6,69.6
1327,409.661947,86,71.6,70.6,70.6
1328,410.659655,86,68.2,67.2,67.2
1329,411.659924,86,70,69,69
1330,412.70828,86,70,69,69
1331,414.685282,86,69.6,68.6,68.6
1332,415.661569,86,71,70,70
1333,416.658232,86,70.4,69.4,69.4
1334,417.658263,86,70.8,69.8,69.8
1335,418.65885,86,69.4,68.4,68.4
1336,420.668162,86,70.2,69.2,69.2
1337,422.668583,84,69.4,68.4,68.4
1338,423.663343,84,69.8,68.8,68.8
1339,424.659131,84,69.8,68.8,68.8
1340,425.661376,84,70.4,69.4,69.4
1341,426.656977,84,70,69,69
1342,427.659992,84,69.4,68.4,68.4
1343,428.657673,84,69.2,68.2,68.2
1344,429.6605,84,69.2,68.2,68.2
1345,430.658533,84,70,69,69
