,0,1,2
0,0.0,0.0,0.0
1,120.574575,170.0,1.0080631523779946
2,120.650833,169.0,0.9532923630440248
3,120.756977,170.0,0.8310264753671732
4,120.86423,169.0,0.6400941975110501
5,120.971672,169.0,0.39280246925923
6,121.078284,169.0,0.12244309362172243
7,121.185387,169.0,-0.11143778958366841
8,121.292817,169.0,-0.2262300501813597
9,121.401851,169.0,-0.12998937184060985
10,121.516395,169.0,0.25480674774057055
11,121.615567,170.0,0.9615725170603635
12,121.72129,169.0,1.950507104369915
13,121.828587,169.0,3.0914962500718723
14,121.935697,170.0,4.163010650300674
15,122.042701,170.0,4.876248813560541
16,122.149939,171.0,4.925218917225716
17,122.25687,170.0,4.054625016821303
18,122.364595,170.0,2.1386310717365173
19,122.473747,170.0,-0.7497058278142636
20,122.580594,168.0,-4.290825350791917
21,122.691409,170.0,-7.907986693914965
22,122.797172,170.0,-10.806911516318166
23,122.902359,170.0,-12.05709562995094
24,123.00857,170.0,-10.71428115226162
25,123.114223,170.0,-5.962593389271537
26,123.221372,171.0,2.746091036567248
27,123.328163,170.0,15.57963171395879
28,123.435414,171.0,32.264139271942554
29,123.542516,170.0,52.082384861148576
30,123.649941,169.0,73.94226600306685
31,123.75854,170.0,96.50119447203032
32,123.866093,169.0,118.32970122986383
33,123.9725,171.0,138.09151484037176
34,124.08045,170.0,154.704650545625
35,124.187101,169.0,167.46686425456588
36,124.294261,172.0,176.1187966123506
37,124.401292,175.0,180.83972528544328
38,124.508292,173.0,182.18390803531497
39,124.615625,175.0,180.9700414558183
40,124.722416,178.0,178.13818671397368
41,124.829554,180.0,174.60986603842176
42,124.936851,183.0,171.16925220299828
43,125.044145,184.0,168.38075652966882
44,125.151471,185.0,166.55560047914554
45,125.25849,182.0,165.76197154924856
46,125.364476,175.0,165.87464362300867
47,125.471611,170.0,166.6455761026152
48,125.582311,167.0,167.77730740622593
49,125.685378,167.0,168.98915518094074
50,125.79251,166.0,170.0625464948668
51,125.899757,167.0,170.86405601692746
52,126.008258,168.0,171.34244642953067
53,126.115414,167.0,171.51126056756956
54,126.221038,169.0,171.42433436392983
55,126.328698,168.0,171.14925409493972
56,126.435914,169.0,170.7534896107334
57,126.542754,169.0,170.29608461513283
58,126.650285,170.0,169.83184691869548
59,126.757965,171.0,169.41817896434299
60,126.864622,170.0,169.12224890637455
61,126.97209,170.0,169.0230859345245
62,127.079482,170.0,169.13710264564423
63,127.186103,170.0,169.548354523921
64,127.292852,170.0,170.30435527378978
65,127.39992,172.0,171.41215920036683
66,127.50677,170.0,172.8270580433219
67,127.616136,170.0,174.45445929100129
68,127.725532,170.0,176.1544436068477
69,127.828927,171.0,177.75779707117297
70,127.936187,171.0,179.08690160580974
71,128.043179,173.0,179.98111936904155
72,128.149749,171.0,180.31846619466714
73,128.25691,170.0,180.03831968785212
74,128.364322,170.0,179.14882986129638
75,128.472764,170.0,177.72769104698307
76,128.57967,171.0,175.91364872102778
77,128.686899,170.0,173.8863849873405
78,128.794025,170.0,171.84463626514628
79,128.901335,172.0,169.97726575257505
80,129.008583,173.0,168.43914383073945
81,129.115589,171.0,167.33492272602146
82,129.22278,170.0,166.7081844240084
83,129.329773,171.0,166.54282764219857
84,129.4373,171.0,166.77042255839802
85,129.544396,172.0,167.28731375080062
86,129.651759,171.0,167.97286624003598
87,129.758695,173.0,168.7097220558484
88,129.865705,172.0,169.3987588861112
89,129.972647,171.0,169.9705233002377
90,130.079743,172.0,170.39016936554654
91,130.187083,171.0,170.65343714108852
92,130.294016,171.0,170.78087860428752
93,130.401186,169.0,170.80855446341886
94,130.509324,172.0,170.77718965870298
95,130.615929,174.0,170.722937211831
96,130.728173,172.0,170.67217749217303
97,130.829921,172.0,170.63927219289553
98,130.936795,172.0,170.62681126888273
99,131.044239,171.0,170.63136963899868
100,131.152517,169.0,170.64445167595642
101,131.258345,171.0,170.65863439128503
102,131.363961,172.0,170.6688028925711
103,131.471041,171.0,170.67422701503895
104,131.581219,171.0,170.67977742684317
105,131.685471,171.0,170.6918782996572
106,131.792665,171.0,170.71828241306673
107,131.901946,170.0,170.76573896185457
108,132.007994,169.0,170.8367901466179
109,132.115404,169.0,170.9294504456227
110,132.222643,169.0,171.03690628174672
111,132.329142,171.0,171.15080963293138
112,132.435493,172.0,171.26040513309772
113,132.542688,171.0,171.35621526858182
114,132.650022,171.0,171.43270631105992
115,132.757437,171.0,171.48595680800017
116,132.864019,171.0,171.51710770548138
117,132.971217,171.0,171.529774473177
118,133.079673,174.0,171.53073677184346
119,133.188613,171.0,171.52590752728904
120,133.294105,171.0,171.52334033756384
121,133.399684,172.0,171.52882227163494
122,133.506849,171.0,171.54407201074923
123,133.614116,172.0,171.56812994272585
124,133.721326,171.0,171.59552620439865
125,133.828535,172.0,171.61870407708292
126,133.935436,172.0,171.62662902155654
127,134.044168,171.0,171.60998313795292
128,134.151392,171.0,171.56026754602135
129,134.25836,171.0,171.47170106347116
130,134.366856,171.0,171.34239866961764
131,134.473102,171.0,171.17595248999112
132,134.579476,172.0,170.98026815209568
133,134.685807,172.0,170.7689951591771
134,134.795067,172.0,170.55885012339243
135,134.899969,171.0,170.3677680565003
136,135.00706,172.0,170.21387955546464
137,135.114311,172.0,170.11163008320977
138,135.222629,172.0,170.0723812610124
139,135.33005,172.0,170.1012500670538
140,135.439476,172.0,170.1961544091949
141,135.543817,172.0,170.34912799473466
142,135.651274,172.0,170.5477931887695
143,135.759381,174.0,170.77529029154573
144,135.865604,173.0,171.01102064458496
145,135.974566,171.0,171.23615629565347
146,136.079054,172.0,171.43416311305137
147,136.185586,172.0,171.59195828189442
148,141.41657,172.0,171.7005325840597
149,141.436034,172.0,171.75768432381145
150,141.542376,172.0,171.7663003066642
151,141.650859,172.0,171.7329523572708
152,141.757942,172.0,171.6683805729673
153,141.865816,172.0,171.5846183285879
154,141.97147,174.0,171.49494263851244
155,142.078422,172.0,171.40850699705913
156,142.185309,173.0,171.33492605072442
157,142.292412,172.0,171.2815775000865
158,142.39959,172.0,171.25314797202208
159,142.5067,172.0,171.2518239466913
160,142.615322,172.0,171.2783993874572
161,142.723299,172.0,171.33256194968163
162,142.828928,172.0,171.4110887835594
163,142.935754,172.0,171.51009460897555
164,143.043518,172.0,171.625035518285
165,143.149832,172.0,171.74942873858618
166,143.258396,172.0,171.87563156666883
167,143.364675,172.0,171.99531605934374
168,143.473792,172.0,172.1006845573317
169,143.580511,173.0,172.185078953688
170,143.686149,174.0,172.24319858586392
171,143.79276,172.0,172.2726095160242
172,143.900228,172.0,172.27482992307728
173,144.007333,172.0,172.25450258048977
174,144.114892,173.0,172.21987338012343
175,144.221258,173.0,172.17995838055785
176,144.328386,173.0,172.14453079056517
177,144.436885,173.0,172.12210677655898
178,144.54433,172.0,172.11845168598416
179,144.651265,173.0,172.13493208731128
180,144.758399,173.0,172.17046932288173
181,144.865407,174.0,172.21907787571172
182,144.971214,171.0,172.27113783858064
183,145.078513,173.0,172.31852273511944
184,145.185487,175.0,172.35077292885185
185,145.292518,174.0,172.360396873602
186,145.40009,176.0,172.34391947430248
187,145.506977,179.0,172.30151834267454
188,145.615704,180.0,172.2374920991099
189,145.72313,185.0,172.16032358719158
190,145.829637,186.0,172.07919049395565
191,145.938075,187.0,172.00585156777254
192,146.042666,183.0,171.95136220192856
193,146.150045,177.0,171.92662328453287
194,146.25715,170.0,171.94115418672934
195,146.364306,167.0,172.00161152286952
196,146.471148,166.0,172.10918524226145
197,146.578342,166.0,172.25797772472316
198,146.685459,168.0,172.43575051651283
199,146.794172,167.0,172.62220233915107
200,146.901264,169.0,172.7920868499306
201,147.008873,169.0,172.91512952115283
202,147.116234,170.0,172.96276631236435
203,147.222896,169.0,172.91309583799153
204,147.330376,169.0,172.75849880672433
205,147.437431,169.0,172.5127919955438
206,147.544677,169.0,172.2143512705792
207,147.651656,170.0,171.9243998894441
208,147.758667,169.0,171.7228542009114
209,147.872377,170.0,171.6985481757995
210,147.973401,170.0,171.9329447740278
211,148.080251,170.0,172.48499910566684
212,148.185815,170.0,173.3755600281626
213,148.292997,170.0,174.5764931913656
214,148.39958,170.0,176.00683603784773
215,148.506856,170.0,177.5368324335581
216,148.6139,171.0,179.00405963179824
217,148.721082,171.0,180.23061904468506
218,148.828286,171.0,181.0513180278528
219,148.93671,171.0,181.33687845639633
220,149.044253,171.0,181.01532793630736
221,149.153628,171.0,180.08479189301957
222,149.259733,171.0,178.61589474069146
223,149.365651,173.0,176.74317389591184
224,149.472487,171.0,174.64550878614216
225,149.579891,171.0,172.52370309362436
226,149.686941,171.0,170.5703962294924
227,149.794159,171.0,168.94533776234627
228,149.901113,171.0,167.75605782083244
229,150.008484,171.0,167.04757819211932
230,150.115521,172.0,166.80198042421407
231,150.222625,172.0,166.94778110829813
232,150.329668,171.0,167.3785114558381
233,150.436929,172.0,167.9712110519418
234,150.544324,172.0,168.60660741842077
235,150.651506,172.0,169.18682911647974
236,150.758675,172.0,169.64685071426734
237,150.863941,173.0,169.95793894246455
238,150.971313,174.0,170.12438453284
239,151.079001,172.0,170.17604260544738
240,151.185473,172.0,170.15755884470127
241,151.292711,174.0,170.11630835239458
242,151.399885,173.0,170.09149917351863
243,151.508281,173.0,170.11208851056028
244,151.615996,173.0,170.18882070138696
245,151.723273,173.0,170.3181901331902
246,151.830271,173.0,170.48701656469692
247,151.937329,174.0,170.67488744776074
248,152.044223,173.0,170.85967410344355
