,0,1
0,0.0,0.0
1,1.0,53.4
2,2.0,53.4
3,3.0,53.0
4,4.0,53.6
5,5.0,52.2
6,6.0,53.6
7,7.0,53.4
8,8.0,52.6
9,9.0,54.2
10,10.0,51.6
11,11.0,52.8
12,12.0,53.0
13,13.0,54.4
14,14.0,52.4
15,15.0,52.6
16,16.0,53.0
17,17.0,53.2
18,18.0,53.4
19,19.0,53.2
20,20.0,53.0
21,21.0,53.4
22,22.0,52.8
23,23.0,53.0
24,24.0,53.4
25,25.0,53.0
26,26.0,53.4
27,27.0,52.2
28,28.0,53.2
29,29.0,53.2
30,30.0,52.8
31,31.0,53.2
32,32.0,53.2
33,33.0,54.0
34,34.0,52.6
35,35.0,52.8
36,36.0,52.4
37,37.0,52.8
38,38.0,53.4
39,39.0,54.0
40,40.0,53.4
41,41.0,52.8
42,42.0,53.0
43,43.0,53.2
44,44.0,52.8
45,45.0,53.4
46,46.0,53.4
47,47.0,54.2
48,48.0,53.0
49,49.0,54.0
50,50.0,53.6
51,51.0,52.0
52,52.0,53.6
53,53.0,53.4
54,54.0,53.4
55,55.0,52.0
56,56.0,53.2
57,57.0,53.6
58,58.0,53.6
59,59.0,52.8
60,60.0,53.4
61,61.0,52.6
62,62.0,52.8
63,63.0,53.2
64,64.0,53.4
65,65.0,52.4
66,66.0,54.0
67,67.0,53.8
68,68.0,52.8
69,69.0,53.6
70,70.0,54.4
71,71.0,54.2
